fdCdf f
5.0000000E+2 7.5481367E-12
5.5049700E+2 1.0997554E-11
6.0609500E+2 1.5584288E-11
6.6730700E+2 1.5681219E-11
7.3470100E+2 1.2960903E-11
8.0890200E+2 1.0501896E-11
8.9059700E+2 1.0681604E-11
9.8054200E+2 1.3562904E-11
1.0795720E+3 1.7111247E-11
1.1886030E+3 1.8978610E-11
1.3086450E+3 1.8257065E-11
1.4408110E+3 1.5883714E-11
1.5863250E+3 1.3740272E-11
1.7465360E+3 1.3434512E-11
1.9229260E+3 1.5599000E-11
2.1171320E+3 1.9850087E-11
2.3309500E+3 2.5118086E-11
2.5663640E+3 3.0105221E-11
2.8255530E+3 3.3800944E-11
3.1109180E+3 3.5948977E-11
3.4251040E+3 3.7210595E-11
3.7710210E+3 3.8831458E-11
4.1518740E+3 4.1968900E-11
4.5711910E+3 4.7127128E-11
5.0328570E+3 5.4068106E-11
5.5411480E+3 6.2189973E-11
6.1007740E+3 7.1032717E-11
6.7169190E+3 8.0535608E-11
7.3952920E+3 9.0916780E-11
8.1421760E+3 1.0235886E-10
8.9644920E+3 1.1481913E-10
9.8698580E+3 1.2811370E-10
1.0866660E+4 1.4210213E-10
1.1964134E+4 1.5668689E-10
1.3172447E+4 1.7159884E-10
1.4502793E+4 1.8625612E-10
1.5967497E+4 1.9992523E-10
1.7580128E+4 2.1204079E-10
1.9355626E+4 2.2235747E-10
2.1310440E+4 2.3083056E-10
2.3462679E+4 2.3742173E-10
2.5832283E+4 2.4203861E-10
2.8441204E+4 2.4460531E-10
3.1313612E+4 2.4513191E-10
3.4476118E+4 2.4371336E-10
3.7958020E+4 2.4049481E-10
4.1791575E+4 2.3565907E-10
4.6012298E+4 2.2943713E-10
5.0659292E+4 2.2211082E-10
5.5775607E+4 2.1399829E-10
6.1408642E+4 2.0543145E-10
6.7610584E+4 1.9671452E-10
7.4438888E+4 1.8804990E-10
8.1956814E+4 1.7948075E-10
9.0234009E+4 1.7093553E-10
9.9347157E+4 1.6237128E-10
1.0938068E+5 1.5388407E-10
1.2042754E+5 1.4567511E-10
1.3259007E+5 1.3792260E-10
1.4598096E+5 1.3070514E-10
1.6072424E+5 1.2403595E-10
1.7695653E+5 1.1793171E-10
1.9482818E+5 1.1242368E-10
2.1450477E+5 1.0750600E-10
2.3616860E+5 1.0308910E-10
2.6002035E+5 9.9014135E-11
2.8628100E+5 9.5131461E-11
3.1519384E+5 9.1387605E-11
3.4702672E+5 8.7845413E-11
3.8207454E+5 8.4611020E-11
4.2066201E+5 8.1723671E-11
4.6314660E+5 7.9090646E-11
5.0992191E+5 7.6482034E-11
5.6142127E+5 7.3521497E-11
6.1812179E+5 6.9622845E-11
6.8054875E+5 6.3926022E-11
7.4928050E+5 5.5378799E-11
8.2495379E+5 4.3086493E-11
9.0826967E+5 2.6865252E-11
1.0000000E+6 1.7630221E-11
