fdCdf f
5.0000000E+2 1.5602047E-10
5.5049700E+2 2.3918666E-10
6.0609500E+2 3.7875802E-10
6.6730700E+2 4.5834070E-10
7.3470100E+2 4.8106410E-10
8.0890200E+2 4.6305425E-10
8.9059700E+2 4.2398620E-10
9.8054200E+2 3.8007168E-10
1.0795720E+3 3.4112841E-10
1.1886030E+3 3.1056923E-10
1.3086450E+3 2.8703846E-10
1.4408110E+3 2.6706111E-10
1.5863250E+3 2.4776023E-10
1.7465360E+3 2.2845238E-10
1.9229260E+3 2.1055251E-10
2.1171320E+3 1.9635994E-10
2.3309500E+3 1.8776764E-10
2.5663640E+3 1.8554388E-10
2.8255530E+3 1.8931588E-10
3.1109180E+3 1.9805655E-10
3.4251040E+3 2.1077989E-10
3.7710210E+3 2.2702834E-10
4.1518740E+3 2.4688109E-10
4.5711910E+3 2.7056513E-10
5.0328570E+3 2.9804479E-10
5.5411480E+3 3.2890023E-10
6.1007740E+3 3.6247248E-10
6.7169190E+3 3.9805084E-10
7.3952920E+3 4.3497113E-10
8.1421760E+3 4.7263292E-10
8.9644920E+3 5.1042825E-10
9.8698580E+3 5.4754628E-10
1.0866660E+4 5.8274365E-10
1.1964134E+4 6.1432811E-10
1.3172447E+4 6.4047494E-10
1.4502793E+4 6.5969007E-10
1.5967497E+4 6.7110998E-10
1.7580128E+4 6.7452684E-10
1.9355626E+4 6.7028837E-10
2.1310440E+4 6.5920601E-10
2.3462679E+4 6.4243310E-10
2.5832283E+4 6.2127003E-10
2.8441204E+4 5.9698077E-10
3.1313612E+4 5.7068754E-10
3.4476118E+4 5.4327452E-10
3.7958020E+4 5.1526637E-10
4.1791575E+4 4.8683828E-10
4.6012298E+4 4.5806622E-10
5.0659292E+4 4.2921955E-10
5.5775607E+4 4.0080060E-10
6.1408642E+4 3.7333894E-10
6.7610584E+4 3.4721798E-10
7.4438888E+4 3.2268330E-10
8.1956814E+4 2.9991004E-10
9.0234009E+4 2.7899030E-10
9.9347157E+4 2.5989044E-10
1.0938068E+5 2.4249316E-10
1.2042754E+5 2.2671080E-10
1.3259007E+5 2.1255489E-10
1.4598096E+5 2.0010012E-10
1.6072424E+5 1.8938162E-10
1.7695653E+5 1.8029401E-10
1.9482818E+5 1.7254190E-10
2.1450477E+5 1.6567320E-10
2.3616860E+5 1.5920408E-10
2.6002035E+5 1.5278249E-10
2.8628100E+5 1.4630023E-10
3.1519384E+5 1.3988250E-10
3.4702672E+5 1.3375968E-10
3.8207454E+5 1.2810592E-10
4.2066201E+5 1.2294894E-10
4.6314660E+5 1.1818363E-10
5.0992191E+5 1.1360119E-10
5.6142127E+5 1.0880057E-10
6.1812179E+5 1.0296985E-10
6.8054875E+5 9.4728348E-11
7.4928050E+5 8.2309220E-11
8.2495379E+5 6.4210997E-11
9.0826967E+5 4.0105677E-11
1.0000000E+6 2.6340525E-11
