fdCdf f
5.0000000E+2 -1.8180143E-13
5.5049700E+2 1.3549612E-12
6.0609500E+2 6.6908873E-12
6.6730700E+2 1.4563630E-11
7.3470100E+2 2.0909633E-11
8.0890200E+2 2.2634890E-11
8.9059700E+2 1.9762602E-11
9.8054200E+2 1.4633925E-11
1.0795720E+3 9.7926289E-12
1.1886030E+3 6.6600002E-12
1.3086450E+3 5.5395975E-12
1.4408110E+3 6.1948690E-12
1.5863250E+3 8.2000661E-12
1.7465360E+3 1.0931972E-11
1.9229260E+3 1.3565924E-11
2.1171320E+3 1.5365603E-11
2.3309500E+3 1.6114774E-11
2.5663640E+3 1.6267749E-11
2.8255530E+3 1.6590968E-11
3.1109180E+3 1.7537404E-11
3.4251040E+3 1.8877976E-11
3.7710210E+3 1.9904794E-11
4.1518740E+3 2.0013247E-11
4.5711910E+3 1.9163372E-11
5.0328570E+3 1.7890988E-11
5.5411480E+3 1.6944819E-11
6.1007740E+3 1.6866813E-11
6.7169190E+3 1.7784950E-11
7.3952920E+3 1.9488299E-11
8.1421760E+3 2.1675253E-11
8.9644920E+3 2.4197023E-11
9.8698580E+3 2.7154679E-11
1.0866660E+4 3.0799627E-11
1.1964134E+4 3.5309065E-11
1.3172447E+4 4.0613122E-11
1.4502793E+4 4.6432793E-11
1.5967497E+4 5.2507969E-11
1.7580128E+4 5.8812076E-11
1.9355626E+4 6.5565990E-11
2.1310440E+4 7.3059559E-11
2.3462679E+4 8.1452216E-11
2.5832283E+4 9.0705690E-11
2.8441204E+4 1.0065069E-10
3.1313612E+4 1.1107077E-10
3.4476118E+4 1.2171117E-10
3.7958020E+4 1.3224113E-10
4.1791575E+4 1.4226261E-10
4.6012298E+4 1.5139221E-10
5.0659292E+4 1.5934848E-10
5.5775607E+4 1.6597964E-10
6.1408642E+4 1.7124165E-10
6.7610584E+4 1.7516867E-10
7.4438888E+4 1.7784949E-10
8.1956814E+4 1.7940104E-10
9.0234009E+4 1.7993881E-10
9.9347157E+4 1.7955261E-10
1.0938068E+5 1.7829988E-10
1.2042754E+5 1.7623137E-10
1.3259007E+5 1.7344154E-10
1.4598096E+5 1.7009852E-10
1.6072424E+5 1.6641444E-10
1.7695653E+5 1.6257996E-10
1.9482818E+5 1.5872141E-10
2.1450477E+5 1.5489837E-10
2.3616860E+5 1.5111823E-10
2.6002035E+5 1.4735092E-10
2.8628100E+5 1.4355785E-10
3.1519384E+5 1.3972785E-10
3.4702672E+5 1.3588444E-10
3.8207454E+5 1.3205369E-10
4.2066201E+5 1.2822685E-10
4.6314660E+5 1.2433926E-10
5.0992191E+5 1.2022919E-10
5.6142127E+5 1.1551782E-10
6.1812179E+5 1.0941720E-10
6.8054875E+5 1.0059520E-10
7.4928050E+5 8.7324316E-11
8.2495379E+5 6.8089341E-11
9.0826967E+5 4.2528433E-11
1.0000000E+6 2.7936901E-11
