fdCdf f
5.2775400E+2 1.6079313E-10
5.8783300E+2 1.6793924E-10
6.5475100E+2 1.8396953E-10
7.2928800E+2 2.0292519E-10
8.1230900E+2 2.1910623E-10
9.0478100E+2 2.3133921E-10
1.0077810E+3 2.4345843E-10
1.1225050E+3 2.6124600E-10
1.2502900E+3 2.8858010E-10
1.3926220E+3 3.2542350E-10
1.5511570E+3 3.6841583E-10
1.7277390E+3 4.1301923E-10
1.9244230E+3 4.5552571E-10
2.1434970E+3 4.9391189E-10
2.3875110E+3 5.2758217E-10
2.6593020E+3 5.5661133E-10
2.9620350E+3 5.8103567E-10
3.2992300E+3 6.0040454E-10
3.6748100E+3 6.1364720E-10
4.0931470E+3 6.1934271E-10
4.5591070E+3 6.1627871E-10
5.0781110E+3 6.0403008E-10
5.6561970E+3 5.8323670E-10
6.3000930E+3 5.5543943E-10
7.0172890E+3 5.2261704E-10
7.8161300E+3 4.8669869E-10
8.7059100E+3 4.4928514E-10
9.6969820E+3 4.1163568E-10
1.0800876E+4 3.7480933E-10
1.2030437E+4 3.3974481E-10
1.3399969E+4 3.0717338E-10
1.4925408E+4 2.7748319E-10
1.6624501E+4 2.5072840E-10
1.8517016E+4 2.2679217E-10
2.0624974E+4 2.0554054E-10
2.2972900E+4 1.8684016E-10
2.5588111E+4 1.7049087E-10
2.8501035E+4 1.5620061E-10
3.1745563E+4 1.4364520E-10
3.5359445E+4 1.3255069E-10
3.9384728E+4 1.2272982E-10
4.3868244E+4 1.1406476E-10
4.8862159E+4 1.0646252E-10
5.4424577E+4 9.9803499E-11
6.0620214E+4 9.3909511E-11
6.7521156E+4 8.8567298E-11
7.5207695E+4 8.3602174E-11
8.3769261E+4 7.8935966E-11
9.3305466E+4 7.4574097E-11
1.0392726E+5 7.0545847E-11
1.1575824E+5 6.6863046E-11
1.2893603E+5 6.3517072E-11
1.4361398E+5 6.0482693E-11
1.5996284E+5 5.7709638E-11
1.7817285E+5 5.5122069E-11
1.9845586E+5 5.2645049E-11
2.2104787E+5 5.0237673E-11
2.4621173E+5 4.7900673E-11
2.7424021E+5 4.5654262E-11
3.0545943E+5 4.3513114E-11
3.4023262E+5 4.1479640E-11
3.7896435E+5 3.9548936E-11
4.2210526E+5 3.7704627E-11
4.7015728E+5 3.5895348E-11
5.2367949E+5 3.3997213E-11
5.8329463E+5 3.1773784E-11
6.4969628E+5 2.8855743E-11
7.2365703E+5 2.4785714E-11
8.0603739E+5 1.9172110E-11
8.9779585E+5 1.1924888E-11
1.0000000E+6 7.8153923E-12
