fdCdf f
2.5663640E+3 7.1781316E-12
2.8255530E+3 1.1540470E-11
3.1109180E+3 2.0103976E-11
3.4251040E+3 2.8092673E-11
3.7710210E+3 3.5539949E-11
4.1518740E+3 4.2694068E-11
4.5711910E+3 4.9944509E-11
5.0328570E+3 5.7632750E-11
5.5411480E+3 6.5891323E-11
6.1007740E+3 7.4706203E-11
6.7169190E+3 8.4150407E-11
7.3952920E+3 9.4495423E-11
8.1421760E+3 1.0603055E-10
8.9644920E+3 1.1876993E-10
9.8698580E+3 1.3235830E-10
1.0866660E+4 1.4625735E-10
1.1964134E+4 1.6000840E-10
1.3172447E+4 1.7333658E-10
1.4502793E+4 1.8608250E-10
1.5967497E+4 1.9812640E-10
1.7580128E+4 2.0939523E-10
1.9355626E+4 2.1985535E-10
2.1310440E+4 2.2938609E-10
2.3462679E+4 2.3762881E-10
2.5832283E+4 2.4401597E-10
2.8441204E+4 2.4801371E-10
3.1313612E+4 2.4936793E-10
3.4476118E+4 2.4814158E-10
3.7958020E+4 2.4456717E-10
4.1791575E+4 2.3892206E-10
4.6012298E+4 2.3154745E-10
5.0659292E+4 2.2291294E-10
5.5775607E+4 2.1357022E-10
6.1408642E+4 2.0400043E-10
6.7610584E+4 1.9450395E-10
7.4438888E+4 1.8522211E-10
8.1956814E+4 1.7622969E-10
9.0234009E+4 1.6759831E-10
9.9347157E+4 1.5940667E-10
1.0938068E+5 1.5172308E-10
1.2042754E+5 1.4456874E-10
1.3259007E+5 1.3787411E-10
1.4598096E+5 1.3147970E-10
1.6072424E+5 1.2521413E-10
1.7695653E+5 1.1899988E-10
1.9482818E+5 1.1290167E-10
2.1450477E+5 1.0709260E-10
2.3616860E+5 1.0178238E-10
2.6002035E+5 9.7144797E-11
2.8628100E+5 9.3256053E-11
3.1519384E+5 9.0055960E-11
3.4702672E+5 8.7354709E-11
3.8207454E+5 8.4889935E-11
4.2066201E+5 8.2407476E-11
4.6314660E+5 7.9722739E-11
5.0992191E+5 7.6714248E-11
5.6142127E+5 7.3214374E-11
6.1812179E+5 6.8826842E-11
6.8054875E+5 6.2800126E-11
7.4928050E+5 5.4126395E-11
8.2495379E+5 4.1939027E-11
9.0826967E+5 2.6070103E-11
1.0000000E+6 1.7077972E-11
