fdCdf f
5.2775400E+2 2.1174433E-11
5.8783300E+2 2.1267213E-11
6.5475100E+2 2.4998099E-11
7.2928800E+2 3.1309470E-11
8.1230900E+2 3.8475467E-11
9.0478100E+2 4.5571452E-11
1.0077810E+3 5.2924770E-11
1.1225050E+3 6.1484273E-11
1.2502900E+3 7.1887097E-11
1.3926220E+3 8.4123280E-11
1.5511570E+3 9.7948162E-11
1.7277390E+3 1.1338864E-10
1.9244230E+3 1.3073590E-10
2.1434970E+3 1.5012790E-10
2.3875110E+3 1.7123660E-10
2.6593020E+3 1.9332198E-10
2.9620350E+3 2.1549609E-10
3.2992300E+3 2.3692144E-10
3.6748100E+3 2.5686029E-10
4.0931470E+3 2.7468037E-10
4.5591070E+3 2.8987376E-10
5.0781110E+3 3.0205751E-10
5.6561970E+3 3.1091770E-10
6.3000930E+3 3.1613246E-10
7.0172890E+3 3.1734721E-10
7.8161300E+3 3.1423978E-10
8.7059100E+3 3.0668063E-10
9.6969820E+3 2.9494320E-10
1.0800876E+4 2.7984090E-10
1.2030437E+4 2.6262608E-10
1.3399969E+4 2.4463304E-10
1.4925408E+4 2.2688523E-10
1.6624501E+4 2.0993621E-10
1.8517016E+4 1.9398417E-10
2.0624974E+4 1.7906938E-10
2.2972900E+4 1.6517011E-10
2.5588111E+4 1.5220020E-10
2.8501035E+4 1.4002426E-10
3.1745563E+4 1.2854214E-10
3.5359445E+4 1.1777828E-10
3.9384728E+4 1.0788767E-10
4.3868244E+4 9.9069130E-11
4.8862159E+4 9.1454751E-11
5.4424577E+4 8.5040291E-11
6.0620214E+4 7.9668665E-11
6.7521156E+4 7.5057876E-11
7.5207695E+4 7.0879379E-11
8.3769261E+4 6.6878961E-11
9.3305466E+4 6.2978824E-11
1.0392726E+5 5.9281736E-11
1.1575824E+5 5.5963826E-11
1.2893603E+5 5.3131488E-11
1.4361398E+5 5.0742668E-11
1.5996284E+5 4.8636755E-11
1.7817285E+5 4.6636976E-11
1.9845586E+5 4.4646940E-11
2.2104787E+5 4.2677355E-11
2.4621173E+5 4.0798248E-11
2.7424021E+5 3.9066283E-11
3.0545943E+5 3.7485960E-11
3.4023262E+5 3.6021675E-11
3.7896435E+5 3.4630330E-11
4.2210526E+5 3.3273989E-11
4.7015728E+5 3.1897704E-11
5.2367949E+5 3.0386101E-11
5.8329463E+5 2.8522040E-11
6.4969628E+5 2.5972621E-11
7.2365703E+5 2.2336439E-11
8.0603739E+5 1.7281214E-11
8.9779585E+5 1.0746355E-11
1.0000000E+6 7.0412975E-12
