fdCdf f
5.2775400E+2 4.3001650E-9
5.8783300E+2 4.0312081E-9
6.5475100E+2 3.7245526E-9
7.2928800E+2 3.3953240E-9
8.1230900E+2 3.0597084E-9
9.0478100E+2 2.7307415E-9
1.0077810E+3 2.4169486E-9
1.1225050E+3 2.1235910E-9
1.2502900E+3 1.8548428E-9
1.3926220E+3 1.6145858E-9
1.5511570E+3 1.4051908E-9
1.7277390E+3 1.2260222E-9
1.9244230E+3 1.0731508E-9
2.1434970E+3 9.4095009E-10
2.3875110E+3 8.2460771E-10
2.6593020E+3 7.2180319E-10
2.9620350E+3 6.3247793E-10
3.2992300E+3 5.5722207E-10
3.6748100E+3 4.9569606E-10
4.0931470E+3 4.4620361E-10
4.5591070E+3 4.0630374E-10
5.0781110E+3 3.7370260E-10
5.6561970E+3 3.4675268E-10
6.3000930E+3 3.2440354E-10
7.0172890E+3 3.0589474E-10
7.8161300E+3 2.9055404E-10
8.7059100E+3 2.7786900E-10
9.6969820E+3 2.6772040E-10
1.0800876E+4 2.6051417E-10
1.2030437E+4 2.5700062E-10
1.3399969E+4 2.5782822E-10
1.4925408E+4 2.6313162E-10
1.6624501E+4 2.7246213E-10
1.8517016E+4 2.8511688E-10
2.0624974E+4 3.0064061E-10
2.2972900E+4 3.1914763E-10
2.5588111E+4 3.4122782E-10
2.8501035E+4 3.6748250E-10
3.1745563E+4 3.9799635E-10
3.5359445E+4 4.3209283E-10
3.9384728E+4 4.6850015E-10
4.3868244E+4 5.0575105E-10
4.8862159E+4 5.4250480E-10
5.4424577E+4 5.7760764E-10
6.0620214E+4 6.0996142E-10
6.7521156E+4 6.3841258E-10
7.5207695E+4 6.6179921E-10
8.3769261E+4 6.7912489E-10
9.3305466E+4 6.8973735E-10
1.0392726E+5 6.9341884E-10
1.1575824E+5 6.9037654E-10
1.2893603E+5 6.8116921E-10
1.4361398E+5 6.6662171E-10
1.5996284E+5 6.4774858E-10
1.7817285E+5 6.2567049E-10
1.9845586E+5 6.0151400E-10
2.2104787E+5 5.7629761E-10
2.4621173E+5 5.5085214E-10
2.7424021E+5 5.2580161E-10
3.0545943E+5 5.0159547E-10
3.4023262E+5 4.7854139E-10
3.7896435E+5 4.5679079E-10
4.2210526E+5 4.3624447E-10
4.7015728E+5 4.1633162E-10
5.2367949E+5 3.9560871E-10
5.8329463E+5 3.7123177E-10
6.4969628E+5 3.3864395E-10
7.2365703E+5 2.9213266E-10
8.0603739E+5 2.2678125E-10
8.9779585E+5 1.4141055E-10
1.0000000E+6 9.2804504E-11
