fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0T01 7:36:44 295 39.3 1.000E+000 8.500E-001 4.186E-006 2.610E+004 3.036E+000 3.011E-009 8.766E-004 
0T02 7:38:30 295 39.3 1.000E+000 8.500E-001 4.241E-006 2.649E+004 3.039E+000 2.996E-009 8.669E-004 
0T03 7:41:44 295 39.3 1.000E+000 8.500E-001 4.229E-006 2.598E+004 3.035E+000 3.011E-009 8.982E-004 
0T04 7:44:34 295 39.3 1.000E+000 8.500E-001 4.262E-006 2.592E+004 3.035E+000 3.017E-009 9.274E-004 
0T05 7:47:22 294.9 39.32 1.000E+000 8.500E-001 4.244E-006 2.662E+004 3.038E+000 2.984E-009 8.977E-004 
0T06 7:52:36 295 39.3 1.000E+000 8.500E-001 4.307E-006 2.434E+004 3.033E+000 3.035E-009 8.827E-004 
0T07 7:55:08 295 39.3 1.000E+000 8.500E-001 4.300E-006 2.670E+004 3.040E+000 3.002E-009 8.854E-004 
0T08 7:58:14 295 39.3 1.000E+000 8.500E-001 4.274E-006 2.710E+004 3.042E+000 2.991E-009 8.509E-004 
0T09 8:01:12 295 39.3 1.000E+000 8.500E-001 4.312E-006 2.695E+004 3.041E+000 2.995E-009 8.532E-004 
0T10 8:05:34 295.1 39.29 1.000E+000 8.500E-001 4.475E-006 2.606E+004 3.036E+000 3.035E-009 8.247E-004 
0T11 8:09:50 295 39.3 1.000E+000 8.500E-001 4.447E-006 2.563E+004 3.038E+000 3.012E-009 8.448E-004 
0T12 8:13:00 295 39.3 1.000E+000 8.500E-001 4.355E-006 2.690E+004 3.040E+000 3.004E-009 8.925E-004 
0T13 8:16:26 295 39.3 1.000E+000 8.500E-001 4.438E-006 2.659E+004 3.041E+000 3.004E-009 9.076E-004 
