x N
1.4818195E+0 1.4706434E+21
1.4706411E+0 1.3509805E+21
1.4573726E+0 1.2872297E+21
1.4447742E+0 1.3542809E+21
1.4325697E+0 1.3024872E+21
1.4187471E+0 1.3264965E+21
1.4067963E+0 1.4057156E+21
1.3941977E+0 1.3548338E+21
1.3810959E+0 1.3330883E+21
1.3678336E+0 1.3518390E+21
1.3548496E+0 1.3891568E+21
1.3420467E+0 1.3392592E+21
1.3278308E+0 1.2938697E+21
1.3137974E+0 1.3526707E+21
1.3005269E+0 1.4256951E+21
1.2876238E+0 1.3637857E+21
1.2728672E+0 1.2943195E+21
1.2581635E+0 1.3535461E+21
1.2443766E+0 1.3110446E+21
1.2283862E+0 1.3120092E+21
1.2142836E+0 1.3934442E+21
1.1996951E+0 1.3387347E+21
1.1840496E+0 1.3492669E+21
1.1693259E+0 1.3371201E+21
1.1529850E+0 1.2981074E+21
1.1369003E+0 1.3495176E+21
1.1213574E+0 1.3246204E+21
1.1042003E+0 1.3003863E+21
1.0875628E+0 1.3526697E+21
1.0712114E+0 1.3344973E+21
1.0535897E+0 1.3010235E+21
1.0357996E+0 1.3064627E+21
1.0177174E+0 1.3162217E+21
9.9956450E-1 1.3050739E+21
9.8049335E-1 1.2853329E+21
