x N
1.4838247E+0 1.2105413E+21
1.4702520E+0 1.3035610E+21
1.4585157E+0 1.3945937E+21
1.4463865E+0 1.4222826E+21
1.4349272E+0 1.3332978E+21
1.4209950E+0 1.3088823E+21
1.4088474E+0 1.3762442E+21
1.3959555E+0 1.3211688E+21
1.3825251E+0 1.3427142E+21
1.3698158E+0 1.3363165E+21
1.3559989E+0 1.3412759E+21
1.3431386E+0 1.3772285E+21
1.3297550E+0 1.3395973E+21
1.3158863E+0 1.3094617E+21
1.3015821E+0 1.3567050E+21
1.2884122E+0 1.3859041E+21
1.2743911E+0 1.3418584E+21
1.2600251E+0 1.3419460E+21
1.2456865E+0 1.3184268E+21
1.2304613E+0 1.3306250E+21
1.2160516E+0 1.3808548E+21
1.2015555E+0 1.3320392E+21
1.1857090E+0 1.3147677E+21
1.1704283E+0 1.3252632E+21
1.1544078E+0 1.3338947E+21
1.1389153E+0 1.3440816E+21
1.1226907E+0 1.3121483E+21
1.1059600E+0 1.3082030E+21
1.0891422E+0 1.3476869E+21
1.0729016E+0 1.3389044E+21
1.0553334E+0 1.2974880E+21
1.0374494E+0 1.3126191E+21
1.0196934E+0 1.3077292E+21
1.0010349E+0 1.2901065E+21
9.8210496E-1 1.2929103E+21
