Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.230698830E+00 1.218415813E+00 1.228301700E-02 1.223493834E+00 1.210096064E+00 1.339777000E-02 7.204996000E-03 8.319749000E-03
1.468000E+10 1.230831415E+00 1.218452467E+00 1.237894800E-02 1.225804988E+00 1.212591114E+00 1.321387400E-02 5.026427000E-03 5.861353000E-03
2.154000E+10 1.231023882E+00 1.218506027E+00 1.251785500E-02 1.227536956E+00 1.214406904E+00 1.313005200E-02 3.486926000E-03 4.099123000E-03
3.162000E+10 1.231301873E+00 1.218584178E+00 1.271769500E-02 1.228893714E+00 1.215734814E+00 1.315890000E-02 2.408159000E-03 2.849364000E-03
4.642000E+10 1.231700509E+00 1.218697884E+00 1.300262500E-02 1.230042865E+00 1.216726383E+00 1.331648200E-02 1.657644000E-03 1.971501000E-03
6.813000E+10 1.232266251E+00 1.218862658E+00 1.340359300E-02 1.231127673E+00 1.217502893E+00 1.362478000E-02 1.138578000E-03 1.359765000E-03
1.000000E+11 1.233057424E+00 1.219100117E+00 1.395730700E-02 1.232276184E+00 1.218163921E+00 1.411226300E-02 7.812400000E-04 9.361960000E-04
1.468000E+11 1.234141542E+00 1.219439553E+00 1.470198900E-02 1.233605320E+00 1.218795211E+00 1.481010900E-02 5.362220000E-04 6.443420000E-04
2.154000E+11 1.235586607E+00 1.219919355E+00 1.566725200E-02 1.235217839E+00 1.219475331E+00 1.574250800E-02 3.687680000E-04 4.440240000E-04
3.162000E+11 1.237444677E+00 1.220587193E+00 1.685748400E-02 1.237189954E+00 1.220280260E+00 1.690969400E-02 2.547230000E-04 3.069330000E-04
4.642000E+11 1.239729992E+00 1.221497979E+00 1.823201300E-02 1.239552673E+00 1.221284578E+00 1.826809500E-02 1.773190000E-04 2.134010000E-04
6.813000E+11 1.242402210E+00 1.222708101E+00 1.969410900E-02 1.242277249E+00 1.222558325E+00 1.971892400E-02 1.249610000E-04 1.497760000E-04
1.000000E+12 1.245371182E+00 1.224265913E+00 2.110526900E-02 1.245281553E+00 1.224159258E+00 2.112229500E-02 8.962900000E-05 1.066550000E-04
1.468000E+12 1.248530265E+00 1.226200539E+00 2.232972600E-02 1.248464469E+00 1.226122991E+00 2.234147800E-02 6.579600000E-05 7.754800000E-05
2.154000E+12 1.251799228E+00 1.228514202E+00 2.328502600E-02 1.251749559E+00 1.228456244E+00 2.329331500E-02 4.966900000E-05 5.795800000E-05
3.162000E+12 1.255144701E+00 1.231182960E+00 2.396174100E-02 1.255106028E+00 1.231138209E+00 2.396781900E-02 3.867300000E-05 4.475100000E-05
4.642000E+12 1.258568778E+00 1.234166812E+00 2.440196600E-02 1.258537722E+00 1.234131064E+00 2.440665800E-02 3.105600000E-05 3.574800000E-05
6.813000E+12 1.262087380E+00 1.237424557E+00 2.466282300E-02 1.262061737E+00 1.237395100E+00 2.466663700E-02 2.564300000E-05 2.945700000E-05
1.000000E+13 1.265718876E+00 1.240926780E+00 2.479209600E-02 1.265697236E+00 1.240901902E+00 2.479533400E-02 2.164000000E-05 2.487800000E-05
