fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_300 001_300.dat 300 38.65 1.000E+000 4.086E+000 7.884E-014 1.000E+030 1.005E+000 2.352E-014 1.762E-003 
002_300 002_300.dat 300 38.65 1.000E+000 4.085E+000 8.265E-014 1.000E+030 1.006E+000 1.974E-014 1.759E-003 
003_300 003_300.dat 300 38.65 1.000E+000 4.079E+000 8.383E-014 1.000E+030 1.007E+000 1.866E-014 1.742E-003 
004_300 004_300.dat 300 38.65 1.000E+000 4.066E+000 8.287E-014 1.000E+030 1.007E+000 1.978E-014 1.708E-003 
005_300 005_300.dat 300 38.65 1.000E+000 4.056E+000 8.572E-014 1.000E+030 1.010E+000 1.720E-014 1.684E-003 
006_300 006_300.dat 300 38.65 1.000E+000 4.037E+000 9.022E-014 1.000E+030 1.017E+000 1.322E-014 1.639E-003 
007_300 007_300.dat 300 38.65 1.000E+000 4.076E+000 9.862E-014 1.000E+030 1.087E+000 6.293E-015 1.720E-003 
008_300 008_300.dat 300 38.65 1.000E+000 4.082E+000 9.913E-014 1.000E+030 1.136E+000 8.265E-015 1.731E-003 
009_300 009_300.dat 300 38.65 1.000E+000 4.083E+000 9.930E-014 1.000E+030 1.180E+000 1.269E-014 1.734E-003 
010_300 010_300.dat 300 38.65 1.000E+000 4.064E+000 9.906E-014 1.000E+030 1.213E+000 2.162E-014 1.693E-003 
011_300 011_300.dat 300 38.65 1.000E+000 4.042E+000 9.876E-014 1.000E+030 1.242E+000 3.814E-014 1.678E-003 
012_300 012_300.dat 300 38.65 1.000E+000 4.002E+000 9.817E-014 1.000E+030 1.266E+000 6.905E-014 1.723E-003 
013_300 013_300.dat 300 38.65 1.000E+000 3.972E+000 9.769E-014 1.000E+030 1.296E+000 1.296E-013 2.022E-003 
014_300 014_300.dat 300 38.65 1.000E+000 3.916E+000 9.681E-014 1.000E+030 1.317E+000 2.409E-013 2.657E-003 
015_300 015_300.dat 300 38.65 1.000E+000 3.843E+000 9.559E-014 1.000E+030 1.336E+000 4.495E-013 3.678E-003 
016_300 016_300.dat 300 38.65 1.000E+000 3.829E+000 9.513E-014 1.000E+030 1.369E+000 8.790E-013 5.166E-003 
017_300 017_300.dat 300 38.65 1.000E+000 3.781E+000 9.388E-014 1.000E+030 1.386E+000 1.648E-012 6.572E-003 
018_300 018_300.dat 300 38.65 1.000E+000 3.759E+000 9.273E-014 1.000E+030 1.412E+000 3.232E-012 8.179E-003 
019_300 019_300.dat 300 38.65 1.000E+000 3.663E+000 8.955E-014 1.000E+030 1.418E+000 5.981E-012 9.133E-003 
020_300 020_300.dat 300 38.65 1.000E+000 3.544E+000 8.491E-014 1.000E+030 1.428E+000 1.113E-011 9.979E-003 
021_300 021_300.dat 300 38.65 1.000E+000 8.104E-001 1.062E-014 1.000E+030 1.012E+000 1.190E-015 1.212E-005 
022_300 022_300.dat 300 38.65 1.000E+000 8.172E-001 1.103E-014 1.000E+030 1.021E+000 7.933E-016 1.723E-005 
023_300 023_300.dat 300 38.65 1.000E+000 8.261E-001 1.126E-014 1.000E+030 1.035E+000 5.943E-016 2.602E-005 
024_300 024_300.dat 300 38.65 1.000E+000 8.445E-001 1.140E-014 1.000E+030 1.061E+000 5.078E-016 4.010E-005 
025_300 025_300.dat 300 38.65 1.000E+000 8.700E-001 1.148E-014 1.000E+030 1.102E+000 5.412E-016 5.936E-005 
026_300 026_300.dat 300 38.65 1.000E+000 8.837E-001 1.151E-014 1.000E+030 1.144E+000 7.141E-016 7.188E-005 
027_300 027_300.dat 300 38.65 1.000E+000 8.833E-001 1.152E-014 1.000E+030 1.190E+000 1.091E-015 8.960E-005 
028_300 028_300.dat 300 38.65 1.000E+000 8.826E-001 1.152E-014 1.000E+030 1.236E+000 1.826E-015 1.518E-004 
029_300 029_300.dat 300 38.65 1.000E+000 8.739E-001 1.152E-014 1.000E+030 1.281E+000 3.249E-015 3.228E-004 
030_300 030_300.dat 300 38.65 1.000E+000 8.640E-001 1.152E-014 1.000E+030 1.318E+000 6.043E-015 6.779E-004 
031_300 031_300.dat 300 38.65 1.000E+000 8.224E-001 1.150E-014 1.000E+030 1.339E+000 1.108E-014 1.223E-003 
032_300 032_300.dat 300 38.65 1.000E+000 7.844E-001 1.148E-014 1.000E+030 1.362E+000 2.063E-014 2.091E-003 
033_300 033_300.dat 300 38.65 1.000E+000 7.363E-001 1.146E-014 1.000E+030 1.382E+000 3.850E-014 3.299E-003 
034_300 034_300.dat 300 38.65 1.000E+000 6.753E-001 1.144E-014 1.000E+030 1.408E+000 7.497E-014 4.917E-003 
035_300 035_300.dat 300 38.65 1.000E+000 7.617E-001 1.149E-014 1.000E+030 1.437E+000 1.429E-013 6.847E-003 
036_300 036_300.dat 300 38.65 1.000E+000 8.368E-001 1.155E-014 1.000E+030 1.462E+000 2.813E-013 8.853E-003 
037_300 037_300.dat 300 38.65 1.000E+000 1.213E+000 1.180E-014 1.000E+030 1.487E+000 5.354E-013 1.079E-002 
038_300 038_300.dat 300 38.65 1.000E+000 1.665E+000 1.216E-014 1.000E+030 1.498E+000 9.988E-013 1.219E-002 
039_300 039_300.dat 300 38.65 1.000E+000 3.076E+000 1.302E-014 1.000E+030 1.521E+000 1.978E-012 1.398E-002 
040_300 040_300.dat 300 38.65 1.000E+000 4.981E+000 1.466E-014 1.000E+030 1.534E+000 3.699E-012 1.506E-002 
041_300 041_300.dat 300 38.65 1.000E+000 2.645E-001 2.515E-015 1.000E+030 1.012E+000 2.806E-016 1.113E-005 
042_300 042_300.dat 300 38.65 1.000E+000 2.946E-001 2.614E-015 1.000E+030 1.022E+000 1.850E-016 1.851E-005 
043_300 043_300.dat 300 38.65 1.000E+000 3.439E-001 2.669E-015 1.000E+030 1.039E+000 1.380E-016 3.016E-005 
044_300 044_300.dat 300 38.65 1.000E+000 4.378E-001 2.702E-015 1.000E+030 1.071E+000 1.223E-016 4.741E-005 
045_300 045_300.dat 300 38.65 1.000E+000 5.456E-001 2.717E-015 1.000E+030 1.115E+000 1.386E-016 6.817E-005 
046_300 046_300.dat 300 38.65 1.000E+000 5.945E-001 2.723E-015 1.000E+030 1.159E+000 1.910E-016 8.051E-005 
047_300 047_300.dat 300 38.65 1.000E+000 5.799E-001 2.724E-015 1.000E+030 1.207E+000 3.012E-016 1.011E-004 
048_300 048_300.dat 300 38.65 1.000E+000 5.581E-001 2.725E-015 1.000E+030 1.253E+000 5.135E-016 1.804E-004 
049_300 049_300.dat 300 38.65 1.000E+000 4.842E-001 2.724E-015 1.000E+030 1.296E+000 9.222E-016 3.818E-004 
050_300 050_300.dat 300 38.65 1.000E+000 4.073E-001 2.723E-015 1.000E+030 1.338E+000 1.738E-015 8.125E-004 
051_300 051_300.dat 300 38.65 1.000E+000 2.467E-001 2.719E-015 1.000E+030 1.362E+000 3.211E-015 1.463E-003 
052_300 052_300.dat 300 38.65 1.000E+000 9.405E-016 2.711E-015 1.000E+030 1.379E+000 5.948E-015 2.394E-003 
053_300 053_300.dat 300 38.65 1.000E+000 7.920E-016 2.708E-015 1.000E+030 1.410E+000 1.158E-014 3.902E-003 
054_300 054_300.dat 300 38.65 1.000E+000 7.427E-017 2.702E-015 1.000E+030 1.439E+000 2.210E-014 5.678E-003 
