N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.197714508E+00 1.186111765E+00 1.160475375E+00 1.108635608E+00 1.017092646E+00 1.017242615E+00 1.019507588E+00 1.024531283E+00 1.033226009E+00 1.046572186E+00 1.065347717E+00
1.600000000E+01 1.251726812E+00 1.252644290E+00 1.254175554E+00 1.256089400E+00 1.258087754E+00 1.259098823E+00 1.258355186E+00 1.254417593E+00 1.244572218E+00 1.224680755E+00 1.188527938E+00
1.700000000E+01 1.321738153E+00 1.320961609E+00 1.321185813E+00 1.322450369E+00 1.324714933E+00 1.327768613E+00 1.331443725E+00 1.335375478E+00 1.339360770E+00 1.343425335E+00 1.347004754E+00
1.549996187E+01 1.227912805E+00 1.228176086E+00 1.227662828E+00 1.225021381E+00 1.217463578E+00 1.200327373E+00 1.165958074E+00 1.103965499E+00 1.011861451E+00 1.012031753E+00 1.013385360E+00
1.649996187E+01 1.281282346E+00 1.281519254E+00 1.282808703E+00 1.284999090E+00 1.286738731E+00 1.289796493E+00 1.292949375E+00 1.295725217E+00 1.297830780E+00 1.298603576E+00 1.297111268E+00
1.674996808E+01 1.299990839E+00 1.299839180E+00 1.300730262E+00 1.302521073E+00 1.305033670E+00 1.308211249E+00 1.311797993E+00 1.315455442E+00 1.318791124E+00 1.321733687E+00 1.323656545E+00
1.624993176E+01 1.265266607E+00 1.265797841E+00 1.267280579E+00 1.269548772E+00 1.272132461E+00 1.274766180E+00 1.276878946E+00 1.277833642E+00 1.276810948E+00 1.272303815E+00 1.261858578E+00
1.574996808E+01 1.239486855E+00 1.240336428E+00 1.241526922E+00 1.242393229E+00 1.242003873E+00 1.238709927E+00 1.229880676E+00 1.210754474E+00 1.174581422E+00 1.112223120E+00 1.017051436E+00
1.524993176E+01 1.215788097E+00 1.213031124E+00 1.206865157E+00 1.192362751E+00 1.161628694E+00 1.101675105E+00 1.014154065E+00 1.014406632E+00 1.016248990E+00 1.020164815E+00 1.026818754E+00
