N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 2.654161800E-02 2.648070000E-02 2.567595400E-02 2.606211200E-02
1.016672606E+01 2.654315100E-02 2.648363900E-02 2.568083000E-02 2.606938900E-02
1.033324570E+01 2.654537700E-02 2.648787100E-02 2.567860500E-02 2.607476900E-02
1.049996187E+01 2.654857200E-02 2.644637900E-02 2.568411200E-02 2.608809700E-02
1.066670514E+01 2.655313700E-02 2.644583600E-02 2.568866300E-02 2.610530900E-02
1.083333839E+01 2.655955800E-02 2.644060000E-02 2.570011700E-02 2.613098600E-02
1.100000000E+01 2.656840300E-02 2.645186400E-02 2.572211800E-02 2.616487600E-02
1.116672606E+01 2.658024400E-02 2.646227400E-02 2.575119800E-02 2.620581900E-02
1.133324570E+01 2.659540500E-02 2.649821500E-02 2.578907800E-02 2.625559400E-02
1.149996187E+01 2.660320700E-02 2.654143600E-02 2.583489200E-02 2.630865500E-02
1.166670514E+01 2.660322100E-02 2.658240800E-02 2.588355800E-02 2.635903200E-02
1.183333839E+01 2.662566600E-02 2.662967800E-02 2.593254100E-02 2.640367200E-02
1.200000000E+01 2.664737900E-02 2.665101200E-02 2.595477100E-02 2.643340500E-02
1.216672606E+01 2.665760000E-02 2.667633700E-02 2.598791300E-02 2.644823600E-02
1.233324570E+01 2.663777100E-02 2.667462000E-02 2.598592100E-02 2.643759200E-02
1.249996187E+01 2.661015800E-02 2.665759200E-02 2.597622700E-02 2.641828500E-02
1.266670514E+01 2.655623100E-02 2.660738700E-02 2.593956100E-02 2.636665300E-02
1.283333839E+01 2.647100700E-02 2.653613900E-02 2.588071700E-02 2.630935100E-02
1.300000000E+01 2.636057800E-02 2.642223800E-02 2.577617900E-02 2.621042200E-02
