T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 8.289857800E-02 8.233206900E-02 8.156738700E-02 8.056683900E-02 7.930827600E-02 7.779931200E-02 7.608972100E-02 7.427616600E-02 7.249582900E-02 7.090797400E-02 6.966438200E-02 6.886383200E-02 6.855953900E-02 6.868141500E-02 6.908595400E-02 6.959554500E-02 7.001739800E-02 7.024484300E-02 7.021766600E-02
295 7.992895000E-02 7.935218700E-02 7.857441800E-02 7.755882500E-02 7.628613100E-02 7.476990200E-02 7.306867700E-02 7.128832400E-02 6.957186700E-02 6.807871600E-02 6.695703800E-02 6.630546900E-02 6.617444000E-02 6.650713900E-02 6.716937100E-02 6.798822700E-02 6.876279500E-02 6.938116800E-02 6.976473100E-02
300 7.836113900E-02 7.774697500E-02 7.691752300E-02 7.583293500E-02 7.447271100E-02 7.285312100E-02 7.104088600E-02 6.915463400E-02 6.735056000E-02 6.579686700E-02 6.464463300E-02 6.400018400E-02 6.390235200E-02 6.430386400E-02 6.509135100E-02 6.609096100E-02 6.711792500E-02 6.808385500E-02 6.876110200E-02
305 7.912420500E-02 7.841955300E-02 7.746647600E-02 7.621834100E-02 7.465082300E-02 7.278295500E-02 7.069344200E-02 6.852157900E-02 6.644730700E-02 6.465771500E-02 6.331345000E-02 6.252286100E-02 6.232462100E-02 6.267925800E-02 6.347504800E-02 6.455664600E-02 6.572783200E-02 6.688233400E-02 6.786229000E-02
310 8.074240700E-02 7.996264800E-02 7.890285000E-02 7.750602100E-02 7.573782100E-02 7.361120700E-02 7.120758100E-02 6.868099800E-02 6.621934400E-02 6.407537300E-02 6.241040300E-02 6.132835400E-02 6.089776600E-02 6.105412800E-02 6.173041700E-02 6.274754700E-02 6.392588000E-02 6.513498900E-02 6.631843400E-02
315 8.390155400E-02 8.303983700E-02 8.186209000E-02 8.029843300E-02 7.830052200E-02 7.587005800E-02 7.308599500E-02 7.011459800E-02 6.717500200E-02 6.454925700E-02 6.242915200E-02 6.092797400E-02 6.013451000E-02 5.997231300E-02 6.036807500E-02 6.118320400E-02 6.223620200E-02 6.339058400E-02 6.462135700E-02
320 8.973338700E-02 8.872180500E-02 8.736062400E-02 8.554588100E-02 8.321286700E-02 8.035148100E-02 7.704129000E-02 7.346724900E-02 6.987827700E-02 6.659175900E-02 6.382872300E-02 6.178519400E-02 6.046897300E-02 5.987262200E-02 5.990003600E-02 6.041741600E-02 6.125830800E-02 6.229663900E-02 6.340126400E-02
325 9.567924400E-02 9.459089400E-02 9.312157000E-02 9.114871000E-02 8.856799200E-02 8.538281100E-02 8.161715200E-02 7.748823500E-02 7.324277200E-02 6.924730200E-02 6.579848300E-02 6.308989200E-02 6.119378900E-02 6.007999700E-02 5.965019700E-02 5.977190200E-02 6.026243300E-02 6.102979400E-02 6.194865500E-02
330 1.021628630E-01 1.010282070E-01 9.944208000E-02 9.732097000E-02 9.450005900E-02 9.099224600E-02 8.675548000E-02 8.201040400E-02 7.706926800E-02 7.231461900E-02 6.810024000E-02 6.466697500E-02 6.211137700E-02 6.040702300E-02 5.945032900E-02 5.910515000E-02 5.920451500E-02 5.958145900E-02 6.032897400E-02
335 1.117112270E-01 1.104621340E-01 1.087221630E-01 1.063515540E-01 1.032174350E-01 9.923555500E-02 9.442661000E-02 8.896539500E-02 8.318772400E-02 7.752810200E-02 7.240577000E-02 6.811691200E-02 6.478761200E-02 6.239540200E-02 6.082747700E-02 5.993824800E-02 5.957048800E-02 5.956906700E-02 5.991865900E-02
340 1.198645930E-01 1.185812350E-01 1.167852430E-01 1.143222870E-01 1.110375440E-01 1.068165560E-01 1.016459130E-01 9.567453200E-02 8.923688100E-02 8.280195700E-02 7.685175100E-02 7.174873500E-02 6.766360700E-02 6.458872100E-02 6.240583800E-02 6.095863500E-02 6.011336500E-02 5.961804400E-02 5.957147300E-02
