T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 6.195957300E-02 6.182686100E-02 6.163792600E-02 6.137246500E-02 6.100635800E-02 6.051425400E-02 5.987540300E-02 5.908336700E-02 5.815856500E-02 5.715951100E-02 5.618568900E-02 5.536451000E-02 5.481865300E-02 5.462147000E-02 5.476240500E-02 5.514683300E-02 5.563428000E-02 5.609016100E-02 5.641825800E-02
295 5.943144500E-02 5.930549700E-02 5.912622800E-02 5.887443300E-02 5.852740100E-02 5.806151400E-02 5.745797400E-02 5.671228100E-02 5.584620600E-02 5.491783500E-02 5.402317300E-02 5.328322100E-02 5.281484900E-02 5.269184400E-02 5.291307900E-02 5.339853300E-02 5.401981000E-02 5.464681500E-02 5.518157100E-02
300 5.839309600E-02 5.825910800E-02 5.806843400E-02 5.780074300E-02 5.743213700E-02 5.693793000E-02 5.629904100E-02 5.551223000E-02 5.460263700E-02 5.363348600E-02 5.270580200E-02 5.194308200E-02 5.146199400E-02 5.133692800E-02 5.157236600E-02 5.209886400E-02 5.279864600E-02 5.354698900E-02 5.424754700E-02
305 5.770132700E-02 5.756086000E-02 5.736069600E-02 5.707921100E-02 5.669061600E-02 5.616796200E-02 5.548951400E-02 5.464972400E-02 5.367275800E-02 5.262326600E-02 5.160586500E-02 5.074824700E-02 5.017045100E-02 4.995076000E-02 5.010125500E-02 5.056464300E-02 5.123631400E-02 5.200067500E-02 5.276104000E-02
310 5.780859400E-02 5.765853000E-02 5.744433800E-02 5.714240400E-02 5.672424900E-02 5.615930500E-02 5.542162400E-02 5.450142000E-02 5.342019900E-02 5.224324900E-02 5.108006200E-02 5.006593900E-02 4.932834900E-02 4.895166700E-02 4.895479200E-02 4.929031000E-02 4.986541300E-02 5.057446000E-02 5.132595800E-02
315 5.929685100E-02 5.912600500E-02 5.888185200E-02 5.853710600E-02 5.805851200E-02 5.740975100E-02 5.655876900E-02 5.549072900E-02 5.422550200E-02 5.283264400E-02 5.143267600E-02 5.017590100E-02 4.920347100E-02 4.860828200E-02 4.841383400E-02 4.857745800E-02 4.901345100E-02 4.962384300E-02 5.032253900E-02
320 6.056425600E-02 6.038258800E-02 6.012250600E-02 5.975426400E-02 5.924122600E-02 5.854218700E-02 5.761885000E-02 5.644920900E-02 5.504673500E-02 5.347832100E-02 5.186854800E-02 5.037861500E-02 4.916354300E-02 4.832788700E-02 4.790261300E-02 4.785085000E-02 4.809366100E-02 4.854086800E-02 4.911322600E-02
325 6.192128600E-02 6.173277300E-02 6.146243800E-02 6.107879400E-02 6.054230600E-02 5.980792200E-02 5.883135300E-02 5.758317900E-02 5.606895200E-02 5.434991100E-02 5.255082000E-02 5.084089700E-02 4.938858700E-02 4.831161600E-02 4.765012100E-02 4.737286400E-02 4.740609400E-02 4.766577800E-02 4.807906500E-02
330 6.409435600E-02 6.389331100E-02 6.360462900E-02 6.319427200E-02 6.261922900E-02 6.182925200E-02 6.077407100E-02 5.941699700E-02 5.775688800E-02 5.585145500E-02 5.382812800E-02 5.186641500E-02 5.014989900E-02 4.881081900E-02 4.789848800E-02 4.738574200E-02 4.720105800E-02 4.726363100E-02 4.750511100E-02
335 6.424870600E-02 6.405915100E-02 6.378662600E-02 6.339839400E-02 6.285269300E-02 6.209994600E-02 6.108850300E-02 5.977724000E-02 5.815589200E-02 5.626875900E-02 5.422871100E-02 5.220511000E-02 5.038085000E-02 4.889679300E-02 4.781528300E-02 4.712113100E-02 4.675155700E-02 4.663247800E-02 4.670159100E-02
340 6.236969300E-02 6.221102500E-02 6.198263400E-02 6.165664700E-02 6.119715700E-02 6.056091500E-02 5.970118500E-02 5.857776100E-02 5.717345400E-02 5.551445000E-02 5.368507900E-02 5.182319300E-02 5.008897500E-02 4.861880100E-02 4.748769300E-02 4.670039500E-02 4.621197600E-02 4.596082300E-02 4.589340900E-02
