N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Jsc_e Eta_e Voc_e FF_e
1.000000E+10 1.360E+15 290 3.800E-4 2.940639E-1 2.760750E+1 4.702340E-1 7.986050E+1 2.948576E-1 2.772530E+1 4.706690E-1 7.991140E+1 2.6918078E-01 4.2488269E-01 9.2421638E-02 6.3695543E-02
1.468000E+10 1.360E+15 290 3.800E-4 2.931977E-1 2.748340E+1 4.696700E-1 7.983200E+1 2.943839E-1 2.765630E+1 4.703190E-1 7.990030E+1 4.0294323E-01 6.2517401E-01 1.3799145E-01 8.5481531E-02
2.154000E+10 1.360E+15 290 3.800E-4 2.919531E-1 2.730640E+1 4.688480E-1 7.979610E+1 2.936969E-1 2.755680E+1 4.698060E-1 7.988620E+1 5.9374137E-01 9.0866864E-01 2.0391396E-01 1.1278544E-01
3.162000E+10 1.360E+15 290 3.800E-4 2.901811E-1 2.705740E+1 4.676970E-1 7.974670E+1 2.927056E-1 2.741430E+1 4.690510E-1 7.987060E+1 8.6247069E-01 1.3018753E+00 2.8866797E-01 1.5512592E-01
4.642000E+10 1.360E+15 290 3.800E-4 2.876916E-1 2.669620E+1 4.661220E-1 7.963110E+1 2.912865E-1 2.721250E+1 4.680050E-1 7.984690E+1 1.2341458E+00 1.8972898E+00 4.0234613E-01 2.7026722E-01
6.813000E+10 1.360E+15 290 3.800E-4 2.842574E-1 2.623010E+1 4.640230E-1 7.954450E+1 2.892770E-1 2.693040E+1 4.665870E-1 7.981000E+1 1.7352226E+00 2.6004070E+00 5.4952238E-01 3.3266508E-01
1.000000E+11 1.360E+15 290 3.800E-4 2.796353E-1 2.562150E+1 4.613180E-1 7.944610E+1 2.864745E-1 2.652700E+1 4.647150E-1 7.970340E+1 2.3873678E+00 3.4135032E+00 7.3098566E-01 3.2282186E-01
1.468000E+11 1.360E+15 290 3.800E-4 2.736099E-1 2.485240E+1 4.578670E-1 7.935200E+1 2.826462E-1 2.601260E+1 4.623260E-1 7.962590E+1 3.1970357E+00 4.4601462E+00 9.6447096E-01 3.4398355E-01
2.154000E+11 1.360E+15 290 3.800E-4 2.660574E-1 2.390180E+1 4.538020E-1 7.918640E+1 2.775582E-1 2.535040E+1 4.593410E-1 7.953470E+1 4.1435634E+00 5.7143083E+00 1.2058580E+00 4.3792206E-01
3.162000E+11 1.360E+15 290 3.800E-4 2.570054E-1 2.282220E+1 4.492870E-1 7.905920E+1 2.710263E-1 2.452640E+1 4.556760E-1 7.943770E+1 5.1732618E+00 6.9484311E+00 1.4020927E+00 4.7647402E-01
4.642000E+11 1.360E+15 290 3.800E-4 2.466447E-1 2.161110E+1 4.443330E-1 7.887850E+1 2.629794E-1 2.352840E+1 4.516000E-1 7.924610E+1 6.2113991E+00 8.1488754E+00 1.6091674E+00 4.6387141E-01
6.813000E+11 1.360E+15 290 3.800E-4 2.352643E-1 2.033690E+1 4.392580E-1 7.871740E+1 2.535033E-1 2.241350E+1 4.470320E-1 7.911320E+1 7.1947781E+00 9.2649519E+00 1.7390254E+00 5.0029578E-01
1.000000E+12 1.360E+15 290 3.800E-4 2.231345E-1 1.900270E+1 4.339200E-1 7.850560E+1 2.428263E-1 2.117940E+1 4.422310E-1 7.889130E+1 8.1094181E+00 1.0277439E+01 1.8793346E+00 4.8890055E-01
1.468000E+12 1.360E+15 290 3.800E-4 2.104200E-1 1.765180E+1 4.284740E-1 7.831380E+1 2.312332E-1 1.989560E+1 4.371690E-1 7.872610E+1 9.0009566E+00 1.1277870E+01 1.9889333E+00 5.2371450E-01
