N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 3.299816800E-02 3.218172100E-02 3.144882200E-02 3.081376700E-02
1.016672606E+01 2.359822500E-02 2.300547300E-02 2.248286000E-02 2.203819100E-02
1.033324570E+01 1.664977200E-02 1.622146000E-02 1.585091100E-02 1.554121100E-02
1.049996187E+01 1.162862100E-02 1.132112000E-02 1.105989100E-02 1.084551600E-02
1.066670514E+01 8.060336000E-03 7.841151000E-03 7.658073000E-03 7.510513000E-03
1.083333839E+01 5.555469000E-03 5.400151000E-03 5.272457000E-03 5.171517000E-03
1.100000000E+01 3.812741000E-03 3.703155000E-03 3.614417000E-03 3.545646000E-03
1.116672606E+01 2.608152000E-03 2.530959000E-03 2.469422000E-03 2.422712000E-03
1.133324570E+01 1.779470000E-03 1.725185000E-03 1.682560000E-03 1.650956000E-03
1.149996187E+01 1.211630000E-03 1.173448000E-03 1.144052000E-03 1.122829000E-03
1.166670514E+01 8.238340000E-04 7.971690000E-04 7.771010000E-04 7.631660000E-04
1.183333839E+01 5.599820000E-04 5.416580000E-04 5.283700000E-04 5.196500000E-04
1.200000000E+01 3.813140000E-04 3.691640000E-04 3.608050000E-04 3.558500000E-04
1.216672606E+01 2.610230000E-04 2.534390000E-04 2.486590000E-04 2.462900000E-04
1.233324570E+01 1.805800000E-04 1.762600000E-04 1.738990000E-04 1.731880000E-04
1.249996187E+01 1.270590000E-04 1.249390000E-04 1.241050000E-04 1.242800000E-04
1.266670514E+01 9.149600000E-05 9.074200000E-05 9.072600000E-05 9.128400000E-05
1.283333839E+01 6.776200000E-05 6.771700000E-05 6.805500000E-05 6.872400000E-05
1.300000000E+01 5.170400000E-05 5.197900000E-05 5.243200000E-05 5.305900000E-05
