N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.798925300E-02 1.772773500E-02 1.761321200E-02 1.756560100E-02
1.016672606E+01 1.273910000E-02 1.249942400E-02 1.238435900E-02 1.232743700E-02
1.033324570E+01 8.944018000E-03 8.737254000E-03 8.631658000E-03 8.573871000E-03
1.049996187E+01 6.234574000E-03 6.064896000E-03 5.974090000E-03 5.920707000E-03
1.066670514E+01 4.320507000E-03 4.186412000E-03 4.111674000E-03 4.065060000E-03
1.083333839E+01 2.980368000E-03 2.877131000E-03 2.817282000E-03 2.777970000E-03
1.100000000E+01 2.049082000E-03 1.970923000E-03 1.923802000E-03 1.891431000E-03
1.116672606E+01 1.405849000E-03 1.388714000E-03 1.310722000E-03 1.284696000E-03
1.133324570E+01 9.639250000E-04 9.363360000E-04 8.925660000E-04 8.722760000E-04
1.149996187E+01 6.618480000E-04 6.408390000E-04 6.092370000E-04 5.940870000E-04
1.166670514E+01 4.564220000E-04 4.337510000E-04 4.187520000E-04 4.080670000E-04
1.183333839E+01 3.175860000E-04 3.019110000E-04 2.917920000E-04 2.847880000E-04
1.200000000E+01 2.244130000E-04 2.141030000E-04 2.077410000E-04 2.035220000E-04
1.216672606E+01 1.622770000E-04 1.559250000E-04 1.523390000E-04 1.499370000E-04
1.233324570E+01 1.209540000E-04 1.173430000E-04 1.154810000E-04 1.142640000E-04
1.249996187E+01 9.332300000E-05 9.144300000E-05 9.060200000E-05 9.003000000E-05
1.266670514E+01 7.452300000E-05 7.364400000E-05 7.333600000E-05 7.307700000E-05
1.283333839E+01 6.131800000E-05 6.096500000E-05 6.090700000E-05 6.078200000E-05
1.300000000E+01 5.163800000E-05 5.152800000E-05 5.157300000E-05 5.150700000E-05
