N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 3.435857200E-02 3.310720000E-02 3.216040700E-02 3.174255300E-02 3.067539700E-02 2.877347600E-02 2.561377500E-02 1.882654500E-02 6.046402000E-03 -1.631352400E-02 -5.542990000E-02
1.016672606E+01 3.434476500E-02 3.309659900E-02 3.215239700E-02 3.173657500E-02 3.067430100E-02 2.878165000E-02 2.563861700E-02 1.888526600E-02 6.166942000E-03 -1.608811100E-02 -5.503778600E-02
1.033324570E+01 3.432467400E-02 3.308118200E-02 3.214075100E-02 3.172786300E-02 3.064761200E-02 2.879349300E-02 2.567465400E-02 1.897054400E-02 6.342085000E-03 -1.576054500E-02 -5.446750600E-02
1.049996187E+01 3.429554600E-02 3.305881400E-02 3.212384800E-02 3.171521100E-02 3.064242000E-02 2.877697600E-02 2.572667200E-02 1.909374700E-02 6.595281000E-03 -1.528659000E-02 -5.364168500E-02
1.066670514E+01 3.425350500E-02 3.302654100E-02 3.209944700E-02 3.169691300E-02 3.063659600E-02 2.880132100E-02 2.577234600E-02 1.927047400E-02 6.958816000E-03 -1.460547500E-02 -5.245326600E-02
1.083333839E+01 3.419331300E-02 3.298034500E-02 3.206450700E-02 3.165666900E-02 3.061173800E-02 2.882154900E-02 2.588597800E-02 1.952130900E-02 7.475529000E-03 -1.363603500E-02 -5.075835500E-02
1.100000000E+01 3.410806900E-02 3.291495700E-02 3.201499200E-02 3.161782800E-02 3.060496400E-02 2.887829100E-02 2.603246800E-02 1.987203100E-02 8.199443000E-03 -1.227533900E-02 -4.837282500E-02
1.116672606E+01 3.398926100E-02 3.282387800E-02 3.194596200E-02 3.156372000E-02 3.059885200E-02 2.895713300E-02 2.625777700E-02 2.035185100E-02 9.192724000E-03 -1.040333600E-02 -4.507793800E-02
1.133324570E+01 3.382738000E-02 3.269992200E-02 3.185187900E-02 3.148218500E-02 3.057971900E-02 2.903442100E-02 2.652147700E-02 2.098863500E-02 1.051623800E-02 -7.899756000E-03 -4.064782200E-02
1.149996187E+01 3.361373800E-02 3.253064300E-02 3.171950600E-02 3.138795100E-02 3.057004600E-02 2.916351100E-02 2.688634000E-02 2.179867400E-02 1.220941200E-02 -4.681074000E-03 -3.491190600E-02
1.166670514E+01 3.334392600E-02 3.232372200E-02 3.156221700E-02 3.127029300E-02 3.055626800E-02 2.929492700E-02 2.728731700E-02 2.277188800E-02 1.425928500E-02 -7.593340000E-04 -2.785994300E-02
1.183333839E+01 3.302310900E-02 3.207991800E-02 3.137707400E-02 3.113172800E-02 3.050498800E-02 2.944313000E-02 2.771745000E-02 2.385701800E-02 1.656817200E-02 3.693156000E-03 -1.976576700E-02
1.200000000E+01 3.267157100E-02 3.181521800E-02 3.117674100E-02 3.098294500E-02 3.047413800E-02 2.955158900E-02 2.815407400E-02 2.495995400E-02 1.894508400E-02 8.320013000E-03 -1.124957900E-02
1.216672606E+01 3.232699200E-02 3.156009300E-02 3.098555500E-02 3.084432900E-02 3.040936100E-02 2.964917600E-02 2.853222700E-02 2.596743900E-02 2.114922900E-02 1.265515000E-02 -3.164424000E-03
1.233324570E+01 3.203847800E-02 3.135434200E-02 3.083573000E-02 3.072221000E-02 3.035125200E-02 2.971666500E-02 2.883482000E-02 2.679250000E-02 2.298141400E-02 1.629638800E-02 3.715100000E-03
1.249996187E+01 3.185005000E-02 3.123449700E-02 3.075770400E-02 3.066873900E-02 3.034901300E-02 2.977727700E-02 2.906415800E-02 2.741056900E-02 2.436515500E-02 1.907060100E-02 9.017349000E-03
1.266670514E+01 3.177913000E-02 3.121679600E-02 3.076663600E-02 3.068553700E-02 3.037732400E-02 2.984949300E-02 2.924542600E-02 2.785651500E-02 2.535213600E-02 2.105766000E-02 1.284814800E-02
1.283333839E+01 3.180550500E-02 3.128599100E-02 3.084593700E-02 3.079153400E-02 3.045831100E-02 2.994434200E-02 2.940622800E-02 2.818852700E-02 2.605621600E-02 2.247066100E-02 1.558453900E-02
1.300000000E+01 3.187573200E-02 3.139975500E-02 3.098424300E-02 3.092365100E-02 3.057592600E-02 3.005843000E-02 2.956061200E-02 2.845315100E-02 2.658186900E-02 2.351611300E-02 1.761072600E-02
