N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.247534530E+00 1.242305552E+00 1.236707208E+00 1.231316855E+00
1.016672606E+01 1.260963584E+00 1.256070889E+00 1.250742156E+00 1.245619777E+00
1.033324570E+01 1.271129220E+00 1.266533707E+00 1.261467820E+00 1.256621872E+00
1.049996187E+01 1.278701434E+00 1.274361898E+00 1.269547366E+00 1.264980534E+00
1.066670514E+01 1.284313278E+00 1.280207511E+00 1.275647725E+00 1.271375769E+00
1.083333839E+01 1.288504965E+00 1.284640348E+00 1.280363199E+00 1.276423054E+00
1.100000000E+01 1.291718285E+00 1.288134094E+00 1.284192926E+00 1.280641411E+00
1.116672606E+01 1.294310721E+00 1.291073986E+00 1.287540947E+00 1.284444638E+00
1.133324570E+01 1.296571822E+00 1.293767519E+00 1.290719544E+00 1.288137080E+00
1.149996187E+01 1.298734449E+00 1.296449088E+00 1.293947634E+00 1.291908391E+00
1.166670514E+01 1.300977901E+00 1.299277810E+00 1.297347026E+00 1.295834752E+00
1.183333839E+01 1.303424698E+00 1.302333971E+00 1.300946980E+00 1.299897475E+00
1.200000000E+01 1.306136429E+00 1.305624517E+00 1.304705753E+00 1.304021069E+00
1.216672606E+01 1.309117675E+00 1.309103705E+00 1.308546830E+00 1.308118284E+00
1.233324570E+01 1.312332071E+00 1.312703993E+00 1.312395936E+00 1.312125622E+00
1.249996187E+01 1.315726095E+00 1.316364834E+00 1.316206400E+00 1.316020355E+00
1.266670514E+01 1.319250601E+00 1.320050777E+00 1.319968532E+00 1.319820104E+00
1.283333839E+01 1.322874375E+00 1.323757017E+00 1.323705626E+00 1.323570867E+00
1.300000000E+01 1.326589385E+00 1.327505182E+00 1.327461943E+00 1.327331168E+00
