T nFsrh nFBsrh dnsrh nF nFB dn
290 1.169683548E+00 1.001939538E+0 1.677440100E-01 1.169683548E+00 1.001939538E+0 1.677440100E-01
295 1.176896191E+00 1.001886614E+0 1.750095770E-01 1.176896191E+00 1.001886614E+0 1.750095770E-01
300 1.175191966E+00 1.001837346E+0 1.733546200E-01 1.175191966E+00 1.001837346E+0 1.733546200E-01
305 1.180986879E+00 1.001791406E+0 1.791954730E-01 1.180986879E+00 1.001791406E+0 1.791954730E-01
310 1.183990872E+00 1.001748505E+0 1.822423670E-01 1.183990872E+00 1.001748505E+0 1.822423670E-01
315 1.185226383E+00 1.001708382E+0 1.835180010E-01 1.185226383E+00 1.001708382E+0 1.835180010E-01
320 1.187906888E+00 1.001670805E+0 1.862360830E-01 1.187906888E+00 1.001670805E+0 1.862360830E-01
325 1.190813055E+00 1.001635567E+0 1.891774880E-01 1.190813055E+00 1.001635567E+0 1.891774880E-01
330 1.181846831E+00 1.001602479E+0 1.802443520E-01 1.181846831E+00 1.001602479E+0 1.802443520E-01
335 1.169244651E+00 1.001571374E+0 1.676732770E-01 1.169244651E+00 1.001571374E+0 1.676732770E-01
340 1.156664773E+00 1.001542100E+0 1.551226730E-01 1.156664773E+00 1.001542100E+0 1.551226730E-01
