T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
315 001_315 36.807 4.482670E-1 3.751255E-1 7.799280E+1 2.623010E+1 3.749900E-1 3.497426E-1 5.000000E-1 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 3.800E-4 3.162E+15
315 002_315 36.807 4.472360E-1 3.743104E-1 7.795960E+1 2.610170E+1 3.740330E-1 3.489216E-1 5.000000E-1 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 3.800E-4 3.162E+15
315 003_315 36.807 4.458150E-1 3.731347E-1 7.791110E+1 2.592090E+1 3.727250E-1 3.477217E-1 5.000000E-1 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 3.800E-4 3.162E+15
315 004_315 36.807 4.439030E-1 3.714524E-1 7.784130E+1 2.567040E+1 3.709080E-1 3.460472E-1 5.000000E-1 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 3.800E-4 3.162E+15
315 005_315 36.807 4.414010E-1 3.690719E-1 7.774360E+1 2.533030E+1 3.685250E-1 3.436697E-1 5.000000E-1 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 3.800E-4 3.162E+15
315 006_315 36.807 4.381310E-1 3.657550E-1 7.762950E+1 2.488010E+1 3.654980E-1 3.403581E-1 5.000000E-1 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 3.800E-4 3.162E+15
315 007_315 36.807 4.341150E-1 3.612301E-1 7.748650E+1 2.430220E+1 3.617480E-1 3.358989E-1 5.000000E-1 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 3.800E-4 3.162E+15
315 008_315 36.807 4.294580E-1 3.552263E-1 7.730220E+1 2.358570E+1 3.573540E-1 3.300041E-1 5.000000E-1 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 3.800E-4 3.162E+15
315 009_315 36.807 4.241030E-1 3.475349E-1 7.710990E+1 2.273060E+1 3.523930E-1 3.225174E-1 5.000000E-1 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 3.800E-4 3.162E+15
315 010_315 36.807 4.184000E-1 3.380821E-1 7.688220E+1 2.175050E+1 3.470610E-1 3.133531E-1 5.000000E-1 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 3.800E-4 3.162E+15
315 011_315 36.807 4.124270E-1 3.269776E-1 7.664330E+1 2.067140E+1 3.414940E-1 3.026611E-1 5.000000E-1 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 3.800E-4 3.162E+15
315 012_315 36.807 4.063410E-1 3.144895E-1 7.639650E+1 1.952550E+1 3.358300E-1 2.907039E-1 5.000000E-1 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 3.800E-4 3.162E+15
315 013_315 36.807 4.003220E-1 3.009370E-1 7.612310E+1 1.834140E+1 3.301660E-1 2.777593E-1 5.000000E-1 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 3.800E-4 3.162E+15
315 014_315 36.807 3.941460E-1 2.865567E-1 7.586230E+1 1.713660E+1 3.244630E-1 2.640757E-1 5.000000E-1 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 3.800E-4 3.162E+15
315 015_315 36.807 3.879490E-1 2.714375E-1 7.557110E+1 1.591590E+1 3.186820E-1 2.497141E-1 5.000000E-1 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 3.800E-4 3.162E+15
