x Ef Eg
10 0.25112544 1.110464
9.9999 0.25112735 1.110464
9.999799 0.25112928 1.110464
9.999693 0.25113129 1.110464
9.999579 0.25113344 1.110464
9.999455 0.25113579 1.110464
9.999316 0.25113842 1.110464
9.999156 0.25114142 1.110464
9.998971 0.2511449 1.110464
9.998751 0.25114902 1.110464
9.998487 0.25115393 1.110464
9.998166 0.2511599 1.110464
9.997769 0.2511672 1.110464
9.997276 0.25117623 1.110464
9.996655 0.25118747 1.110464
9.995867 0.25120155 1.110464
9.994862 0.25121926 1.110464
9.993572 0.25124155 1.110464
9.991907 0.25126959 1.110464
9.989751 0.25130473 1.110464
9.986951 0.25134844 1.110464
9.98331 0.25140223 1.110464
9.978574 0.25146735 1.110464
9.972413 0.25154447 1.110464
9.96441 0.25163316 1.110464
9.954038 0.25173131 1.110464
9.940637 0.2518347 1.110464
9.92339 0.25193697 1.110464
9.901299 0.25203043 1.110464
9.873159 0.25210783 1.110464
9.837538 0.25216463 1.110464
9.79276 0.25220064 1.110464
9.736902 0.25221983 1.110464
9.667796 0.25222818 1.110464
9.583061 0.25223108 1.110464
9.48014 0.25223187 1.110464
9.356379 0.25223204 1.110464
9.209113 0.25223206 1.110464
9.035797 0.25223207 1.110464
8.834139 0.25223208 1.110464
8.602264 0.25223208 1.110464
8.338876 0.25223209 1.110464
8.043417 0.2522321 1.110464
7.716204 0.25223211 1.110464
7.358533 0.25223212 1.110464
6.97274 0.25223213 1.110464
6.562193 0.25223214 1.110464
6.131229 0.25223214 1.110464
5.685025 0.25223216 1.110464
5.229404 0.25223216 1.110464
4.770596 0.25223217 1.110464
4.314975 0.25223218 1.110464
3.868771 0.25223219 1.110464
3.437807 0.2522322 1.110464
3.02726 0.25223221 1.110464
2.641467 0.25223222 1.110464
2.283796 0.25223222 1.110464
1.956583 0.25223223 1.110464
1.661124 0.25223223 1.110464
1.397736 0.25223224 1.110464
1.165861 0.25223232 1.110464
0.964203000000001 0.25223345 1.110464
0.790887000000001 0.2522458 1.110464
0.643621 0.25234948 1.110464
0.519860000000001 0.25300814 1.110464
0.416938999999999 0.25615753 1.110464
0.332204000000001 0.2672587 1.110464
0.297650999999998 0.27884475 1.110464
0.263097999999999 0.29651547 1.110464
0.235168999999999 0.31660846 1.110464
0.207239999999999 0.34262644 1.110464
0.184850999999998 0.36807757 1.110464
0.162462000000001 0.39773145 1.110464
0.144652000000001 0.42436064 1.110464
0.126840999999999 0.4536942 1.110464
0.112770999999999 0.47878261 1.110464
0.0987009999999984 0.5055628 1.110464
0.0876550000000016 0.52777205 1.110464
0.0766099999999987 0.5510243 1.110464
0.0679860000000012 0.56990275 1.110464
0.0593630000000012 0.589417 1.110464
0.0459619999999994 0.62100463 1.110464
0.0355899999999991 0.64650668 1.110464
0.0275870000000005 0.66681241 1.110464
0.0214260000000017 0.6828186 1.110464
0.0166900000000005 0.6953462 1.110464
0.0130489999999988 0.70510528 1.110464
0.0102490000000017 0.71268761 1.110464
0.0080929999999988 0.71857371 1.110464
0.00642799999999966 0.72314658 1.110464
0.00513799999999875 0.72670726 1.110464
0.0041329999999995 0.72949004 1.110464
0.00334499999999949 0.73167584 1.110464
0.00272400000000061 0.73340371 1.110464
0.00223099999999832 0.73478013 1.110464
0.00183399999999878 0.73588652 1.110464
0.00151299999999921 0.73678512 1.110464
0.00124900000000139 0.7375236 1.110464
0.00102899999999906 0.73813858 1.110464
0.000844000000000733 0.73865833 1.110464
0.000683999999999685 0.73910486 1.110464
0.000544999999998907 0.73949551 1.110464
0.000420999999999339 0.73984417 1.110464
0.000306999999999391 0.74016223 1.110464
0.000201000000000562 0.74045939 1.110464
9.99999999997669E-5 0.74074431 1.110464
0 0.74102519 1.110464
