x Ef Eg
10 0.28301639 1.112427
9.9999 0.28301935 1.112427
9.999799 0.28302234 1.112427
9.999693 0.28302545 1.112427
9.999579 0.28302879 1.112427
9.999455 0.28303244 1.112427
9.999316 0.28303653 1.112427
9.999156 0.2830412 1.112427
9.998971 0.28304662 1.112427
9.998751 0.28305304 1.112427
9.998487 0.28306073 1.112427
9.998166 0.28307006 1.112427
9.997769 0.28308153 1.112427
9.997276 0.28309576 1.112427
9.996655 0.28311354 1.112427
9.995867 0.28313594 1.112427
9.994862 0.28316428 1.112427
9.993572 0.28320027 1.112427
9.991907 0.28324602 1.112427
9.989751 0.28330416 1.112427
9.986951 0.28337783 1.112427
9.98331 0.28347063 1.112427
9.978574 0.28358648 1.112427
9.972413 0.2837293 1.112427
9.96441 0.28390233 1.112427
9.954038 0.28410723 1.112427
9.940637 0.28434285 1.112427
9.92339 0.28460384 1.112427
9.901299 0.28487971 1.112427
9.873159 0.28515485 1.112427
9.837538 0.28541038 1.112427
9.79276 0.285628 1.112427
9.736902 0.28579504 1.112427
9.667796 0.28590842 1.112427
9.583061 0.28597511 1.112427
9.48014 0.28600843 1.112427
9.356379 0.2860223 1.112427
9.209113 0.28602705 1.112427
9.035797 0.28602838 1.112427
8.834139 0.28602868 1.112427
8.602264 0.28602876 1.112427
8.338876 0.28602878 1.112427
8.043417 0.28602881 1.112427
7.716204 0.28602883 1.112427
7.358533 0.28602886 1.112427
6.97274 0.28602889 1.112427
6.562193 0.28602892 1.112427
6.131229 0.28602895 1.112427
5.685025 0.28602898 1.112427
5.229404 0.28602901 1.112427
4.770596 0.28602904 1.112427
4.314975 0.28602907 1.112427
3.868771 0.28602909 1.112427
3.437807 0.28602912 1.112427
3.02726 0.28602914 1.112427
2.641467 0.28602916 1.112427
2.283796 0.2860292 1.112427
1.956583 0.28602939 1.112427
1.661124 0.28603117 1.112427
1.397736 0.28604604 1.112427
1.165861 0.286148 1.112427
0.964203000000001 0.28671385 1.112427
0.790887000000001 0.28922528 1.112427
0.643621 0.29794247 1.112427
0.519860000000001 0.32039339 1.112427
0.468399000000002 0.33813652 1.112427
0.416938999999999 0.36182553 1.112427
0.374571 0.38629602 1.112427
0.332204000000001 0.41545976 1.112427
0.297650999999998 0.44279284 1.112427
0.263097999999999 0.47333799 1.112427
0.235168999999999 0.50038273 1.112427
0.207239999999999 0.52953483 1.112427
0.184850999999998 0.55442644 1.112427
0.162462000000001 0.58067316 1.112427
0.144652000000001 0.60252077 1.112427
0.126840999999999 0.6252264 1.112427
0.112770999999999 0.64377043 1.112427
0.0987009999999984 0.66285085 1.112427
0.0766099999999987 0.69389319 1.112427
0.0593630000000012 0.719057 1.112427
0.0459619999999994 0.73918131 1.112427
0.0355899999999991 0.75510965 1.112427
0.0275870000000005 0.76761835 1.112427
0.0214260000000017 0.77738449 1.112427
0.0166900000000005 0.78497801 1.112427
0.0130489999999988 0.79086679 1.112427
0.0102490000000017 0.795428 1.112427
0.0080929999999988 0.79896134 1.112427
0.00642799999999966 0.80170236 1.112427
0.00513799999999875 0.80383449 1.112427
0.0041329999999995 0.8054996 1.112427
0.00334499999999949 0.80680682 1.112427
0.00272400000000061 0.80783979 1.112427
0.00223099999999832 0.80866242 1.112427
0.00183399999999878 0.80932352 1.112427
0.00151299999999921 0.80986037 1.112427
0.00124900000000139 0.81030151 1.112427
0.00102899999999906 0.81066883 1.112427
0.000844000000000733 0.81097925 1.112427
0.000683999999999685 0.81124592 1.112427
0.000544999999998907 0.81147921 1.112427
0.000420999999999339 0.8116874 1.112427
0.000306999999999391 0.81187732 1.112427
0.000201000000000562 0.81205475 1.112427
9.99999999997669E-5 0.81222487 1.112427
0 0.81239257 1.112427
