x Ef Eg
10 0.28320245 1.117046
9.9999 0.28320583 1.117046
9.999799 0.28320926 1.117046
9.999693 0.28321283 1.117046
9.999579 0.28321665 1.117046
9.999455 0.28322084 1.117046
9.999316 0.28322553 1.117046
9.999156 0.28323088 1.117046
9.998971 0.28323711 1.117046
9.998751 0.28324448 1.117046
9.998487 0.28325331 1.117046
9.998166 0.28326404 1.117046
9.997769 0.28327723 1.117046
9.997276 0.28329361 1.117046
9.996655 0.28331412 1.117046
9.995867 0.28333998 1.117046
9.994862 0.28337277 1.117046
9.993572 0.2834145 1.117046
9.991907 0.28346773 1.117046
9.989751 0.28353566 1.117046
9.986951 0.28362218 1.117046
9.98331 0.28373193 1.117046
9.978574 0.28387021 1.117046
9.972413 0.28404268 1.117046
9.96441 0.28425485 1.117046
9.954038 0.28451116 1.117046
9.940637 0.28481359 1.117046
9.92339 0.28515993 1.117046
9.901299 0.28554203 1.117046
9.873159 0.28594458 1.117046
9.837538 0.28634543 1.117046
9.79276 0.28671826 1.117046
9.736902 0.28703779 1.117046
9.667796 0.28728639 1.117046
9.583061 0.2874591 1.117046
9.48014 0.28756445 1.117046
9.356379 0.28761993 1.117046
9.209113 0.28764479 1.117046
9.035797 0.28765414 1.117046
8.834139 0.28765709 1.117046
8.602264 0.28765787 1.117046
8.338876 0.28765807 1.117046
8.043417 0.28765813 1.117046
7.716204 0.28765818 1.117046
7.358533 0.28765822 1.117046
6.97274 0.28765826 1.117046
6.562193 0.28765831 1.117046
6.131229 0.28765835 1.117046
5.685025 0.2876584 1.117046
5.229404 0.28765844 1.117046
4.770596 0.28765849 1.117046
4.314975 0.28765853 1.117046
3.868771 0.28765857 1.117046
3.437807 0.28765861 1.117046
3.02726 0.28765866 1.117046
2.641467 0.2876588 1.117046
2.283796 0.2876598 1.117046
1.956583 0.28766741 1.117046
1.661124 0.28771753 1.117046
1.397736 0.2879964 1.117046
1.165861 0.28928617 1.117046
0.964203000000001 0.29415308 1.117046
0.790887000000001 0.30854458 1.117046
0.717254000000001 0.32191572 1.117046
0.643621 0.34109894 1.117046
0.581741000000001 0.36264646 1.117046
0.519860000000001 0.38961403 1.117046
0.468399000000002 0.41635727 1.117046
0.416938999999999 0.44708592 1.117046
0.374571 0.47539698 1.117046
0.353387999999999 0.49057472 1.117046
0.332204000000001 0.50643429 1.117046
0.297650999999998 0.53376606 1.117046
0.263097999999999 0.56291286 1.117046
0.235168999999999 0.58779919 1.117046
0.207239999999999 0.61387176 1.117046
0.184850999999998 0.63562916 1.117046
0.162462000000001 0.65814959 1.117046
0.144652000000001 0.67661058 1.117046
0.126840999999999 0.69555628 1.117046
0.112770999999999 0.71086731 1.117046
0.0987009999999984 0.72648437 1.117046
0.0766099999999987 0.7516295 1.117046
0.0593630000000012 0.77181337 1.117046
0.0459619999999994 0.78785468 1.117046
0.0355899999999991 0.80050628 1.117046
0.0275870000000005 0.81042533 1.117046
0.0214260000000017 0.81816652 1.117046
0.0166900000000005 0.82418762 1.117046
0.0130489999999988 0.82886038 1.117046
0.0102490000000017 0.83248283 1.117046
0.0080929999999988 0.83529141 1.117046
0.00642799999999966 0.83747193 1.117046
0.00513799999999875 0.83916926 1.117046
0.0041329999999995 0.84049561 1.117046
0.00334499999999949 0.8415374 1.117046
0.00272400000000061 0.84236096 1.117046
0.00223099999999832 0.84301705 1.117046
0.00183399999999878 0.84354446 1.117046
0.00151299999999921 0.84397284 1.117046
0.00124900000000139 0.84432492 1.117046
0.00102899999999906 0.84461813 1.117046
0.000844000000000733 0.84486595 1.117046
0.000683999999999685 0.84507888 1.117046
0.000544999999998907 0.84526516 1.117046
0.000420999999999339 0.84543142 1.117046
0.000306999999999391 0.84558311 1.117046
0.000201000000000562 0.84572483 1.117046
9.99999999997669E-5 0.84586071 1.117046
0 0.84599468 1.117046
