x Ef Eg
10 0.20761746 1.123774
9.9999 0.20762036 1.123774
9.999799 0.20762329 1.123774
9.999693 0.20762635 1.123774
9.999579 0.20762962 1.123774
9.999455 0.20763319 1.123774
9.999316 0.20763719 1.123774
9.999156 0.20764174 1.123774
9.998971 0.20764704 1.123774
9.998751 0.20765328 1.123774
9.998487 0.20766074 1.123774
9.998166 0.20766978 1.123774
9.997769 0.20768085 1.123774
9.997276 0.20769453 1.123774
9.996655 0.20771155 1.123774
9.995867 0.20773284 1.123774
9.994862 0.20775957 1.123774
9.993572 0.20779317 1.123774
9.991907 0.20783533 1.123774
9.989751 0.20788801 1.123774
9.986951 0.2079533 1.123774
9.98331 0.20803322 1.123774
9.978574 0.20812937 1.123774
9.972413 0.20824231 1.123774
9.96441 0.2083708 1.123774
9.954038 0.20851106 1.123774
9.940637 0.20865622 1.123774
9.92339 0.20879661 1.123774
9.901299 0.2089213 1.123774
9.873159 0.20902092 1.123774
9.837538 0.20909081 1.123774
9.79276 0.20913273 1.123774
9.736902 0.20915362 1.123774
9.667796 0.20916201 1.123774
9.583061 0.20916466 1.123774
9.48014 0.20916531 1.123774
9.356379 0.20916543 1.123774
9.209113 0.20916545 1.123774
9.035797 0.20916545 1.123774
8.834139 0.20916546 1.123774
8.602264 0.20916546 1.123774
8.338876 0.20916546 1.123774
8.043417 0.20916547 1.123774
7.716204 0.20916547 1.123774
7.358533 0.20916548 1.123774
6.97274 0.20916549 1.123774
6.562193 0.20916549 1.123774
6.131229 0.2091655 1.123774
5.685025 0.2091655 1.123774
5.229404 0.20916551 1.123774
4.770596 0.20916552 1.123774
4.314975 0.20916552 1.123774
3.868771 0.20916553 1.123774
3.437807 0.20916553 1.123774
3.02726 0.20916554 1.123774
2.641467 0.20916554 1.123774
2.283796 0.20916554 1.123774
1.956583 0.20916555 1.123774
1.661124 0.20916555 1.123774
1.397736 0.20916556 1.123774
1.165861 0.20916561 1.123774
0.964203000000001 0.20916639 1.123774
0.790887000000001 0.20917636 1.123774
0.643621 0.20927186 1.123774
0.519860000000001 0.20995962 1.123774
0.416938999999999 0.21364503 1.123774
0.374571 0.21947294 1.123774
0.332204000000001 0.23047993 1.123774
0.297650999999998 0.24596845 1.123774
0.280374999999999 0.2566603 1.123774
0.263097999999999 0.26952113 1.123774
0.244478999999998 0.2859825 1.123774
0.225859 0.30527003 1.123774
0.207239999999999 0.32745777 1.123774
0.192314 0.34736546 1.123774
0.177388000000001 0.36917022 1.123774
0.162462000000001 0.39287647 1.123774
0.150587999999999 0.41309452 1.123774
0.138715000000001 0.43451758 1.123774
0.126840999999999 0.45714587 1.123774
0.117460999999999 0.47587393 1.123774
0.108080999999999 0.49535421 1.123774
0.0987009999999984 0.51558671 1.123774
0.0876550000000016 0.54037617 1.123774
0.0766099999999987 0.56620872 1.123774
0.0679860000000012 0.58710164 1.123774
0.0593630000000012 0.60863033 1.123774
0.0526620000000015 0.62579742 1.123774
0.0459619999999994 0.64334836 1.123774
0.040776000000001 0.65719564 1.123774
0.0355899999999991 0.67127286 1.123774
0.0275870000000005 0.6934472 1.123774
0.0214260000000017 0.71089137 1.123774
0.0166900000000005 0.72452399 1.123774
0.0130489999999988 0.73513184 1.123774
0.0102490000000017 0.74336645 1.123774
0.0080929999999988 0.74975465 1.123774
0.00642799999999966 0.75471502 1.123774
0.00513799999999875 0.75857588 1.123774
0.0041329999999995 0.7615923 1.123774
0.00334499999999949 0.76396105 1.123774
0.00272400000000061 0.76583317 1.123774
0.00223099999999832 0.76732427 1.123774
0.00183399999999878 0.76852268 1.123774
0.00151299999999921 0.76949594 1.123774
0.00124900000000139 0.7702957 1.123774
0.00102899999999906 0.77096167 1.123774
0.000844000000000733 0.77152448 1.123774
0.000683999999999685 0.77200798 1.123774
0.000544999999998907 0.77243095 1.123774
0.000420999999999339 0.77280844 1.123774
0.000306999999999391 0.7731528 1.123774
0.000201000000000562 0.77347452 1.123774
9.99999999997669E-5 0.77378297 1.123774
0 0.77408705 1.123774
