x Ef Eg
10 0.14922503 1.106071
9.9999 0.14922511 1.106071
9.999799 0.14922518 1.106071
9.999693 0.14922526 1.106071
9.999579 0.14922534 1.106071
9.999455 0.14922543 1.106071
9.999316 0.14922553 1.106071
9.999156 0.14922565 1.106071
9.998971 0.14922578 1.106071
9.998751 0.14922593 1.106071
9.998487 0.14922611 1.106071
9.998166 0.14922632 1.106071
9.997769 0.14922658 1.106071
9.997276 0.14922689 1.106071
9.996655 0.14922726 1.106071
9.995867 0.14922771 1.106071
9.994862 0.14922824 1.106071
9.993572 0.14922887 1.106071
9.991907 0.14922959 1.106071
9.989751 0.14923041 1.106071
9.986951 0.14923128 1.106071
9.98331 0.14923218 1.106071
9.978574 0.14923302 1.106071
9.972413 0.14923376 1.106071
9.96441 0.14923431 1.106071
9.954038 0.14923467 1.106071
9.940637 0.14923486 1.106071
9.92339 0.14923494 1.106071
9.901299 0.14923497 1.106071
9.873159 0.14923497 1.106071
9.837538 0.14923498 1.106071
9.79276 0.14923498 1.106071
9.736902 0.14923498 1.106071
9.667796 0.14923498 1.106071
9.583061 0.14923498 1.106071
9.48014 0.14923498 1.106071
9.356379 0.14923498 1.106071
9.209113 0.14923498 1.106071
9.035797 0.14923498 1.106071
8.834139 0.14923498 1.106071
8.602264 0.14923498 1.106071
8.338876 0.14923498 1.106071
8.043417 0.14923498 1.106071
7.716204 0.14923498 1.106071
7.358533 0.14923498 1.106071
6.97274 0.14923498 1.106071
6.562193 0.14923498 1.106071
6.131229 0.14923498 1.106071
5.685025 0.14923498 1.106071
5.229404 0.14923498 1.106071
4.770596 0.14923498 1.106071
4.314975 0.14923498 1.106071
3.868771 0.14923498 1.106071
3.437807 0.14923498 1.106071
3.02726 0.14923499 1.106071
2.641467 0.14923499 1.106071
2.283796 0.14923499 1.106071
1.956583 0.14923499 1.106071
1.661124 0.14923499 1.106071
1.397736 0.14923499 1.106071
1.165861 0.14923499 1.106071
0.964203000000001 0.14923499 1.106071
0.790887000000001 0.14923499 1.106071
0.643621 0.14923499 1.106071
0.519860000000001 0.14923499 1.106071
0.416938999999999 0.14923499 1.106071
0.332204000000001 0.14923499 1.106071
0.263097999999999 0.14923501 1.106071
0.207239999999999 0.14923545 1.106071
0.162462000000001 0.14924178 1.106071
0.126840999999999 0.14930207 1.106071
0.0987009999999984 0.14969118 1.106071
0.0766099999999987 0.15142241 1.106071
0.0593630000000012 0.15682193 1.106071
0.0459619999999994 0.1687249 1.106071
0.0355899999999991 0.18763309 1.106071
0.0315890000000003 0.19825846 1.106071
0.0275870000000005 0.21092839 1.106071
0.0214260000000017 0.23472145 1.106071
0.0166900000000005 0.25677808 1.106071
0.0130489999999988 0.27600662 1.106071
0.0102490000000017 0.29215206 1.106071
0.0080929999999988 0.30539607 1.106071
0.00642799999999966 0.31610576 1.106071
0.00513799999999875 0.32469572 1.106071
0.0041329999999995 0.33156003 1.106071
0.00334499999999949 0.33704384 1.106071
0.00272400000000061 0.34143565 1.106071
0.00223099999999832 0.34496989 1.106071
0.00183399999999878 0.34783363 1.106071
0.00151299999999921 0.35017449 1.106071
0.00124900000000139 0.35210822 1.106071
0.00102899999999906 0.35372542 1.106071
0.000844000000000733 0.35509705 1.106071
0.000683999999999685 0.356279 1.106071
0.000544999999998907 0.35731571 1.106071
0.000420999999999339 0.35824308 1.106071
0.000306999999999391 0.35909082 1.106071
0.000201000000000562 0.35988435 1.106071
9.99999999997669E-5 0.36064653 1.106071
0 0.36139922 1.106071
