Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.263159588E+00 1.218982084E+00 4.417750400E-02 1.246719725E+00 1.206504783E+00 4.021494200E-02 1.643986300E-02 1.247730100E-02
1.468000E+10 1.263261005E+00 1.219199162E+00 4.406184300E-02 1.251332184E+00 1.210438554E+00 4.089363000E-02 1.192882100E-02 8.760608000E-03
2.154000E+10 1.263408190E+00 1.219510885E+00 4.389730500E-02 1.254826616E+00 1.213406080E+00 4.142053600E-02 8.581574000E-03 6.104805000E-03
3.162000E+10 1.263620739E+00 1.219954313E+00 4.366642600E-02 1.257500862E+00 1.215726248E+00 4.177461400E-02 6.119877000E-03 4.228065000E-03
4.642000E+10 1.263925564E+00 1.220576706E+00 4.334885800E-02 1.259595267E+00 1.217662218E+00 4.193304900E-02 4.330297000E-03 2.914488000E-03
6.813000E+10 1.264358421E+00 1.221434468E+00 4.292395300E-02 1.261312559E+00 1.219431771E+00 4.188078800E-02 3.045862000E-03 2.002697000E-03
1.000000E+11 1.264964913E+00 1.222588141E+00 4.237677200E-02 1.262829443E+00 1.221213631E+00 4.161581200E-02 2.135470000E-03 1.374510000E-03
1.468000E+11 1.265799706E+00 1.224092380E+00 4.170732600E-02 1.264302284E+00 1.223147481E+00 4.115480300E-02 1.497422000E-03 9.448990000E-04
2.154000E+11 1.266923043E+00 1.225981309E+00 4.094173400E-02 1.265868390E+00 1.225327977E+00 4.054041300E-02 1.054653000E-03 6.533320000E-04
3.162000E+11 1.268393848E+00 1.228255154E+00 4.013869400E-02 1.267643816E+00 1.227798011E+00 3.984580500E-02 7.500320000E-04 4.571430000E-04
4.642000E+11 1.270260431E+00 1.230876004E+00 3.938442700E-02 1.269718467E+00 1.230549827E+00 3.916864000E-02 5.419640000E-04 3.261770000E-04
6.813000E+11 1.272551807E+00 1.233779290E+00 3.877251700E-02 1.272151253E+00 1.233540074E+00 3.861117900E-02 4.005540000E-04 2.392160000E-04
1.000000E+12 1.275272889E+00 1.236896503E+00 3.837638600E-02 1.274968407E+00 1.236715107E+00 3.825330000E-02 3.044820000E-04 1.813960000E-04
1.468000E+12 1.278405552E+00 1.240177566E+00 3.822798600E-02 1.278166918E+00 1.240035113E+00 3.813180500E-02 2.386340000E-04 1.424530000E-04
2.154000E+12 1.281915316E+00 1.243602596E+00 3.831272000E-02 1.281722807E+00 1.243487072E+00 3.823573500E-02 1.925090000E-04 1.155240000E-04
3.162000E+12 1.285762169E+00 1.247180767E+00 3.858140200E-02 1.285603146E+00 1.247084589E+00 3.851855700E-02 1.590230000E-04 9.617800000E-05
4.642000E+12 1.289911938E+00 1.250940294E+00 3.897164400E-02 1.289778344E+00 1.250858674E+00 3.891967000E-02 1.335940000E-04 8.162000000E-05
6.813000E+12 1.294342475E+00 1.254915794E+00 3.942668100E-02 1.294229097E+00 1.254845648E+00 3.938344900E-02 1.133780000E-04 7.014600000E-05
1.000000E+13 1.299041138E+00 1.259138130E+00 3.990300800E-02 1.298944469E+00 1.259077424E+00 3.986704500E-02 9.666900000E-05 6.070600000E-05
