T nFsrh nFBsrh dnsrh nF nFB dn
290 1.213187279E+00 1.200151802E+0 1.303547700E-02 1.213187279E+00 1.200151802E+0 1.303547700E-02
295 1.217922456E+00 1.205349872E+0 1.257258400E-02 1.217922456E+00 1.205349872E+0 1.257258400E-02
300 1.207608103E+00 1.210591409E+0 -2.983306000E-03 1.207608103E+00 1.210591409E+0 -2.983306000E-03
305 1.216493501E+00 1.215874997E+0 6.185040000E-04 1.216493501E+00 1.215874997E+0 6.185040000E-04
310 1.214550522E+00 1.221197923E+0 -6.647401000E-03 1.214550522E+00 1.221197923E+0 -6.647401000E-03
315 1.223141919E+00 1.226554717E+0 -3.412798000E-03 1.223141919E+00 1.226554717E+0 -3.412798000E-03
320 1.231642071E+00 1.231934157E+0 -2.920860000E-04 1.231642071E+00 1.231934157E+0 -2.920860000E-04
325 1.230354541E+00 1.237313364E+0 -6.958823000E-03 1.230354541E+00 1.237313364E+0 -6.958823000E-03
330 1.233138711E+00 1.242646401E+0 -9.507690000E-03 1.233138711E+00 1.242646401E+0 -9.507690000E-03
335 1.241657042E+00 1.247842901E+0 -6.185859000E-03 1.241657042E+00 1.247842901E+0 -6.185859000E-03
340 1.244600170E+00 1.252729270E+0 -8.129100000E-03 1.244600170E+00 1.252729270E+0 -8.129100000E-03
