T nFsrh nFBsrh dnsrh nF nFB dn
290 1.217896418E+00 1.000010439E+0 2.178859790E-01 1.217896418E+00 1.000010439E+0 2.178859790E-01
295 1.226722010E+00 1.000010083E+0 2.267119270E-01 1.226722010E+00 1.000010083E+0 2.267119270E-01
300 1.212746463E+00 1.000009754E+0 2.127367090E-01 1.212746463E+00 1.000009754E+0 2.127367090E-01
305 1.221913260E+00 1.000009448E+0 2.219038120E-01 1.221913260E+00 1.000009448E+0 2.219038120E-01
310 1.220456849E+00 1.000009164E+0 2.204476850E-01 1.220456849E+00 1.000009164E+0 2.204476850E-01
315 1.229553459E+00 1.000008899E+0 2.295445600E-01 1.229553459E+00 1.000008899E+0 2.295445600E-01
320 1.238462523E+00 1.000008651E+0 2.384538720E-01 1.238462523E+00 1.000008651E+0 2.384538720E-01
325 1.236918852E+00 1.000008420E+0 2.369104320E-01 1.236918852E+00 1.000008420E+0 2.369104320E-01
330 1.240361700E+00 1.000008204E+0 2.403534960E-01 1.240361700E+00 1.000008204E+0 2.403534960E-01
335 1.249146077E+00 1.000008001E+0 2.491380760E-01 1.249146077E+00 1.000008001E+0 2.491380760E-01
340 1.252751472E+00 1.000007811E+0 2.527436610E-01 1.252751472E+00 1.000007811E+0 2.527436610E-01
