Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.168416029E+00 1.214340597E+0 -4.592456800E-02 1.168416029E+00 1.214340597E+0 -4.592456800E-02
1.468000E+10 1.168509010E+00 1.118763688E+0 4.974532200E-02 1.168509010E+00 1.118763688E+0 4.974532200E-02
2.154000E+10 1.168645299E+00 1.065487151E+0 1.031581480E-01 1.168645299E+00 1.065487151E+0 1.031581480E-01
3.162000E+10 1.168844928E+00 1.035933699E+0 1.329112290E-01 1.168844928E+00 1.035933699E+0 1.329112290E-01
4.642000E+10 1.169137075E+00 1.019648432E+0 1.494886430E-01 1.169137075E+00 1.019648432E+0 1.494886430E-01
6.813000E+10 1.169564002E+00 1.010716542E+0 1.588474600E-01 1.169564002E+00 1.010716542E+0 1.588474600E-01
1.000000E+11 1.170186648E+00 1.005828972E+0 1.643576760E-01 1.170186648E+00 1.005828972E+0 1.643576760E-01
1.468000E+11 1.171092064E+00 1.003162041E+0 1.679300230E-01 1.171092064E+00 1.003162041E+0 1.679300230E-01
2.154000E+11 1.171656288E+00 1.001712682E+0 1.699436060E-01 1.171656288E+00 1.001712682E+0 1.699436060E-01
3.162000E+11 1.171822269E+00 1.000924966E+0 1.708973030E-01 1.171822269E+00 1.000924966E+0 1.708973030E-01
4.642000E+11 1.172044401E+00 1.000498456E+0 1.715459450E-01 1.172044401E+00 1.000498456E+0 1.715459450E-01
6.813000E+11 1.172331376E+00 1.000268187E+0 1.720631890E-01 1.172331376E+00 1.000268187E+0 1.720631890E-01
1.000000E+12 1.172685925E+00 1.000144003E+0 1.725419220E-01 1.172685925E+00 1.000144003E+0 1.725419220E-01
1.468000E+12 1.173100894E+00 1.000077161E+0 1.730237330E-01 1.173100894E+00 1.000077161E+0 1.730237330E-01
2.154000E+12 1.173351341E+00 1.000041304E+0 1.733100370E-01 1.173351341E+00 1.000041304E+0 1.733100370E-01
3.162000E+12 1.173761792E+00 1.000022055E+0 1.737397370E-01 1.173761792E+00 1.000022055E+0 1.737397370E-01
4.642000E+12 1.174207962E+00 1.000011757E+0 1.741962050E-01 1.174207962E+00 1.000011757E+0 1.741962050E-01
6.813000E+12 1.178978088E+00 1.000006259E+0 1.789718290E-01 1.178978088E+00 1.000006259E+0 1.789718290E-01
1.000000E+13 1.184674391E+00 1.000003327E+0 1.846710640E-01 1.184674391E+00 1.000003327E+0 1.846710640E-01
