T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.192029004E+00 1.195574388E+00 1.198774487E+00 1.205549457E+00 1.210769571E+00 1.211289658E+00 1.211240805E+00 1.217477663E+00 1.231280393E+00
295 1.192230528E+00 1.196744139E+00 1.200702358E+00 1.207356137E+00 1.213324761E+00 1.214219819E+00 1.214485596E+00 1.220477154E+00 1.233705513E+00
300 1.191675915E+00 1.198316282E+00 1.202704087E+00 1.209720451E+00 1.215945160E+00 1.217212965E+00 1.217041655E+00 1.222494493E+00 1.235807259E+00
305 1.188132023E+00 1.199342415E+00 1.204886302E+00 1.212120563E+00 1.218013879E+00 1.219563641E+00 1.219953147E+00 1.224808216E+00 1.236665190E+00
310 1.176951230E+00 1.198881950E+00 1.206667539E+00 1.214303024E+00 1.220386041E+00 1.222188600E+00 1.222363403E+00 1.226519356E+00 1.237501046E+00
315 1.147202790E+00 1.194344440E+00 1.207300963E+00 1.215640292E+00 1.222427541E+00 1.224230347E+00 1.223438928E+00 1.226656400E+00 1.237504733E+00
320 1.079910082E+00 1.180878628E+00 1.206310058E+00 1.216834349E+00 1.223264413E+00 1.225131670E+00 1.224550000E+00 1.226874273E+00 1.235246374E+00
325 1.012702504E+00 1.146979287E+00 1.200875762E+00 1.216804643E+00 1.224070726E+00 1.225830944E+00 1.224900174E+00 1.226137208E+00 1.232997152E+00
330 1.014092246E+00 1.075587161E+00 1.185526477E+00 1.214053041E+00 1.223755347E+00 1.225878633E+00 1.223314389E+00 1.223162885E+00 1.229339274E+00
335 1.017679193E+00 1.009614900E+00 1.150767602E+00 1.207356683E+00 1.221444030E+00 1.223961767E+00 1.221826645E+00 1.220281898E+00 1.222879741E+00
340 1.024226217E+00 1.010723796E+00 1.081045274E+00 1.191148456E+00 1.217582762E+00 1.221868811E+00 1.219372278E+00 1.216377124E+00 1.216821033E+00
