N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.778E+15 310 3.800E-4 3.832431E+1 1.801810E+1 5.837800E-1 8.053510E+1
1.468000E+10 1.778E+15 310 3.800E-4 3.829946E+1 1.795990E+1 5.826790E-1 8.047870E+1
2.154000E+10 1.778E+15 310 3.800E-4 3.826341E+1 1.788740E+1 5.811430E-1 8.044130E+1
3.162000E+10 1.778E+15 310 3.800E-4 3.821138E+1 1.778830E+1 5.790150E-1 8.039940E+1
4.642000E+10 1.778E+15 310 3.800E-4 3.813686E+1 1.765580E+1 5.761580E-1 8.035290E+1
6.813000E+10 1.778E+15 310 3.800E-4 3.803129E+1 1.748210E+1 5.725120E-1 8.029120E+1
1.000000E+11 1.778E+15 310 3.800E-4 3.788397E+1 1.725470E+1 5.679840E-1 8.018910E+1
1.468000E+11 1.778E+15 310 3.800E-4 3.768263E+1 1.698570E+1 5.626510E-1 8.011310E+1
2.154000E+11 1.778E+15 310 3.800E-4 3.741499E+1 1.665960E+1 5.566680E-1 7.998750E+1
3.162000E+11 1.778E+15 310 3.800E-4 3.707161E+1 1.629630E+1 5.503270E-1 7.987780E+1
4.642000E+11 1.778E+15 310 3.800E-4 3.664955E+1 1.588870E+1 5.438250E-1 7.971890E+1
6.813000E+11 1.778E+15 310 3.800E-4 3.615510E+1 1.545530E+1 5.374620E-1 7.953530E+1
1.000000E+12 1.778E+15 310 3.800E-4 3.560310E+1 1.501590E+1 5.313800E-1 7.937010E+1
1.468000E+12 1.778E+15 310 3.800E-4 3.501195E+1 1.456550E+1 5.255830E-1 7.915310E+1
2.154000E+12 1.778E+15 310 3.800E-4 3.439654E+1 1.412540E+1 5.200890E-1 7.896040E+1
3.162000E+12 1.778E+15 310 3.800E-4 3.376365E+1 1.368100E+1 5.147240E-1 7.872180E+1
4.642000E+12 1.778E+15 310 3.800E-4 3.311237E+1 1.324460E+1 5.094480E-1 7.851450E+1
6.813000E+12 1.778E+15 310 3.800E-4 3.243792E+1 1.279830E+1 5.041240E-1 7.826380E+1
1.000000E+13 1.778E+15 310 3.800E-4 3.173537E+1 1.235340E+1 4.987360E-1 7.805020E+1
1.468000E+13 1.778E+15 310 3.800E-4 3.100146E+1 1.189540E+1 4.932410E-1 7.779220E+1
2.154000E+13 1.778E+15 310 3.800E-4 3.023460E+1 1.143660E+1 4.876370E-1 7.757010E+1
3.162000E+13 1.778E+15 310 3.800E-4 2.943433E+1 1.096500E+1 4.819320E-1 7.729840E+1
4.642000E+13 1.778E+15 310 3.800E-4 2.860138E+1 1.048780E+1 4.761030E-1 7.701850E+1
6.813000E+13 1.778E+15 310 3.800E-4 2.773742E+1 1.001040E+1 4.701870E-1 7.675640E+1
1.000000E+14 1.778E+15 310 3.800E-4 2.684506E+1 9.523900E+0 4.641320E-1 7.643800E+1
