Ew Nt
4.4977261E-1 -1.1131171E+15
4.4703607E-1 -9.0048685E+14
4.4429951E-1 -7.5833267E+14
4.4156295E-1 -6.6495022E+14
4.3882639E-1 -5.7081187E+14
4.3608984E-1 -4.3582848E+14
4.3335329E-1 -2.5195441E+14
4.3061673E-1 -4.0050738E+13
4.2788018E-1 1.7066853E+14
4.2514363E-1 3.6328890E+14
4.2240707E-1 5.4076806E+14
4.1967051E-1 7.1792727E+14
4.1693397E-1 9.0590159E+14
4.1419741E-1 1.1017318E+15
4.1146085E-1 1.2910243E+15
4.0872430E-1 1.4605630E+15
4.0598775E-1 1.6095741E+15
4.0325119E-1 1.7501888E+15
4.0051464E-1 1.8976623E+15
3.9777809E-1 2.0597832E+15
3.9504153E-1 2.2342771E+15
3.9230498E-1 2.4141828E+15
3.8956842E-1 2.5941580E+15
3.8683187E-1 2.7721615E+15
3.8409532E-1 2.9472947E+15
3.8135876E-1 3.1178910E+15
3.7862221E-1 3.2820233E+15
3.7588565E-1 3.4392759E+15
3.7314910E-1 3.5916330E+15
3.7041255E-1 3.7425364E+15
3.6767599E-1 3.8948791E+15
3.6493944E-1 4.0493765E+15
3.6220288E-1 4.2041893E+15
3.5946633E-1 4.3556829E+15
3.5672978E-1 4.4995452E+15
3.5399322E-1 4.6314950E+15
3.5125667E-1 4.7473709E+15
3.4852011E-1 4.8429399E+15
3.4578356E-1 4.9138778E+15
3.4304701E-1 4.9560968E+15
3.4031045E-1 4.9663204E+15
3.3757390E-1 4.9427275E+15
3.3483734E-1 4.8854403E+15
3.3210079E-1 4.7965572E+15
3.2936424E-1 4.6796432E+15
3.2662768E-1 4.5389425E+15
3.2389113E-1 4.3787963E+15
3.2115458E-1 4.2034466E+15
3.1841802E-1 4.0170032E+15
3.1568147E-1 3.8234306E+15
3.1294491E-1 3.6265185E+15
3.1020836E-1 3.4299469E+15
3.0747181E-1 3.2372780E+15
3.0473525E-1 3.0517285E+15
3.0199870E-1 2.8757676E+15
2.9926214E-1 2.7107401E+15
2.9652559E-1 2.5564511E+15
2.9378904E-1 2.4101650E+15
2.9105248E-1 2.2644093E+15
2.8831593E-1 2.1038792E+15
2.8557937E-1 1.9035596E+15
2.8284282E-1 1.6317951E+15
2.8010627E-1 1.2610726E+15
2.7736971E-1 7.8411146E+14
2.7463316E-1 5.1384407E+14
