Ew Nt
4.4521818E-1 -2.2087774E+14
4.4250935E-1 -2.3166504E+14
4.3980050E-1 -2.0604991E+14
4.3709166E-1 -1.4342108E+14
4.3438281E-1 -5.8492430E+13
4.3167396E-1 2.3489435E+13
4.2896512E-1 7.9717008E+13
4.2625628E-1 1.0037295E+14
4.2354743E-1 9.0609095E+13
4.2083860E-1 6.5123007E+13
4.1812975E-1 3.9921342E+13
4.1542090E-1 2.5576479E+13
4.1271207E-1 2.4662785E+13
4.1000322E-1 3.3591312E+13
4.0729437E-1 4.6507458E+13
4.0458553E-1 5.8421345E+13
4.0187669E-1 6.6523861E+13
3.9916785E-1 7.0355406E+13
3.9645900E-1 7.1516509E+13
3.9375016E-1 7.2873366E+13
3.9104132E-1 7.7207234E+13
3.8833247E-1 8.5926552E+13
3.8562363E-1 9.8666257E+13
3.8291478E-1 1.1386567E+14
3.8020594E-1 1.2959643E+14
3.7749710E-1 1.4401293E+14
3.7478825E-1 1.5558934E+14
3.7207941E-1 1.6362925E+14
3.6937057E-1 1.6893209E+14
3.6666172E-1 1.7386250E+14
3.6395288E-1 1.8138304E+14
3.6124404E-1 1.9358873E+14
3.5853519E-1 2.1080723E+14
3.5582635E-1 2.3187094E+14
3.5311751E-1 2.5523585E+14
3.5040866E-1 2.8006548E+14
3.4769982E-1 3.0662151E+14
3.4499098E-1 3.3598743E+14
3.4228213E-1 3.6960906E+14
3.3957329E-1 4.0901643E+14
3.3686445E-1 4.5570911E+14
3.3415560E-1 5.1103598E+14
3.3144676E-1 5.7603052E+14
3.2873792E-1 6.5127611E+14
3.2602907E-1 7.3684206E+14
3.2332023E-1 8.3225989E+14
3.2061139E-1 9.3653178E+14
3.1790254E-1 1.0481694E+15
3.1519370E-1 1.1652327E+15
3.1248486E-1 1.2853396E+15
3.0977601E-1 1.4056804E+15
3.0706717E-1 1.5231352E+15
3.0435833E-1 1.6344929E+15
3.0164948E-1 1.7366636E+15
2.9894064E-1 1.8267486E+15
2.9623179E-1 1.9019189E+15
2.9352295E-1 1.9590550E+15
2.9081411E-1 1.9938178E+15
2.8810526E-1 1.9985194E+15
2.8539642E-1 1.9586119E+15
2.8268758E-1 1.8496058E+15
2.7997873E-1 1.6389895E+15
2.7726989E-1 1.2977333E+15
2.7456105E-1 8.1979995E+14
2.7185220E-1 5.4172701E+14
