Ew Nt
4.4483610E-1 -2.0145614E+14
4.4212959E-1 -5.2545752E+13
4.3942307E-1 5.3267057E+13
4.3671655E-1 1.0288245E+14
4.3401002E-1 1.0822990E+14
4.3130350E-1 8.7544976E+13
4.2859699E-1 5.4233882E+13
4.2589047E-1 1.6167689E+13
4.2318395E-1 -2.1143896E+13
4.2047744E-1 -5.2576522E+13
4.1777091E-1 -7.3219880E+13
4.1506439E-1 -7.9249791E+13
4.1235788E-1 -6.9322937E+13
4.0965136E-1 -4.5507420E+13
4.0694484E-1 -1.2687011E+13
4.0423832E-1 2.3357745E+13
4.0153180E-1 5.7812304E+13
3.9882528E-1 8.7523801E+13
3.9611876E-1 1.1057677E+14
3.9341224E-1 1.2568481E+14
3.9070573E-1 1.3232790E+14
3.8799921E-1 1.3161150E+14
3.8529269E-1 1.2667802E+14
3.8258617E-1 1.2155159E+14
3.7987965E-1 1.1885396E+14
3.7717313E-1 1.1826404E+14
3.7446661E-1 1.1718570E+14
3.7176010E-1 1.1314473E+14
3.6905358E-1 1.0591033E+14
3.6634706E-1 9.7675269E+13
3.6364054E-1 9.1388602E+13
3.6093402E-1 8.8766739E+13
3.5822750E-1 8.9442072E+13
3.5552098E-1 9.1555096E+13
3.5281446E-1 9.3031684E+13
3.5010795E-1 9.2540846E+13
3.4740143E-1 8.9655763E+13
3.4469491E-1 8.4490534E+13
3.4198839E-1 7.7400881E+13
3.3928187E-1 6.9010829E+13
3.3657535E-1 6.0325964E+13
3.3386883E-1 5.2591283E+13
3.3116231E-1 4.6861482E+13
3.2845580E-1 4.3560417E+13
3.2574928E-1 4.2340820E+13
3.2304276E-1 4.2351801E+13
3.2033624E-1 4.2745003E+13
3.1762972E-1 4.3079710E+13
3.1492320E-1 4.3371686E+13
3.1221668E-1 4.3834205E+13
3.0951016E-1 4.4606388E+13
3.0680365E-1 4.5710351E+13
3.0409713E-1 4.7197564E+13
3.0139061E-1 4.9251239E+13
2.9868409E-1 5.2080279E+13
2.9597757E-1 5.5646172E+13
2.9327105E-1 5.9389261E+13
2.9056453E-1 6.2122832E+13
2.8785802E-1 6.2239165E+13
2.8515150E-1 5.8309221E+13
2.8244498E-1 4.9912464E+13
2.7973846E-1 3.8161936E+13
2.7703194E-1 2.5327238E+13
2.7432542E-1 1.3551749E+13
2.7161890E-1 8.0113799E+12
