N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.024916676E+00 1.023595460E+00 1.022472531E+00 1.021475187E+00
1.600000000E+01 1.234671351E+00 1.229241294E+00 1.224571008E+00 1.221242270E+00
1.700000000E+01 1.261630431E+00 1.260648524E+00 1.259868233E+00 1.259499534E+00
1.549996187E+01 1.130369832E+00 1.117640427E+00 1.108167744E+00 1.100825811E+00
1.649996187E+01 1.243882749E+00 1.239988682E+00 1.237088269E+00 1.235094353E+00
1.674996808E+01 1.249547509E+00 1.247060936E+00 1.245351095E+00 1.244297222E+00
1.624993176E+01 1.241053511E+00 1.236187173E+00 1.232369625E+00 1.229209878E+00
1.574996808E+01 1.215547118E+00 1.205770720E+00 1.200751585E+00 1.196451894E+00
1.524993176E+01 1.012474621E+00 1.011354090E+00 1.010511686E+00 1.009842542E+00
