N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.016498367E+00 1.014990733E+00 1.013857350E+00 1.012954083E+00
1.600000000E+01 1.236171025E+00 1.232246805E+00 1.228970448E+00 1.226748391E+00
1.700000000E+01 1.265011315E+00 1.264511061E+00 1.264128251E+00 1.263775896E+00
1.549996187E+01 1.203043964E+00 1.197394180E+00 1.192975965E+00 1.189062582E+00
1.649996187E+01 1.243374962E+00 1.240619843E+00 1.238589856E+00 1.237360561E+00
1.674996808E+01 1.250367361E+00 1.248786426E+00 1.247670999E+00 1.246881908E+00
1.624993176E+01 1.240901121E+00 1.237344650E+00 1.234638081E+00 1.232706863E+00
1.574996808E+01 1.225731599E+00 1.221560796E+00 1.218172009E+00 1.215402995E+00
1.524993176E+01 1.121064148E+00 1.108911516E+00 1.099027349E+00 1.091244229E+00
