fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
0DL0 7:26 295.7 39.21 1.000E+000 2.152E+000 4.460E-011 4.195E+002 2.796E+000 2.250E-006 1.792E-004 7.348E-002 1.783E-004 3.294E-006 2.514E-001 3.690E-002 8.902E-005 3.942E-004 
0DL1 7:30 295.7 39.21 1.000E+000 2.162E+000 4.492E-011 4.195E+002 2.824E+000 2.391E-006 1.776E-004 7.275E-002 1.767E-004 3.232E-006 2.514E-001 3.650E-002 8.831E-005 8.045E-004 
0DL2 7:32 295.8 39.2 1.000E+000 2.165E+000 4.555E-011 4.196E+002 2.817E+000 2.362E-006 1.773E-004 7.264E-002 1.763E-004 3.221E-006 2.514E-001 3.640E-002 8.824E-005 1.332E-003 
0DL3 7:35 295.8 39.2 1.000E+000 2.131E+000 4.425E-011 4.196E+002 2.733E+000 2.016E-006 1.809E-004 7.428E-002 1.799E-004 3.360E-006 2.514E-001 3.730E-002 8.984E-005 5.776E-003 
0DL4 7:38 295.8 39.2 1.000E+000 2.161E+000 4.548E-011 4.196E+002 2.815E+000 2.362E-006 1.770E-004 7.252E-002 1.760E-004 3.210E-006 2.514E-001 3.640E-002 8.794E-005 5.681E-003 
0DL5 7:40 295.9 39.18 1.000E+000 2.150E+000 4.566E-011 4.198E+002 2.789E+000 2.250E-006 1.787E-004 7.331E-002 1.778E-004 3.276E-006 2.514E-001 3.680E-002 8.878E-005 1.323E-003 
0DL6 7:42 295.9 39.18 1.000E+000 2.158E+000 4.612E-011 4.198E+002 2.776E+000 2.186E-006 1.781E-004 7.309E-002 1.772E-004 3.255E-006 2.514E-001 3.670E-002 8.845E-005 6.518E-004 
0DL7 7:45 296 39.17 1.000E+000 2.152E+000 4.636E-011 4.199E+002 2.790E+000 2.262E-006 1.768E-004 7.255E-002 1.759E-004 3.208E-006 2.514E-001 3.640E-002 8.789E-005 1.041E-003 
0DL8 7:49 296 39.17 1.000E+000 2.195E+000 4.777E-011 4.199E+002 2.809E+000 2.324E-006 1.749E-004 7.178E-002 1.740E-004 3.140E-006 2.514E-001 3.600E-002 8.698E-005 8.576E-004 
0DL9 7:51 296 39.17 1.000E+000 2.170E+000 4.728E-011 4.199E+002 2.795E+000 2.279E-006 1.777E-004 7.292E-002 1.768E-004 3.241E-006 2.514E-001 3.660E-002 8.832E-005 4.118E-004 
