N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+15 305 1.800E-4 1.214851601E+00 1.218643189E+00
1.468000E+10 3.162E+15 305 1.800E-4 1.216111806E+00 1.218746287E+00
2.154000E+10 3.162E+15 305 1.800E-4 1.217073692E+00 1.218896063E+00
3.162000E+10 3.162E+15 305 1.800E-4 1.217855862E+00 1.219112667E+00
4.642000E+10 3.162E+15 305 1.800E-4 1.218558476E+00 1.219423806E+00
6.813000E+10 3.162E+15 305 1.800E-4 1.219270870E+00 1.219866498E+00
1.000000E+11 3.162E+15 305 1.800E-4 1.220077421E+00 1.220487889E+00
1.468000E+11 3.162E+15 305 1.800E-4 1.221060189E+00 1.221343880E+00
2.154000E+11 3.162E+15 305 1.800E-4 1.222296434E+00 1.222493493E+00
3.162000E+11 3.162E+15 305 1.800E-4 1.223850905E+00 1.223987537E+00
4.642000E+11 3.162E+15 305 1.800E-4 1.225755110E+00 1.225851910E+00
6.813000E+11 3.162E+15 305 1.800E-4 1.227983967E+00 1.228053099E+00
1.000000E+12 3.162E+15 305 1.800E-4 1.230544914E+00 1.230595797E+00
1.468000E+12 3.162E+15 305 1.800E-4 1.233337948E+00 1.233376398E+00
2.154000E+12 3.162E+15 305 1.800E-4 1.236343825E+00 1.236373281E+00
3.162000E+12 3.162E+15 305 1.800E-4 1.239587550E+00 1.239609781E+00
4.642000E+12 3.162E+15 305 1.800E-4 1.243034427E+00 1.243053446E+00
6.813000E+12 3.162E+15 305 1.800E-4 1.246625058E+00 1.246641027E+00
1.000000E+13 3.162E+15 305 1.800E-4 1.250349331E+00 1.250363044E+00
