fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
UT010 10:39:22 302.7 38.3 1.000E+000 1.614E+000 1.235E-006 4.366E+002 2.325E+000 6.926E-008 2.993E-003 
UT011 10:41:10 302.7 38.3 1.000E+000 1.614E+000 1.274E-006 4.374E+002 2.325E+000 6.840E-008 3.029E-003 
UT020 11:04:46 305.7 37.93 1.000E+000 1.686E+000 1.097E-006 4.402E+002 2.284E+000 8.132E-008 3.178E-003 
UT030 11:30:04 308.7 37.56 1.000E+000 1.759E+000 1.018E-006 4.434E+002 2.245E+000 9.507E-008 3.299E-003 
UT040 11:54:00 312.6 37.09 1.000E+000 1.852E+000 1.342E-006 4.514E+002 2.194E+000 1.109E-007 1.668E-003 
UT050 12:16:56 316.4 36.64 1.000E+000 1.944E+000 2.363E-006 4.663E+002 2.146E+000 1.186E-007 3.142E-003 
UT060 12:40:16 320.1 36.22 1.000E+000 2.033E+000 2.518E-006 4.693E+002 2.100E+000 1.435E-007 2.397E-003 
UT070 13:02:44 323.6 35.83 1.000E+000 2.117E+000 2.321E-006 4.709E+002 2.058E+000 1.637E-007 2.868E-003 
UT080 13:33:14 327.5 35.4 1.000E+000 2.211E+000 1.472E-006 4.662E+002 2.012E+000 2.031E-007 2.938E-003 
UT090 13:56:08 331 35.03 1.000E+000 2.295E+000 2.313E-006 4.692E+002 1.972E+000 2.249E-007 3.006E-003 
UT100 14:18:18 334.9 34.62 1.000E+000 2.389E+000 3.229E-006 4.725E+002 1.928E+000 2.459E-007 2.997E-003 
UT110 14:42:06 338.2 34.28 1.000E+000 2.469E+000 5.024E-006 4.810E+002 1.892E+000 2.577E-007 3.479E-003 
UT120 15:03:40 341.8 33.92 1.000E+000 2.555E+000 2.671E-006 4.615E+002 1.853E+000 3.225E-007 2.369E-003 
