Bo Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.500000000E+01 1.000000000E+01 1.184342707E+00 1.189712894E+00 -5.370187000E-03 1.183462362E+00 1.187462953E+00 -4.000591000E-03 8.803450000E-04 2.249941000E-03
1.500000000E+01 1.016672606E+01 1.184559582E+00 1.189741109E+00 -5.181527000E-03 1.183954180E+00 1.188164976E+00 -4.210796000E-03 6.054020000E-04 1.576133000E-03
1.500000000E+01 1.033324570E+01 1.184872170E+00 1.189782388E+00 -4.910218000E-03 1.184456358E+00 1.188685885E+00 -4.229527000E-03 4.158120000E-04 1.096503000E-03
1.500000000E+01 1.049996187E+01 1.185319076E+00 1.189842747E+00 -4.523671000E-03 1.185033510E+00 1.189083331E+00 -4.049821000E-03 2.855660000E-04 7.594160000E-04
1.500000000E+01 1.066670514E+01 1.185950624E+00 1.189930892E+00 -3.980268000E-03 1.185754283E+00 1.189406195E+00 -3.651912000E-03 1.963410000E-04 5.246970000E-04
1.500000000E+01 1.083333839E+01 1.186828537E+00 1.190059351E+00 -3.230814000E-03 1.186693175E+00 1.189697005E+00 -3.003830000E-03 1.353620000E-04 3.623460000E-04
1.500000000E+01 1.100000000E+01 1.188021407E+00 1.190245973E+00 -2.224566000E-03 1.187927646E+00 1.189995391E+00 -2.067745000E-03 9.376100000E-05 2.505820000E-04
1.500000000E+01 1.116672606E+01 1.189593213E+00 1.190515857E+00 -9.226440000E-04 1.189527765E+00 1.190341972E+00 -8.142070000E-04 6.544800000E-05 1.738850000E-04
1.500000000E+01 1.133324570E+01 1.191583722E+00 1.190903654E+00 6.800680000E-04 1.191537508E+00 1.190782277E+00 7.552310000E-04 4.621400000E-05 1.213770000E-04
1.500000000E+01 1.149996187E+01 1.193985818E+00 1.191464727E+00 2.521091000E-03 1.193952635E+00 1.191378709E+00 2.573926000E-03 3.318300000E-05 8.601800000E-05
1.500000000E+01 1.166670514E+01 1.196734330E+00 1.192252857E+00 4.481473000E-03 1.196709971E+00 1.192191219E+00 4.518752000E-03 2.435900000E-05 6.163800000E-05
1.500000000E+01 1.183333839E+01 1.199724254E+00 1.193323774E+00 6.400480000E-03 1.199705885E+00 1.193279125E+00 6.426760000E-03 1.836900000E-05 4.464900000E-05
1.500000000E+01 1.200000000E+01 1.202858244E+00 1.194785232E+00 8.073012000E-03 1.202843969E+00 1.194752137E+00 8.091832000E-03 1.427500000E-05 3.309500000E-05
1.500000000E+01 1.216672606E+01 1.206091066E+00 1.196695512E+00 9.395554000E-03 1.206079630E+00 1.196670363E+00 9.409267000E-03 1.143600000E-05 2.514900000E-05
1.500000000E+01 1.233324570E+01 1.209433831E+00 1.199140433E+00 1.029339800E-02 1.209424409E+00 1.199120749E+00 1.030366000E-02 9.422000000E-06 1.968400000E-05
1.500000000E+01 1.249996187E+01 1.212920701E+00 1.202148329E+00 1.077237200E-02 1.212912755E+00 1.202132464E+00 1.078029100E-02 7.946000000E-06 1.586500000E-05
1.500000000E+01 1.266670514E+01 1.216575520E+00 1.205712133E+00 1.086338700E-02 1.216568706E+00 1.205699016E+00 1.086969000E-02 6.814000000E-06 1.311700000E-05
1.500000000E+01 1.283333839E+01 1.220401693E+00 1.209770653E+00 1.063104000E-02 1.220395787E+00 1.209759605E+00 1.063618200E-02 5.906000000E-06 1.104800000E-05
1.500000000E+01 1.300000000E+01 1.224386557E+00 1.214249421E+00 1.013713600E-02 1.224381418E+00 1.214240005E+00 1.014141300E-02 5.139000000E-06 9.416000000E-06
1.524993176E+01 1.000000000E+01 1.205646530E+00 1.193247795E+00 1.239873500E-02 1.203913793E+00 1.190153764E+00 1.376002900E-02 1.732737000E-03 3.094031000E-03
1.524993176E+01 1.016672606E+01 1.205750220E+00 1.193285631E+00 1.246458900E-02 1.204547494E+00 1.191098350E+00 1.344914400E-02 1.202726000E-03 2.187281000E-03
1.524993176E+01 1.033324570E+01 1.205900331E+00 1.193340948E+00 1.255938300E-02 1.205068516E+00 1.191808379E+00 1.326013700E-02 8.318150000E-04 1.532569000E-03
1.524993176E+01 1.049996187E+01 1.206116395E+00 1.193421770E+00 1.269462500E-02 1.205542122E+00 1.192354313E+00 1.318780900E-02 5.742730000E-04 1.067457000E-03
1.524993176E+01 1.066670514E+01 1.206424787E+00 1.193539651E+00 1.288513600E-02 1.206028308E+00 1.192798605E+00 1.322970300E-02 3.964790000E-04 7.410460000E-04
1.524993176E+01 1.083333839E+01 1.206859814E+00 1.193711133E+00 1.314868100E-02 1.206585556E+00 1.193197125E+00 1.338843100E-02 2.742580000E-04 5.140080000E-04
1.524993176E+01 1.100000000E+01 1.207463740E+00 1.193959607E+00 1.350413300E-02 1.207273234E+00 1.193602516E+00 1.367071800E-02 1.905060000E-04 3.570910000E-04
1.524993176E+01 1.116672606E+01 1.208284739E+00 1.194317599E+00 1.396714000E-02 1.208151466E+00 1.194068477E+00 1.408298900E-02 1.332730000E-04 2.491220000E-04
1.524993176E+01 1.133324570E+01 1.209372033E+00 1.194835962E+00 1.453607100E-02 1.209277790E+00 1.194659902E+00 1.461788800E-02 9.424300000E-05 1.760600000E-04
1.524993176E+01 1.149996187E+01 1.210768912E+00 1.195559827E+00 1.520908500E-02 1.210701238E+00 1.195434648E+00 1.526659000E-02 6.767400000E-05 1.251790000E-04
1.524993176E+01 1.166670514E+01 1.212506850E+00 1.196567039E+00 1.593981100E-02 1.212457222E+00 1.196476714E+00 1.598050800E-02 4.962800000E-05 9.032500000E-05
1.524993176E+01 1.183333839E+01 1.214604636E+00 1.197945312E+00 1.665932400E-02 1.214567281E+00 1.197878499E+00 1.668878200E-02 3.735500000E-05 6.681300000E-05
1.524993176E+01 1.200000000E+01 1.217072765E+00 1.199772569E+00 1.730019600E-02 1.217043784E+00 1.199722180E+00 1.732160400E-02 2.898100000E-05 5.038900000E-05
1.524993176E+01 1.216672606E+01 1.219916379E+00 1.202127676E+00 1.778870300E-02 1.219893178E+00 1.202088605E+00 1.780457300E-02 2.320100000E-05 3.907100000E-05
1.524993176E+01 1.233324570E+01 1.223131435E+00 1.205059132E+00 1.807230300E-02 1.223112316E+00 1.205027941E+00 1.808437500E-02 1.911900000E-05 3.119100000E-05
1.524993176E+01 1.249996187E+01 1.226698703E+00 1.208570446E+00 1.812825700E-02 1.226682578E+00 1.208544874E+00 1.813770400E-02 1.612500000E-05 2.557200000E-05
1.524993176E+01 1.266670514E+01 1.230585295E+00 1.212618885E+00 1.796641000E-02 1.230571483E+00 1.212597474E+00 1.797400900E-02 1.381200000E-05 2.141100000E-05
1.524993176E+01 1.283333839E+01 1.234753886E+00 1.217133016E+00 1.762087000E-02 1.234741957E+00 1.217114838E+00 1.762711900E-02 1.192900000E-05 1.817800000E-05
1.524993176E+01 1.300000000E+01 1.239169760E+00 1.222018191E+00 1.715156900E-02 1.239159437E+00 1.222002655E+00 1.715678200E-02 1.032300000E-05 1.553600000E-05
1.549996187E+01 1.000000000E+01 1.218423512E+00 1.196411690E+00 2.201182200E-02 1.215288374E+00 1.192318451E+00 2.296992300E-02 3.135138000E-03 4.093239000E-03
1.549996187E+01 1.016672606E+01 1.218501900E+00 1.196465574E+00 2.203632600E-02 1.216291931E+00 1.193542930E+00 2.274900100E-02 2.209969000E-03 2.922644000E-03
1.549996187E+01 1.033324570E+01 1.218615866E+00 1.196544258E+00 2.207160800E-02 1.217069309E+00 1.194479622E+00 2.258968700E-02 1.546557000E-03 2.064636000E-03
1.549996187E+01 1.049996187E+01 1.218780972E+00 1.196659007E+00 2.212196500E-02 1.217703536E+00 1.195211148E+00 2.249238800E-02 1.077436000E-03 1.447859000E-03
