Bo Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.500000000E+01 1.000000000E+01 1.195977785E+00 1.198195116E+00 -2.217331000E-03 1.194603121E+00 1.194334773E+00 2.683480000E-04 1.374664000E-03 3.860343000E-03
1.500000000E+01 1.016672606E+01 1.196041602E+00 1.198207851E+00 -2.166249000E-03 1.195088827E+00 1.195462954E+00 -3.741270000E-04 9.527750000E-04 2.744897000E-03
1.500000000E+01 1.033324570E+01 1.196134638E+00 1.198226487E+00 -2.091849000E-03 1.195476991E+00 1.196297257E+00 -8.202660000E-04 6.576470000E-04 1.929230000E-03
1.500000000E+01 1.049996187E+01 1.196269887E+00 1.198253780E+00 -1.983893000E-03 1.195817079E+00 1.196909161E+00 -1.092082000E-03 4.528080000E-04 1.344619000E-03
1.500000000E+01 1.066670514E+01 1.196465668E+00 1.198293763E+00 -1.828095000E-03 1.196154241E+00 1.197361947E+00 -1.207706000E-03 3.114270000E-04 9.318160000E-04
1.500000000E+01 1.083333839E+01 1.196747335E+00 1.198352289E+00 -1.604954000E-03 1.196533089E+00 1.197708833E+00 -1.175744000E-03 2.142460000E-04 6.434560000E-04
1.500000000E+01 1.100000000E+01 1.197148966E+00 1.198437879E+00 -1.288913000E-03 1.197001329E+00 1.197994315E+00 -9.929860000E-04 1.476370000E-04 4.435640000E-04
1.500000000E+01 1.116672606E+01 1.197714508E+00 1.198562851E+00 -8.483430000E-04 1.197612432E+00 1.198257107E+00 -6.446750000E-04 1.020760000E-04 3.057440000E-04
1.500000000E+01 1.133324570E+01 1.198497088E+00 1.198744892E+00 -2.478040000E-04 1.198426122E+00 1.198533820E+00 -1.076980000E-04 7.096600000E-05 2.110720000E-04
1.500000000E+01 1.149996187E+01 1.199554798E+00 1.199009142E+00 5.456560000E-04 1.199505047E+00 1.198862936E+00 6.421110000E-04 4.975100000E-05 1.462060000E-04
1.500000000E+01 1.166670514E+01 1.200941389E+00 1.199399696E+00 1.541693000E-03 1.200906084E+00 1.199297288E+00 1.608796000E-03 3.530500000E-05 1.024080000E-04
1.500000000E+01 1.183333839E+01 1.202692592E+00 1.199967239E+00 2.725353000E-03 1.202667119E+00 1.199894735E+00 2.772384000E-03 2.547300000E-05 7.250400000E-05
1.500000000E+01 1.200000000E+01 1.204814079E+00 1.200742015E+00 4.072064000E-03 1.204795293E+00 1.200690563E+00 4.104730000E-03 1.878600000E-05 5.145200000E-05
1.500000000E+01 1.216672606E+01 1.207281633E+00 1.201823543E+00 5.458090000E-03 1.207267411E+00 1.201786491E+00 5.480920000E-03 1.422200000E-05 3.705200000E-05
1.500000000E+01 1.233324570E+01 1.210059524E+00 1.203309315E+00 6.750209000E-03 1.210048437E+00 1.203282104E+00 6.766333000E-03 1.108700000E-05 2.721100000E-05
1.500000000E+01 1.249996187E+01 1.213124938E+00 1.205298265E+00 7.826673000E-03 1.213116041E+00 1.205277804E+00 7.838237000E-03 8.897000000E-06 2.046100000E-05
1.500000000E+01 1.266670514E+01 1.216474277E+00 1.207882277E+00 8.592000000E-03 1.216466946E+00 1.207866472E+00 8.600474000E-03 7.331000000E-06 1.580500000E-05
1.500000000E+01 1.283333839E+01 1.220103875E+00 1.211110377E+00 8.993498000E-03 1.220097714E+00 1.211097836E+00 8.999878000E-03 6.161000000E-06 1.254100000E-05
1.500000000E+01 1.300000000E+01 1.223986476E+00 1.214975415E+00 9.011061000E-03 1.223981225E+00 1.214965221E+00 9.016004000E-03 5.251000000E-06 1.019400000E-05
1.524993176E+01 1.000000000E+01 1.214783679E+00 1.201986239E+00 1.279744000E-02 1.212072919E+00 1.196810289E+00 1.526263000E-02 2.710760000E-03 5.175950000E-03
1.524993176E+01 1.016672606E+01 1.214819727E+00 1.202003585E+00 1.281614200E-02 1.212913380E+00 1.198274783E+00 1.463859700E-02 1.906347000E-03 3.728802000E-03
1.524993176E+01 1.033324570E+01 1.214872364E+00 1.202028965E+00 1.284339900E-02 1.213542415E+00 1.199381394E+00 1.416102100E-02 1.329949000E-03 2.647571000E-03
