Bo Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.500000000E+01 1.000000000E+01 1.188203358E+00 1.191973865E+00 -3.770507000E-03 1.187216898E+00 1.189363221E+00 -2.146323000E-03 9.864600000E-04 2.610644000E-03
1.500000000E+01 1.016672606E+01 1.188355980E+00 1.191996248E+00 -3.640268000E-03 1.187676403E+00 1.190160477E+00 -2.484074000E-03 6.795770000E-04 1.835771000E-03
1.500000000E+01 1.033324570E+01 1.188576937E+00 1.192029004E+00 -3.452067000E-03 1.188109667E+00 1.190748655E+00 -2.638988000E-03 4.672700000E-04 1.280349000E-03
1.500000000E+01 1.049996187E+01 1.188894863E+00 1.192076939E+00 -3.182076000E-03 1.188573799E+00 1.191188923E+00 -2.615124000E-03 3.210640000E-04 8.880160000E-04
1.500000000E+01 1.066670514E+01 1.189348298E+00 1.192147033E+00 -2.798735000E-03 1.189127570E+00 1.191533174E+00 -2.405604000E-03 2.207280000E-04 6.138590000E-04
1.500000000E+01 1.083333839E+01 1.189986889E+00 1.192249376E+00 -2.262487000E-03 1.189834833E+00 1.191825625E+00 -1.990792000E-03 1.520560000E-04 4.237510000E-04
1.500000000E+01 1.100000000E+01 1.190870423E+00 1.192412675E+00 -1.542252000E-03 1.190765285E+00 1.192119218E+00 -1.353933000E-03 1.051380000E-04 2.934570000E-04
1.500000000E+01 1.116672606E+01 1.192063517E+00 1.192631243E+00 -5.677260000E-04 1.191990364E+00 1.192427933E+00 -4.375690000E-04 7.315300000E-05 2.033100000E-04
1.500000000E+01 1.133324570E+01 1.193623514E+00 1.192946021E+00 6.774930000E-04 1.193572133E+00 1.192804590E+00 7.675430000E-04 5.138100000E-05 1.414310000E-04
1.500000000E+01 1.149996187E+01 1.195581832E+00 1.193396631E+00 2.185201000E-03 1.195545236E+00 1.193297564E+00 2.247672000E-03 3.659600000E-05 9.906700000E-05
1.500000000E+01 1.166670514E+01 1.197925462E+00 1.194036830E+00 3.888632000E-03 1.197898887E+00 1.193966719E+00 3.932168000E-03 2.657500000E-05 7.011100000E-05
1.500000000E+01 1.183333839E+01 1.200593374E+00 1.194931599E+00 5.661775000E-03 1.200573602E+00 1.194881297E+00 5.692305000E-03 1.977200000E-05 5.030200000E-05
1.500000000E+01 1.200000000E+01 1.203500801E+00 1.196163540E+00 7.337261000E-03 1.203485665E+00 1.196126769E+00 7.358896000E-03 1.513600000E-05 3.677100000E-05
