N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.189697005E+00 1.189717526E+00 1.189068436E+00 1.185144909E+00 1.172968562E+00 1.141017354E+00 1.070090125E+00 1.011541055E+00 1.012988107E+00 1.016515459E+00 1.022848482E+00
1.600000000E+01 1.208212260E+00 1.210719326E+00 1.213245172E+00 1.215308594E+00 1.217330386E+00 1.218837507E+00 1.219357643E+00 1.219343652E+00 1.218333287E+00 1.215090435E+00 1.210225885E+00
1.700000000E+01 1.233790311E+00 1.236545550E+00 1.236258453E+00 1.236723503E+00 1.239605940E+00 1.238949004E+00 1.236516480E+00 1.233288138E+00 1.228829903E+00 1.221689322E+00 1.214195269E+00
1.549996187E+01 1.196362414E+00 1.198411811E+00 1.200071328E+00 1.202273860E+00 1.203793761E+00 1.204099956E+00 1.202551754E+00 1.196348151E+00 1.179955572E+00 1.143647143E+00 1.072073119E+00
1.649996187E+01 1.210853035E+00 1.213736470E+00 1.216042514E+00 1.218419947E+00 1.220336536E+00 1.220888468E+00 1.221221487E+00 1.220465248E+00 1.217752007E+00 1.214874176E+00 1.210954821E+00
1.674996808E+01 1.218354777E+00 1.220870172E+00 1.222989957E+00 1.224912714E+00 1.226162047E+00 1.225981889E+00 1.225329839E+00 1.223435146E+00 1.219421816E+00 1.215215445E+00 1.209786933E+00
1.624993176E+01 1.209547179E+00 1.212507253E+00 1.215314297E+00 1.217403384E+00 1.219431771E+00 1.220940153E+00 1.221072683E+00 1.220961952E+00 1.219818091E+00 1.216781299E+00 1.213176233E+00
1.574996808E+01 1.203077975E+00 1.204777158E+00 1.207003521E+00 1.209253565E+00 1.211332116E+00 1.212380709E+00 1.213080907E+00 1.212512602E+00 1.209028641E+00 1.201462445E+00 1.184323135E+00
1.524993176E+01 1.193197125E+00 1.194456626E+00 1.195873628E+00 1.196779480E+00 1.196026878E+00 1.190939013E+00 1.176221840E+00 1.140325519E+00 1.065890514E+00 1.008695211E+00 1.009812585E+00
