N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.194598524E+00 1.194658609E+00 1.194211129E+00 1.191274544E+00 1.181853751E+00 1.156331050E+00 1.097569494E+00 1.013740810E+00 1.014796206E+00 1.018026299E+00 1.024156548E+00
1.600000000E+01 1.212596171E+00 1.214864718E+00 1.217433893E+00 1.219482642E+00 1.221961798E+00 1.224089266E+00 1.225369712E+00 1.226431474E+00 1.226667084E+00 1.224970661E+00 1.221874214E+00
1.700000000E+01 1.234415567E+00 1.236843547E+00 1.239215097E+00 1.240826500E+00 1.241919556E+00 1.242061438E+00 1.240098426E+00 1.237614352E+00 1.234298585E+00 1.228176096E+00 1.221698629E+00
1.549996187E+01 1.201237827E+00 1.202914673E+00 1.204614229E+00 1.206650741E+00 1.208552091E+00 1.209490626E+00 1.209063822E+00 1.204870254E+00 1.192138393E+00 1.162496047E+00 1.101378966E+00
1.649996187E+01 1.213528735E+00 1.216509419E+00 1.219106545E+00 1.221921888E+00 1.224448177E+00 1.225859916E+00 1.227389532E+00 1.227869301E+00 1.226500407E+00 1.225011274E+00 1.222509905E+00
1.674996808E+01 1.220356153E+00 1.223017312E+00 1.225265509E+00 1.227691389E+00 1.229771116E+00 1.230310093E+00 1.230763553E+00 1.230008307E+00 1.227054224E+00 1.224198921E+00 1.220016836E+00
1.624993176E+01 1.213085507E+00 1.215953118E+00 1.218863134E+00 1.221317016E+00 1.223882390E+00 1.226164231E+00 1.227362692E+00 1.228361551E+00 1.228571942E+00 1.227009017E+00 1.225136928E+00
1.574996808E+01 1.207907779E+00 1.209332216E+00 1.211450774E+00 1.213765492E+00 1.215860471E+00 1.217502893E+00 1.218678097E+00 1.219400307E+00 1.217469457E+00 1.211864687E+00 1.198275135E+00
1.524993176E+01 1.198061483E+00 1.199045128E+00 1.200447332E+00 1.201565750E+00 1.201470358E+00 1.197965489E+00 1.186775427E+00 1.157802477E+00 1.095187670E+00 1.010265956E+00 1.011123344E+00
