N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 9.318160000E-04 8.389360000E-04 7.630020000E-04 6.923130000E-04 6.176810000E-04 4.752710000E-04 1.482190000E-04 5.879270000E-04 6.169790000E-04 7.422210000E-04 1.008121000E-03
1.600000000E+01 2.447846000E-03 2.389908000E-03 2.397173000E-03 2.429983000E-03 2.711797000E-03 3.069628000E-03 3.439071000E-03 3.730015000E-03 4.321703000E-03 4.946828000E-03 5.630122000E-03
1.700000000E+01 4.403217000E-03 4.694159000E-03 5.247237000E-03 6.235528000E-03 7.532727000E-03 9.079518000E-03 1.085300000E-02 1.233221500E-02 1.466654700E-02 1.698345100E-02 1.962879700E-02
1.549996187E+01 1.726252000E-03 1.611309000E-03 1.505022000E-03 1.478867000E-03 1.500515000E-03 1.553535000E-03 1.661144000E-03 1.774048000E-03 1.808685000E-03 1.604277000E-03 8.395220000E-04
1.649996187E+01 3.097699000E-03 3.173649000E-03 3.300119000E-03 3.667381000E-03 4.200380000E-03 4.845197000E-03 5.748032000E-03 6.838626000E-03 8.034977000E-03 9.484521000E-03 1.108016900E-02
1.674996808E+01 3.619326000E-03 3.792757000E-03 4.062149000E-03 4.630371000E-03 5.420634000E-03 6.532229000E-03 7.977766000E-03 9.386831000E-03 1.079951200E-02 1.275085500E-02 1.485925000E-02
1.624993176E+01 2.715797000E-03 2.720233000E-03 2.817682000E-03 2.957179000E-03 3.292232000E-03 3.762409000E-03 4.320507000E-03 5.076624000E-03 5.979561000E-03 6.938331000E-03 8.060336000E-03
1.574996808E+01 2.155511000E-03 1.995713000E-03 1.949256000E-03 1.960713000E-03 2.038601000E-03 2.159454000E-03 2.383026000E-03 2.673120000E-03 2.982735000E-03 3.297735000E-03 3.533559000E-03
1.524993176E+01 1.296418000E-03 1.170554000E-03 1.096890000E-03 1.054291000E-03 1.039561000E-03 1.028714000E-03 9.985000000E-04 9.231790000E-04 4.400430000E-04 6.363510000E-04 6.732620000E-04
