fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_325 001_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.267727379E-14 1.000000000E+20 1.179061037E+00 2.741192860E-15 1.211789083E-04 
001_325_SRH 001_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.244775915E-14 1.000000000E+20 1.239193136E+00 2.246642482E-15 1.146546923E-04 
002_325 002_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.151721452E-14 1.000000000E+20 1.192826748E+00 3.758047060E-15 1.032469386E-04 
002_325_SRH 002_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.194547113E-14 1.000000000E+20 1.240817965E+00 3.282892714E-15 1.189994526E-04 
003_325 003_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.359938277E-14 1.000000000E+20 1.204208661E+00 5.247680516E-15 9.151868948E-05 
003_325_SRH 003_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.491715779E-14 1.000000000E+20 1.243034772E+00 4.789827296E-15 1.252750513E-04 
004_325 004_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.970996767E-14 1.000000000E+20 1.213716133E+00 7.417669373E-15 9.069771023E-05 
004_325_SRH 004_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.218578057E-14 1.000000000E+20 1.245971297E+00 6.976232292E-15 1.342719200E-04 
005_325 005_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.105647417E-13 1.000000000E+20 1.221905776E+00 1.056741221E-14 1.023689655E-04 
005_325_SRH 005_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.448197457E-14 1.000000000E+20 1.249716436E+00 1.014213160E-14 1.470319776E-04 
006_325 006_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.367893796E-13 1.000000000E+20 1.232950770E+00 1.508517795E-14 1.219118591E-04 
006_325_SRH 006_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.123231629E-13 1.000000000E+20 1.254271423E+00 1.472086503E-14 1.648635215E-04 
