fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
00L1 6:51 293.4 39.52 1.000E+000 2.432E+000 2.569E-005 2.058E+004 2.734E+000 1.515E-008 1.684E-004 2.406E-001 1.683E-004 1.798E-005 4.440E-001 1.554E-001 1.156E-004 1.427E-002 
00L2 7:11 296.2 39.14 1.000E+000 2.617E+000 1.895E-005 1.877E+004 2.754E+000 1.593E-008 1.721E-004 2.327E-001 1.720E-004 1.740E-005 4.346E-001 1.490E-001 1.167E-004 4.915E-003 
00L3 7:28 299.5 38.71 1.000E+000 2.659E+000 1.958E-005 1.673E+004 2.719E+000 1.864E-008 1.713E-004 2.231E-001 1.713E-004 1.631E-005 4.267E-001 1.419E-001 1.148E-004 2.287E-003 
00L4 7:44 302.4 38.34 1.000E+000 2.658E+000 2.053E-005 1.503E+004 2.687E+000 2.149E-008 1.728E-004 2.161E-001 1.727E-004 1.570E-005 4.208E-001 1.366E-001 1.149E-004 3.518E-003 
00L5 8:4 305.4 37.96 1.000E+000 2.708E+000 2.069E-005 1.337E+004 2.661E+000 2.440E-008 1.720E-004 2.073E-001 1.719E-004 1.472E-005 4.129E-001 1.302E-001 1.129E-004 3.227E-003 
00L6 8:24 308.3 37.61 1.000E+000 2.833E+000 1.956E-005 1.186E+004 2.664E+000 2.617E-008 1.739E-004 1.988E-001 1.738E-004 1.394E-005 4.036E-001 1.235E-001 1.128E-004 9.361E-004 
00L7 8:42 311.1 37.27 1.000E+000 3.135E+000 1.968E-005 1.051E+004 2.655E+000 2.847E-008 1.739E-004 1.901E-001 1.738E-004 1.305E-005 3.949E-001 1.172E-001 1.112E-004 6.914E-003 
00L8 9:0 313.5 36.98 1.000E+000 3.257E+000 1.839E-005 9.424E+003 2.646E+000 3.082E-008 1.775E-004 1.846E-001 1.774E-004 1.274E-005 3.892E-001 1.131E-001 1.126E-004 1.108E-003 
00L9 9:17 316 36.69 1.000E+000 3.188E+000 1.951E-005 8.377E+003 2.638E+000 3.332E-008 1.756E-004 1.765E-001 1.754E-004 1.179E-005 3.809E-001 1.072E-001 1.099E-004 7.423E-004 
0L10 9:37 318.6 36.39 1.000E+000 3.222E+000 1.845E-005 7.379E+003 2.621E+000 3.640E-008 1.767E-004 1.693E-001 1.765E-004 1.117E-005 3.739E-001 1.021E-001 1.093E-004 1.752E-003 
0L11 9:53 321.5 36.06 1.000E+000 3.020E+000 2.229E-005 6.382E+003 2.590E+000 4.096E-008 1.767E-004 1.615E-001 1.765E-004 1.045E-005 3.666E-001 9.660E-002 1.080E-004 4.497E-003 
0L12 10:14 323.6 35.83 1.000E+000 3.130E+000 2.110E-005 5.739E+003 2.592E+000 4.306E-008 1.773E-004 1.554E-001 1.770E-004 9.906E-006 3.600E-001 9.220E-002 1.073E-004 1.352E-003 
0L13 10:36 325.8 35.59 1.000E+000 3.096E+000 2.239E-005 5.137E+003 2.579E+000 4.594E-008 1.758E-004 1.482E-001 1.756E-004 9.188E-006 3.532E-001 8.720E-002 1.052E-004 1.643E-003 
0L14 10:57 328.1 35.34 1.000E+000 3.431E+000 2.219E-005 4.591E+003 2.574E+000 4.886E-008 1.802E-004 1.433E-001 1.799E-004 8.970E-006 3.480E-001 8.380E-002 1.069E-004 8.429E-004 
0L15 11:19 331.7 34.95 1.000E+000 3.468E+000 2.297E-005 3.912E+003 2.560E+000 5.399E-008 1.778E-004 1.323E-001 1.774E-004 7.932E-006 3.379E-001 7.650E-002 1.035E-004 8.012E-004 
