N x
1.4375309E+0 1.2654440E+21
1.4268184E+0 1.3086375E+21
1.4167399E+0 1.3788657E+21
1.4069435E+0 1.3752668E+21
1.3966688E+0 1.3559539E+21
1.3864406E+0 1.3824486E+21
1.3764117E+0 1.4220448E+21
1.3666042E+0 1.4136137E+21
1.3563085E+0 1.3923717E+21
1.3460433E+0 1.3983643E+21
1.3356786E+0 1.4102806E+21
1.3254306E+0 1.4359169E+21
1.3152773E+0 1.3991887E+21
1.3043250E+0 1.3862924E+21
1.2938065E+0 1.4160286E+21
1.2831294E+0 1.4251970E+21
1.2725743E+0 1.4081188E+21
1.2614556E+0 1.3953368E+21
1.2505157E+0 1.4160225E+21
1.2395271E+0 1.4187543E+21
1.2284349E+0 1.4090174E+21
1.2170916E+0 1.3903733E+21
1.2054865E+0 1.3922640E+21
1.1939569E+0 1.4035554E+21
1.1823145E+0 1.4027775E+21
1.1705437E+0 1.3889522E+21
1.1584282E+0 1.3977040E+21
1.1465648E+0 1.3940927E+21
1.1341297E+0 1.3843484E+21
1.1218347E+0 1.3740067E+21
1.1089321E+0 1.3851274E+21
1.0965614E+0 1.3847102E+21
1.0833500E+0 1.3834637E+21
1.0706603E+0 1.3806617E+21
1.0570713E+0 1.3639747E+21
1.0437326E+0 1.3860873E+21
1.0302293E+0 1.3694909E+21
1.0162045E+0 1.3601763E+21
1.0021366E+0 1.3566319E+21
9.8763744E-1 1.3568594E+21
9.7316168E-1 1.3673510E+21
9.5845327E-1 1.3562340E+21
9.4328314E-1 1.3477333E+21
9.2790675E-1 1.3395945E+21
9.1203686E-1 1.3459368E+21
8.9627689E-1 1.3523097E+21
8.7999119E-1 1.3408616E+21
8.6336274E-1 1.3396895E+21
8.4641406E-1 1.3375210E+21
8.2905580E-1 1.3468738E+21
8.1163924E-1 1.3588457E+21
