x N
1.3456194E+0 1.8273724E+21
1.3377006E+0 1.5906066E+21
1.3273538E+0 1.3950588E+21
1.3167292E+0 1.3215724E+21
1.3050310E+0 1.4194907E+21
1.2957881E+0 1.4287542E+21
1.2840372E+0 1.3550341E+21
1.2734817E+0 1.4846701E+21
1.2635049E+0 1.3434853E+21
1.2505805E+0 1.2271434E+21
1.2382085E+0 1.3612411E+21
1.2275593E+0 1.3740985E+21
1.2151725E+0 1.3935818E+21
1.2046476E+0 1.3847913E+21
1.1918744E+0 1.2888511E+21
1.1793733E+0 1.4277240E+21
1.1688332E+0 1.3514478E+21
1.1547546E+0 1.2851472E+21
1.1426912E+0 1.4651200E+21
1.1315711E+0 1.3794051E+21
1.1177855E+0 1.2582890E+21
1.1039635E+0 1.3506256E+21
1.0917629E+0 1.4083835E+21
1.0787006E+0 1.3997561E+21
1.0660516E+0 1.3396248E+21
1.0514868E+0 1.3125387E+21
1.0379302E+0 1.3807217E+21
1.0243922E+0 1.3018764E+21
1.0087853E+0 1.2975446E+21
9.9475066E-1 1.4042989E+21
9.8099286E-1 1.3978100E+21
9.6642198E-1 1.3466134E+21
9.5114527E-1 1.3340445E+21
9.3581965E-1 1.3418664E+21
9.2021934E-1 1.3730699E+21
9.0509665E-1 1.3616560E+21
8.8869065E-1 1.3194310E+21
