T(K) Nd(cm-3) Mu(cm2/Vs)
345 8.19676E+18 5.43246E+1
246 5.40302E+13 7.32934E+2
258 4.68457E+17 2.14445E+2
351 1.43784E+18 1.19168E+2
214 4.62128E+13 1.00011E+3
422 1.82822E+13 2.18078E+2
384 2.14085E+15 2.65110E+2
292 1.99498E+17 2.72791E+2
494 5.23907E+13 1.52792E+2
497 7.22529E+17 1.05254E+2
341 1.80006E+13 3.52365E+2
424 1.07944E+14 2.15481E+2
346 2.16452E+17 2.20660E+2
464 4.39817E+15 1.73695E+2
366 1.12233E+14 3.00124E+2
300 3.39086E+15 4.51193E+2
469 6.46050E+14 1.71297E+2
219 2.87699E+18 8.11846E+1
272 1.43949E+14 5.82611E+2
423 4.55318E+13 2.16665E+2
378 3.51966E+16 2.49915E+2
279 3.41339E+13 5.54558E+2
262 2.31389E+13 6.39207E+2
429 3.76809E+18 7.48613E+1
204 9.84803E+16 4.58668E+2
265 1.02841E+16 5.46770E+2
260 1.49245E+14 6.42773E+2
424 1.61126E+13 2.16388E+2
416 2.90572E+14 2.25217E+2
259 2.34969E+18 9.71337E+1
470 1.16611E+17 1.49106E+2
403 3.86422E+14 2.40803E+2
351 6.65612E+14 3.28181E+2
224 5.00020E+16 5.35782E+2
440 4.22786E+17 1.38917E+2
433 1.21975E+14 2.06193E+2
376 1.15142E+13 2.83472E+2
500 7.23862E+17 1.04535E+2
256 3.48816E+17 2.43977E+2
397 3.21916E+18 8.22060E+1
459 5.34131E+18 6.35893E+1
356 3.35757E+15 3.10934E+2
252 3.11122E+13 6.96565E+2
221 1.14705E+18 1.37656E+2
263 1.78486E+17 3.09887E+2
331 1.23227E+13 3.77729E+2
432 7.83422E+17 1.23357E+2
261 1.59476E+13 6.42868E+2
459 1.35656E+17 1.53873E+2
219 2.82535E+15 8.69698E+2
224 3.40161E+15 8.22080E+2
356 2.36300E+16 2.89132E+2
453 1.01410E+15 1.84990E+2
247 4.67106E+13 7.28760E+2
338 1.16095E+18 1.31957E+2
259 3.81396E+16 4.76472E+2
342 3.85883E+16 2.99925E+2
301 3.22179E+16 3.83197E+2
455 2.53532E+18 8.32263E+1
228 7.61566E+14 8.43409E+2
474 3.03327E+17 1.31525E+2
238 6.91372E+14 7.69781E+2
224 9.24115E+18 4.10902E+1
294 5.28639E+16 3.70870E+2
442 7.70197E+15 1.92095E+2
353 8.55533E+16 2.56151E+2
291 6.32301E+13 5.02113E+2
287 1.48090E+17 3.02583E+2
485 1.40251E+15 1.58520E+2
224 4.06624E+16 5.68093E+2
331 3.97379E+14 3.73410E+2
344 1.00541E+15 3.42350E+2
217 1.59526E+16 7.29447E+2
419 1.92664E+14 2.20835E+2
413 3.69491E+18 7.66304E+1
371 4.82561E+13 2.91067E+2
363 8.02444E+17 1.44588E+2
481 7.48395E+18 5.48201E+1
273 1.52939E+14 5.79389E+2
290 1.63361E+15 4.94630E+2
329 1.59639E+13 3.82598E+2
368 3.78678E+18 7.83324E+1
413 6.73930E+18 5.97931E+1
438 7.02819E+18 5.80072E+1
277 1.65323E+17 3.03743E+2
277 3.50322E+16 4.34411E+2
215 1.91749E+16 7.12759E+2
349 4.95128E+18 6.95687E+1
227 1.50861E+13 8.77152E+2
324 2.51941E+17 2.28980E+2
276 1.29657E+16 4.95297E+2
396 1.56270E+18 1.08102E+2
375 1.73025E+14 2.83872E+2
402 4.66464E+18 7.03225E+1
259 8.35048E+18 4.79271E+1
304 2.85833E+13 4.55308E+2
228 1.47311E+13 8.68401E+2
499 1.10589E+13 1.49561E+2
365 3.00804E+13 3.03298E+2
236 3.09422E+17 2.65223E+2
463 8.38944E+17 1.11979E+2
296 3.62633E+13 4.85877E+2
422 5.26154E+17 1.40037E+2
238 2.00133E+17 3.17691E+2
297 1.21410E+17 3.07062E+2
421 4.18321E+17 1.47775E+2
497 4.34019E+13 1.51102E+2
463 7.24752E+13 1.76860E+2
285 1.48164E+13 5.28232E+2
284 8.26752E+17 1.62264E+2
318 1.04086E+16 3.79948E+2
360 9.00007E+18 5.22539E+1
328 6.86786E+15 3.63837E+2
271 1.59169E+18 1.19725E+2
228 1.20838E+17 3.96049E+2
427 8.10092E+14 2.11341E+2
407 8.61432E+18 5.37338E+1
209 9.06089E+17 1.54405E+2
341 9.74552E+16 2.65346E+2
242 1.52659E+15 7.30444E+2
428 2.87852E+15 2.08179E+2
407 8.47420E+13 2.36558E+2
333 1.61582E+14 3.69974E+2
253 7.05912E+15 6.14208E+2
396 2.28456E+14 2.51015E+2
456 3.40531E+18 7.51432E+1
442 6.03114E+15 1.92453E+2
446 8.48199E+17 1.16579E+2
296 1.70835E+17 2.81243E+2
302 1.39555E+17 2.90290E+2
388 2.76313E+13 2.63511E+2
374 4.23084E+18 7.44082E+1
303 7.82830E+14 4.52704E+2
290 1.81680E+14 5.04403E+2
415 4.25621E+15 2.22180E+2
259 2.64391E+13 6.52687E+2
404 6.47702E+15 2.33577E+2
471 3.33029E+18 7.40703E+1
249 2.29535E+15 6.77189E+2
462 1.10808E+15 1.77215E+2
343 2.67633E+16 3.08149E+2
385 4.40825E+14 2.67136E+2
475 9.73465E+13 1.66890E+2
220 2.08240E+17 3.23324E+2
480 2.22811E+15 1.62151E+2
204 1.52464E+18 1.13792E+2
335 6.69348E+16 2.89247E+2
457 7.73772E+17 1.15812E+2
275 2.56266E+17 2.63739E+2
254 1.60825E+15 6.55838E+2
342 4.50537E+18 7.27325E+1
455 6.54588E+15 1.80157E+2
387 4.14650E+15 2.59268E+2
396 6.68075E+14 2.50181E+2
411 1.25610E+15 2.29805E+2
403 1.12566E+14 2.42032E+2
288 9.35285E+16 3.39408E+2
483 4.01381E+16 1.51561E+2
418 7.71779E+15 2.16851E+2
206 6.06589E+14 1.05262E+3
406 1.39341E+16 2.26477E+2
380 7.02524E+18 5.90911E+1
465 9.40765E+17 1.08431E+2
273 4.55228E+13 5.79017E+2
377 1.14462E+13 2.82024E+2
458 5.72189E+13 1.81351E+2
273 3.49656E+16 4.45679E+2
363 7.63319E+16 2.48491E+2
318 2.10690E+14 4.10719E+2
455 2.97882E+17 1.40659E+2
392 7.86730E+17 1.36359E+2
407 1.55515E+15 2.34672E+2
325 3.56255E+18 8.12762E+1
302 9.51991E+14 4.55518E+2
424 1.55957E+18 1.02829E+2
295 4.99671E+16 3.71504E+2
282 3.55581E+15 5.12657E+2
223 7.64753E+17 1.71509E+2
275 1.23642E+14 5.67891E+2
437 4.14151E+18 7.16150E+1
290 2.45867E+17 2.56890E+2
401 1.23266E+13 2.44613E+2
216 1.77098E+15 9.17216E+2
382 7.22827E+13 2.72404E+2
219 2.20582E+13 9.48513E+2
214 2.12719E+18 9.57827E+1
368 4.93059E+16 2.55308E+2
322 3.21311E+14 3.99485E+2
477 5.02904E+16 1.53398E+2
339 3.60452E+16 3.06925E+2
204 1.22658E+15 1.05245E+3
346 1.45172E+14 3.41042E+2
394 2.93221E+17 1.74496E+2
222 1.82301E+15 8.68753E+2
472 7.20654E+14 1.69178E+2
479 1.46567E+15 1.63413E+2
228 8.33051E+14 8.42583E+2
225 4.00861E+14 8.80422E+2
333 1.53344E+18 1.18541E+2
280 5.01504E+18 6.61708E+1
