T(K) Nd(cm-3) Mu(cm2/Vs)
321 4.16048E+18 1.33432E+2
340 1.18693E+16 3.16310E+2
342 4.71376E+17 1.79282E+2
276 9.21494E+13 5.61243E+2
292 3.50527E+14 4.93407E+2
265 4.84006E+15 5.48159E+2
312 1.25687E+18 1.64405E+2
471 3.23376E+17 1.23762E+2
287 5.54686E+18 1.45604E+2
430 2.55443E+14 2.08337E+2
296 3.41519E+18 1.49079E+2
323 8.99604E+13 3.97630E+2
397 1.87883E+18 1.17741E+2
213 1.58483E+13 1.01516E+3
451 2.55820E+14 1.87266E+2
223 1.03856E+16 6.74986E+2
465 9.08794E+17 1.08059E+2
225 9.06855E+13 8.85031E+2
213 2.06575E+13 1.01239E+3
398 1.46759E+17 1.81089E+2
268 1.39112E+16 4.79822E+2
454 2.28374E+13 1.84989E+2
356 1.57948E+13 3.20412E+2
256 2.57246E+16 4.68208E+2
308 2.11077E+18 1.52871E+2
367 3.87890E+13 2.98098E+2
274 2.62878E+18 1.66395E+2
303 8.90427E+17 1.80197E+2
231 4.48458E+16 4.75121E+2
390 8.65945E+13 2.60322E+2
384 5.00692E+15 2.57300E+2
330 5.21934E+17 1.83270E+2
260 2.03383E+13 6.46486E+2
249 1.86976E+13 7.12208E+2
337 8.59781E+17 1.62258E+2
463 6.15379E+18 8.33038E+1
247 5.81189E+15 6.13801E+2
488 2.41587E+17 1.21588E+2
261 7.72146E+13 6.35843E+2
291 4.62974E+15 4.58128E+2
243 8.04859E+15 6.06945E+2
247 1.62244E+15 6.76933E+2
216 5.70782E+15 7.77966E+2
253 2.72287E+13 6.89098E+2
492 1.09223E+13 1.54524E+2
314 8.64737E+13 4.21584E+2
263 4.09771E+18 1.64459E+2
202 6.42199E+15 8.49068E+2
234 5.84239E+14 7.85156E+2
349 9.21892E+18 1.12540E+2
264 5.23648E+15 5.45650E+2
232 1.06098E+18 2.25808E+2
439 5.59324E+15 1.92407E+2
464 5.75874E+18 8.37019E+1
292 5.26965E+15 4.49709E+2
477 4.45269E+16 1.48468E+2
249 2.09005E+14 7.04705E+2
289 3.78932E+16 3.65632E+2
458 5.19615E+13 1.81098E+2
476 1.63424E+18 9.55746E+1
342 1.01888E+13 3.50396E+2
292 1.14745E+13 4.98106E+2
465 1.53516E+18 9.95831E+1
211 5.87837E+16 4.89026E+2
321 7.94226E+14 3.95945E+2
278 5.04056E+17 2.21142E+2
374 6.69157E+13 2.85876E+2
407 1.94380E+18 1.13667E+2
311 7.98438E+15 3.86390E+2
447 1.62688E+17 1.48038E+2
490 1.67665E+16 1.47466E+2
309 8.94513E+15 3.87981E+2
485 7.39226E+16 1.38783E+2
232 5.24226E+14 8.04772E+2
371 2.74320E+14 2.89176E+2
422 2.02391E+18 1.07998E+2
299 4.02129E+13 4.70690E+2
297 7.69776E+13 4.78124E+2
249 2.68206E+17 2.83269E+2
321 2.01278E+16 3.34899E+2
457 5.54339E+18 8.56141E+1
208 7.41637E+13 1.06132E+3
374 2.39385E+18 1.21268E+2
230 1.61838E+15 7.76064E+2
382 3.20361E+13 2.72568E+2
468 1.49919E+15 1.70840E+2
378 7.72875E+14 2.75050E+2
372 2.42795E+17 1.83885E+2
217 2.09583E+15 8.58876E+2
230 2.38466E+18 2.00225E+2
453 1.08098E+13 1.85692E+2
480 8.99778E+15 1.57394E+2
437 2.18275E+15 1.97803E+2
269 5.19811E+15 5.27213E+2
452 2.07151E+15 1.84398E+2
390 2.14511E+17 1.75689E+2
287 6.34213E+13 5.19033E+2
427 3.72888E+17 1.40607E+2
204 2.97674E+16 6.02777E+2
489 4.33358E+14 1.55709E+2
428 2.01463E+15 2.07864E+2
227 6.49044E+17 2.53023E+2
459 1.49268E+13 1.80725E+2
243 9.53069E+13 7.49654E+2
215 8.24938E+13 9.85517E+2
257 1.03614E+18 2.06394E+2
233 3.80830E+15 7.13832E+2
481 4.13404E+17 1.15749E+2
