fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0UT1 9:20 302 38.39 1.000E+000 1.664E+000 3.198E-006 7.059E+002 2.719E+000 2.823E-008 1.016E-003 
0UT2 9:45 306 37.89 1.000E+000 1.681E+000 3.351E-006 7.249E+002 2.689E+000 3.338E-008 1.537E-003 
0UT3 10:5 308.8 37.55 1.000E+000 1.683E+000 3.554E-006 7.378E+002 2.609E+000 4.125E-008 1.281E-003 
0UT4 10:26 311.2 37.26 1.000E+000 1.781E+000 3.114E-006 7.486E+002 2.675E+000 3.924E-008 1.882E-003 
0UT5 10:46 313.3 37.01 1.000E+000 1.723E+000 3.502E-006 7.578E+002 2.565E+000 4.946E-008 1.213E-003 
0UT6 11:10 315.8 36.71 1.000E+000 1.811E+000 3.075E-006 7.684E+002 2.617E+000 4.803E-008 9.108E-004 
0UT7 11:32 318.4 36.41 1.000E+000 1.717E+000 3.424E-006 7.788E+002 2.546E+000 5.676E-008 1.356E-003 
0UT8 11:53 321.4 36.07 1.000E+000 1.658E+000 3.900E-006 7.901E+002 2.483E+000 6.652E-008 1.220E-003 
0UT9 12:15 324.4 35.74 1.000E+000 1.694E+000 3.894E-006 8.004E+002 2.487E+000 7.005E-008 9.087E-004 
UT10 12:34 327.6 35.39 1.000E+000 1.737E+000 3.806E-006 8.103E+002 2.494E+000 7.361E-008 2.394E-003 
UT11 12:53 329.8 35.16 1.000E+000 1.879E+000 3.061E-006 8.163E+002 2.493E+000 7.588E-008 1.061E-003 
UT12 13:13 332.6 34.86 1.000E+000 1.646E+000 3.333E-006 8.231E+002 2.488E+000 8.091E-008 6.349E-004 
