N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.821638100E-02 1.815880900E-02 1.807477000E-02 1.795241000E-02 1.777492500E-02 1.751888800E-02 1.715248500E-02 1.663421800E-02 1.591342600E-02 1.493508500E-02 1.365265300E-02 1.205266900E-02 1.019006100E-02 8.219672000E-03 6.389997000E-03 4.963256000E-03 -8.329187000E-03 -3.177821500E-02 -4.857086000E-02
1.600000000E+01 6.046402000E-03 6.166942000E-03 6.342085000E-03 6.595281000E-03 6.958816000E-03 7.475529000E-03 8.199443000E-03 9.192724000E-03 1.051623800E-02 1.220941200E-02 1.425928500E-02 1.656817200E-02 1.894508400E-02 2.114922900E-02 2.298141400E-02 2.436515500E-02 2.535213600E-02 2.605621600E-02 2.658186900E-02
1.700000000E+01 9.798993200E-02 9.721518900E-02 9.612493200E-02 9.461823300E-02 9.258746300E-02 8.994118500E-02 8.664142000E-02 8.274788900E-02 7.844720500E-02 7.404052300E-02 6.987891900E-02 6.627391000E-02 6.342775300E-02 6.141249200E-02 6.019130300E-02 5.965809500E-02 5.967567700E-02 6.008153800E-02 6.072064400E-02
1.549996187E+01 -1.880385060E-01 -1.880960880E-01 -1.881800910E-01 -1.883023120E-01 -1.884794180E-01 -1.887345140E-01 -1.890987810E-01 -1.896124840E-01 -1.860671810E-01 -1.728573440E-01 -1.558218710E-01 -1.350758710E-01 -1.117017640E-01 -8.785057700E-02 -6.614128500E-02 -4.850256600E-02 -3.537826200E-02 -2.599498800E-02 -1.921348800E-02
1.649996187E+01 6.083470900E-02 6.070814000E-02 6.052527700E-02 6.026292400E-02 5.989038400E-02 5.936907800E-02 5.865459000E-02 5.770312600E-02 5.648454100E-02 5.500225900E-02 5.331356900E-02 5.153816900E-02 4.984043100E-02 4.838572800E-02 4.729143800E-02 4.659949300E-02 4.628160000E-02 4.626713400E-02 4.647514400E-02
1.674996808E+01 8.197668200E-02 8.163019800E-02 8.113455800E-02 8.043345200E-02 7.945765500E-02 7.812999700E-02 7.637879700E-02 7.416247400E-02 7.150333600E-02 6.851681600E-02 6.541536700E-02 6.246904500E-02 5.993301800E-02 5.797854800E-02 5.666247800E-02 5.594249700E-02 5.571757400E-02 5.586921300E-02 5.628926900E-02
1.624993176E+01 3.761079900E-02 3.760684500E-02 3.760102700E-02 3.759241000E-02 3.757961600E-02 3.756068700E-02 3.753241600E-02 3.749029400E-02 3.742772600E-02 3.733586600E-02 3.720464600E-02 3.702606700E-02 3.680165600E-02 3.655098600E-02 3.631470900E-02 3.614364300E-02 3.607734700E-02 3.612755600E-02 3.627887700E-02
1.574996808E+01 -6.052350800E-02 -6.014611600E-02 -5.959701800E-02 -5.880127700E-02 -5.765490700E-02 -5.601750500E-02 -5.370772300E-02 -5.050716300E-02 -4.618398600E-02 -4.054982800E-02 -3.355984900E-02 -2.543814500E-02 -1.675695500E-02 -8.356218000E-03 -1.058379000E-03 4.668356000E-03 8.834680000E-03 1.176701200E-02 1.384874800E-02
1.524993176E+01 -9.334813800E-02 -9.355238500E-02 -9.385086700E-02 -9.430457600E-02 -9.492836400E-02 -9.583221200E-02 -9.713416300E-02 -9.901382300E-02 -1.016365400E-01 -1.052852260E-01 -1.101855540E-01 -1.165205090E-01 -1.242906440E-01 -1.331711430E-01 -1.424299920E-01 -1.510384570E-01 -1.408292620E-01 -1.189331460E-01 -1.026180990E-01
