Fe T nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 290 1.144246025E+00 1.128026570E+00 1.621945500E-02 1.140940846E+00 1.127303251E+00 1.363759500E-02
1.000000000E+01 295 1.135289575E+00 1.133216217E+00 2.073358000E-03 1.134531122E+00 1.132222364E+00 2.308758000E-03
1.000000000E+01 300 1.117769420E+00 1.137991276E+00 -2.022185600E-02 1.116968128E+00 1.136726014E+00 -1.975788600E-02
1.000000000E+01 305 1.096245934E+00 1.141800017E+00 -4.555408300E-02 1.095348216E+00 1.139653143E+00 -4.430492700E-02
1.000000000E+01 310 1.072668248E+00 1.143037851E+00 -7.036960300E-02 1.072119825E+00 1.139375606E+00 -6.725578100E-02
1.000000000E+01 315 1.033792871E+00 1.111562165E+00 -7.776929400E-02 1.033478897E+00 1.109867919E+00 -7.638902200E-02
1.000000000E+01 320 1.007929669E+00 1.085990360E+00 -7.806069100E-02 1.007357244E+00 1.085176575E+00 -7.781933100E-02
1.000000000E+01 325 1.007189979E+00 1.051785226E+00 -4.459524700E-02 1.006766067E+00 1.053978026E+00 -4.721195900E-02
1.000000000E+01 330 1.008153893E+00 1.010278911E+00 -2.125018000E-03 1.007681088E+00 1.008830438E+00 -1.149350000E-03
1.000000000E+01 335 1.010357508E+00 1.009196382E+00 1.161126000E-03 1.009749832E+00 1.008019961E+00 1.729871000E-03
1.000000000E+01 340 1.017819021E+00 1.011675888E+00 6.143133000E-03 1.016802765E+00 1.010220309E+00 6.582456000E-03
1.016672606E+01 290 1.144305302E+00 1.128031192E+00 1.627411000E-02 1.141984951E+00 1.127537437E+00 1.444751400E-02
1.016672606E+01 295 1.135419983E+00 1.133221361E+00 2.198622000E-03 1.134900734E+00 1.132542475E+00 2.358259000E-03
1.016672606E+01 300 1.117794604E+00 1.137996625E+00 -2.020202100E-02 1.117247258E+00 1.137131766E+00 -1.988450800E-02
1.016672606E+01 305 1.096657587E+00 1.141806427E+00 -4.514884000E-02 1.096038753E+00 1.140724039E+00 -4.468528600E-02
1.016672606E+01 310 1.072684800E+00 1.143060891E+00 -7.037609100E-02 1.072310078E+00 1.140444847E+00 -6.813476900E-02
1.016672606E+01 315 1.034212378E+00 1.111650698E+00 -7.743832000E-02 1.033993071E+00 1.110361447E+00 -7.636837600E-02
1.016672606E+01 320 1.007955384E+00 1.086109910E+00 -7.815452600E-02 1.007512532E+00 1.085541288E+00 -7.802875600E-02
1.016672606E+01 325 1.007187774E+00 1.051790391E+00 -4.460261700E-02 1.006893801E+00 1.054236005E+00 -4.734220400E-02
1.016672606E+01 330 1.008148339E+00 1.010017933E+00 -1.869594000E-03 1.007819046E+00 1.009519910E+00 -1.700864000E-03
1.016672606E+01 335 1.010342856E+00 1.009184023E+00 1.158833000E-03 1.009920157E+00 1.008347314E+00 1.572843000E-03
1.016672606E+01 340 1.017780748E+00 1.011672202E+00 6.108546000E-03 1.017075443E+00 1.010635407E+00 6.440036000E-03
1.033324570E+01 290 1.144392211E+00 1.128038119E+00 1.635409200E-02 1.142774277E+00 1.127701232E+00 1.507304500E-02
1.033324570E+01 295 1.135609877E+00 1.133228733E+00 2.381144000E-03 1.135254190E+00 1.132765331E+00 2.488859000E-03
1.033324570E+01 300 1.117831164E+00 1.138005118E+00 -2.017395400E-02 1.117457436E+00 1.137414452E+00 -1.995701600E-02
1.033324570E+01 305 1.097189633E+00 1.141816305E+00 -4.462667200E-02 1.096778564E+00 1.141076548E+00 -4.429798400E-02
1.033324570E+01 310 1.072708195E+00 1.143094682E+00 -7.038648700E-02 1.072452329E+00 1.141249207E+00 -6.879687800E-02
1.033324570E+01 315 1.034823674E+00 1.111780027E+00 -7.695635300E-02 1.034669154E+00 1.110801398E+00 -7.613224400E-02
1.033324570E+01 320 1.007862082E+00 1.086284639E+00 -7.842255700E-02 1.007632463E+00 1.085884468E+00 -7.825200500E-02
1.033324570E+01 325 1.007204974E+00 1.051731650E+00 -4.452667600E-02 1.007005059E+00 1.054514452E+00 -4.750939300E-02
