Fe T nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 290 1.193107045E+00 1.128478702E+00 6.462834300E-02 1.163322962E+00 1.121968064E+00 4.135489800E-02
1.000000000E+01 295 1.191269329E+00 1.133781747E+00 5.748758200E-02 1.162200009E+00 1.125424875E+00 3.677513400E-02
1.000000000E+01 300 1.199771843E+00 1.138791142E+00 6.098070100E-02 1.166093435E+00 1.128222350E+00 3.787108500E-02
1.000000000E+01 305 1.208099399E+00 1.143450595E+00 6.464880400E-02 1.170644912E+00 1.130280061E+00 4.036485100E-02
1.000000000E+01 310 1.206321498E+00 1.147759323E+00 5.856217500E-02 1.174320071E+00 1.131585179E+00 4.273489200E-02
1.000000000E+01 315 1.208766178E+00 1.151609257E+00 5.715692100E-02 1.176909300E+00 1.132035249E+00 4.487405100E-02
1.000000000E+01 320 1.211902797E+00 1.154909365E+00 5.699343200E-02 1.178084821E+00 1.131568534E+00 4.651628700E-02
1.000000000E+01 325 1.218818651E+00 1.157669264E+00 6.114938700E-02 1.178328041E+00 1.130606193E+00 4.772184800E-02
1.000000000E+01 330 1.225061692E+00 1.159992163E+00 6.506952900E-02 1.176780514E+00 1.132813301E+00 4.396721300E-02
1.000000000E+01 335 1.230391005E+00 1.161730321E+00 6.866068400E-02 1.176168569E+00 1.129387671E+00 4.678089800E-02
1.000000000E+01 340 1.234534190E+00 1.162136222E+00 7.239796800E-02 1.172420720E+00 1.130064745E+00 4.235597500E-02
1.016672606E+01 290 1.193110633E+00 1.128715997E+00 6.439463600E-02 1.166545034E+00 1.124195977E+00 4.234905700E-02
1.016672606E+01 295 1.191273724E+00 1.134037657E+00 5.723606700E-02 1.169033666E+00 1.128211514E+00 4.082215200E-02
1.016672606E+01 300 1.199777919E+00 1.139063606E+00 6.071431300E-02 1.170253978E+00 1.131659949E+00 3.859402900E-02
1.016672606E+01 305 1.208107862E+00 1.143739758E+00 6.436810400E-02 1.175886073E+00 1.134463087E+00 4.142298600E-02
1.016672606E+01 310 1.206332234E+00 1.148062662E+00 5.826957200E-02 1.180815378E+00 1.136600438E+00 4.421494000E-02
1.016672606E+01 315 1.208780004E+00 1.151925232E+00 5.685477200E-02 1.184823280E+00 1.137959027E+00 4.686425300E-02
1.016672606E+01 320 1.211921014E+00 1.155236735E+00 5.668427900E-02 1.187597270E+00 1.138457916E+00 4.913935400E-02
1.016672606E+01 325 1.218843053E+00 1.158003882E+00 6.083917100E-02 1.189459608E+00 1.138123295E+00 5.133631300E-02
1.016672606E+01 330 1.225094268E+00 1.160333035E+00 6.476123300E-02 1.189691928E+00 1.137085394E+00 5.260653400E-02
1.016672606E+01 335 1.230433547E+00 1.162074781E+00 6.835876600E-02 1.188875097E+00 1.136754489E+00 5.212060800E-02
1.016672606E+01 340 1.234589454E+00 1.162498938E+00 7.209051600E-02 1.186367593E+00 1.139693713E+00 4.667388000E-02
1.033324570E+01 290 1.193115496E+00 1.129046973E+00 6.406852300E-02 1.168491309E+00 1.125922473E+00 4.256883600E-02
1.033324570E+01 295 1.191279922E+00 1.134396683E+00 5.688323900E-02 1.175639023E+00 1.130356742E+00 4.528228100E-02
1.033324570E+01 300 1.199786598E+00 1.139448723E+00 6.033787500E-02 1.177124448E+00 1.134296504E+00 4.282794400E-02
1.033324570E+01 305 1.208120070E+00 1.144148876E+00 6.397119400E-02 1.179658412E+00 1.137667038E+00 4.199137400E-02
1.033324570E+01 310 1.206347832E+00 1.148493715E+00 5.785411700E-02 1.185544270E+00 1.140448141E+00 4.509612900E-02
1.033324570E+01 315 1.208800160E+00 1.152374917E+00 5.642524300E-02 1.190661000E+00 1.142521918E+00 4.813908200E-02
1.033324570E+01 320 1.211947682E+00 1.155703509E+00 5.624417300E-02 1.194720994E+00 1.143799471E+00 5.092152300E-02
1.033324570E+01 325 1.218878699E+00 1.158484565E+00 6.039413400E-02 1.197927359E+00 1.144292879E+00 5.363448000E-02
1.033324570E+01 330 1.225141697E+00 1.160823107E+00 6.431859000E-02 1.199694974E+00 1.144117736E+00 5.557723800E-02
1.033324570E+01 335 1.230496080E+00 1.162572142E+00 6.792393800E-02 1.200381345E+00 1.143157698E+00 5.722364700E-02
1.033324570E+01 340 1.234670313E+00 1.163025533E+00 7.164478000E-02 1.199414363E+00 1.144098626E+00 5.531573700E-02
1.049996187E+01 290 1.193122342E+00 1.129499053E+00 6.362328900E-02 1.179455378E+00 1.127344801E+00 5.211057700E-02
1.049996187E+01 295 1.191288788E+00 1.134890849E+00 5.639793900E-02 1.177418143E+00 1.132098509E+00 4.531963400E-02
1.049996187E+01 300 1.199799177E+00 1.139983491E+00 5.981568600E-02 1.182150874E+00 1.136412465E+00 4.573840900E-02
1.049996187E+01 305 1.208137739E+00 1.144720549E+00 6.341719000E-02 1.185480482E+00 1.140214125E+00 4.526635700E-02
1.049996187E+01 310 1.206370427E+00 1.149098664E+00 5.727176300E-02 1.188926955E+00 1.143485807E+00 4.544114800E-02
1.049996187E+01 315 1.208829503E+00 1.153010528E+00 5.581897500E-02 1.194877498E+00 1.146110357E+00 4.876714100E-02
1.049996187E+01 320 1.211986231E+00 1.156363941E+00 5.562229000E-02 1.199924976E+00 1.147992300E+00 5.193267600E-02
1.049996187E+01 325 1.218930791E+00 1.159165935E+00 5.976485600E-02 1.204187954E+00 1.149139194E+00 5.504876000E-02
1.049996187E+01 330 1.225210721E+00 1.161522371E+00 6.368835000E-02 1.207196097E+00 1.149660390E+00 5.753570700E-02
1.049996187E+01 335 1.230586690E+00 1.163282391E+00 6.730429900E-02 1.209134772E+00 1.149422327E+00 5.971244500E-02
1.049996187E+01 340 1.234788456E+00 1.163780371E+00 7.100808500E-02 1.209499680E+00 1.150281173E+00 5.921850700E-02
1.066670514E+01 290 1.193132107E+00 1.130099992E+00 6.303211500E-02 1.180486816E+00 1.128616472E+00 5.187034400E-02
1.066670514E+01 295 1.191301553E+00 1.135554728E+00 5.574682500E-02 1.182738168E+00 1.133627734E+00 4.911043400E-02
1.066670514E+01 300 1.199817388E+00 1.140707793E+00 5.910959500E-02 1.186326840E+00 1.138237788E+00 4.808905200E-02
1.066670514E+01 305 1.208163396E+00 1.145501136E+00 6.266226000E-02 1.188297913E+00 1.142376314E+00 4.592159900E-02
1.066670514E+01 310 1.206403269E+00 1.149932266E+00 5.647100300E-02 1.191321088E+00 1.146029595E+00 4.529149300E-02
1.066670514E+01 315 1.208872029E+00 1.153890901E+00 5.498112800E-02 1.197883888E+00 1.149078776E+00 4.880511200E-02
1.066670514E+01 320 1.212042173E+00 1.157285087E+00 5.475708600E-02 1.203667404E+00 1.151427866E+00 5.223953800E-02
1.066670514E+01 325 1.219006142E+00 1.160123052E+00 5.888309000E-02 1.208731773E+00 1.153083013E+00 5.564876000E-02
1.066670514E+01 330 1.225310956E+00 1.162506972E+00 6.280398400E-02 1.212700154E+00 1.154146663E+00 5.855349100E-02
1.066670514E+01 335 1.230718098E+00 1.164289535E+00 6.642856300E-02 1.215631050E+00 1.154480927E+00 6.115012300E-02
1.066670514E+01 340 1.234958623E+00 1.164851137E+00 7.010748600E-02 1.217078852E+00 1.155303327E+00 6.177552500E-02
1.083333839E+01 290 1.193146117E+00 1.130868998E+00 6.227711900E-02 1.181203217E+00 1.129847675E+00 5.135554200E-02
1.083333839E+01 295 1.191319925E+00 1.136416033E+00 5.490389200E-02 1.189310375E+00 1.135086793E+00 5.422358200E-02
1.083333839E+01 300 1.199843602E+00 1.141658510E+00 5.818509200E-02 1.187455111E+00 1.139950983E+00 4.750412800E-02
1.083333839E+01 305 1.208200321E+00 1.146538447E+00 6.166187400E-02 1.192675108E+00 1.144373413E+00 4.830169500E-02
1.083333839E+01 310 1.206450633E+00 1.151050633E+00 5.540000000E-02 1.197175418E+00 1.148340270E+00 4.883514800E-02
1.083333839E+01 315 1.208933375E+00 1.155082833E+00 5.385054200E-02 1.200018035E+00 1.151732546E+00 4.828548900E-02
1.083333839E+01 320 1.212122977E+00 1.158543990E+00 5.357898700E-02 1.206342468E+00 1.154455061E+00 5.188740700E-02
1.083333839E+01 325 1.219114736E+00 1.161437432E+00 5.767730400E-02 1.212003970E+00 1.156508798E+00 5.549517200E-02
