0.0088  1.6281E-0006
0.0188  3.9209E-0006
0.0288  6.4233E-0006
0.0389  9.1731E-0006
0.0489  1.2170E-0005
0.0588  1.5484E-0005
0.0690  1.9143E-0005
0.0790  2.3288E-0005
0.0889  2.7828E-0005
0.0990  3.3031E-0005
0.1091  3.8748E-0005
0.1190  4.5276E-0005
0.1291  5.2793E-0005
0.1389  6.1106E-0005
0.1489  7.0653E-0005
0.1590  8.1407E-0005
0.1689  9.3568E-0005
0.1789  1.0744E-0004
0.1889  1.2322E-0004
0.1989  1.4121E-0004
0.2089  1.6171E-0004
0.2189  1.8472E-0004
0.2289  2.1146E-0004
0.2398  2.4593E-0004
0.2489  2.7518E-0004
0.2588  3.1337E-0004
0.2689  3.5688E-0004
0.2789  4.0513E-0004
0.2888  4.6040E-0004
0.2988  5.2171E-0004
0.3088  5.9307E-0004
0.3188  6.7246E-0004
0.3290  7.6191E-0004
0.3386  8.6442E-0004
0.3485  9.8101E-0004
0.3585  1.1147E-0003
0.3684  1.2664E-0003
0.3782  1.4413E-0003
0.3883  1.6594E-0003
0.3980  1.8735E-0003
0.4078  2.1368E-0003
0.4175  2.4403E-0003
0.4275  2.7921E-0003
0.4386  3.2493E-0003
0.4494  3.7549E-0003
0.4580  4.2149E-0003
0.4687  4.8517E-0003
0.4783  5.4886E-0003
0.4878  6.1851E-0003
0.4974  6.9313E-0003
0.5071  7.7274E-0003
0.5159  8.5831E-0003
0.5252  9.4985E-0003
0.5345  1.0464E-0002
0.5438  1.1479E-0002
0.5529  1.2702E-0002
0.5621  1.3638E-0002
0.5713  1.4782E-0002
0.5804  1.5956E-0002
0.5917  1.7459E-0002
0.6007  1.8702E-0002
0.6097  1.9976E-0002
