T nFsrh nFBsrh dnsrh nF nFB dn
290 1.153875665E+00 1.124080067E+0 2.979559800E-02 1.153875665E+00 1.124080067E+0 2.979559800E-02
295 1.149644828E+00 1.099733778E+0 4.991105000E-02 1.149644828E+00 1.099733778E+0 4.991105000E-02
300 1.152426357E+00 1.080663084E+0 7.176327300E-02 1.152426357E+00 1.080663084E+0 7.176327300E-02
305 1.142297683E+00 1.065639328E+0 7.665835500E-02 1.142297683E+00 1.065639328E+0 7.665835500E-02
310 1.121336717E+00 1.053734465E+0 6.760225200E-02 1.121336717E+00 1.053734465E+0 6.760225200E-02
315 1.106157093E+00 1.044245618E+0 6.191147500E-02 1.106157093E+00 1.044245618E+0 6.191147500E-02
320 1.087397182E+00 1.036638445E+0 5.075873700E-02 1.087397182E+00 1.036638445E+0 5.075873700E-02
325 1.032531004E+00 1.030504917E+0 2.026087000E-03 1.032531004E+00 1.030504917E+0 2.026087000E-03
330 1.009644626E+00 1.025531930E+0 -1.588730400E-02 1.009644626E+00 1.025531930E+0 -1.588730400E-02
335 1.006320264E+00 1.021477979E+0 -1.515771500E-02 1.006320264E+00 1.021477979E+0 -1.515771500E-02
340 1.007098704E+00 1.018155807E+0 -1.105710300E-02 1.007098704E+00 1.018155807E+0 -1.105710300E-02
