T d154 d184 d214 d244
d 150 180 210 240
290 3.901442800E-02 3.955620600E-02 3.966785700E-02 3.969401900E-02
295 3.838058700E-02 3.905361600E-02 3.933193400E-02 3.951392800E-02
300 3.814505800E-02 3.890683100E-02 3.936062700E-02 3.976448500E-02
305 3.865679500E-02 3.947148400E-02 4.018350200E-02 4.076206500E-02
310 3.891070200E-02 3.992243600E-02 4.074157100E-02 4.142053600E-02
315 3.915512900E-02 4.025097500E-02 4.109166900E-02 4.136472100E-02
320 3.957435200E-02 4.078529200E-02 4.153002100E-02 4.186590100E-02
325 3.862715800E-02 3.968637900E-02 4.027312500E-02 4.042324700E-02
330 3.601979100E-02 3.662202500E-02 3.679103200E-02 3.652015800E-02
335 3.115970500E-02 3.095213000E-02 3.039423100E-02 2.945238100E-02
340 2.044345200E-02 1.869104700E-02 1.678125600E-02 1.349314400E-02
