N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 9.568893000E-03 9.859905000E-03 1.055912700E-02 1.153820100E-02 1.321183600E-02 1.541564900E-02 1.798925300E-02 2.122684700E-02 2.494410000E-02 2.876327900E-02 3.299816800E-02
1.016672606E+01 7.134598000E-03 7.279988000E-03 7.710504000E-03 8.319224000E-03 9.446474000E-03 1.095931400E-02 1.273910000E-02 1.502843600E-02 1.769336900E-02 2.046653900E-02 2.359822500E-02
1.033324570E+01 5.234320000E-03 5.301672000E-03 5.566109000E-03 5.941434000E-03 6.696666000E-03 7.726832000E-03 8.944018000E-03 1.054051900E-02 1.241856500E-02 1.439045800E-02 1.664977200E-02
1.049996187E+01 3.788551000E-03 3.814741000E-03 3.976449000E-03 4.206415000E-03 4.710541000E-03 5.408180000E-03 6.234574000E-03 7.337175000E-03 8.644938000E-03 1.002682100E-02 1.162862100E-02
1.066670514E+01 2.715797000E-03 2.720233000E-03 2.817682000E-03 2.957179000E-03 3.292232000E-03 3.762409000E-03 4.320507000E-03 5.076624000E-03 5.979561000E-03 6.938331000E-03 8.060336000E-03
1.083333839E+01 1.936941000E-03 1.929707000E-03 1.986369000E-03 2.069122000E-03 2.290285000E-03 2.605393000E-03 2.980368000E-03 3.495910000E-03 4.115336000E-03 4.775938000E-03 5.555469000E-03
1.100000000E+01 1.381274000E-03 1.367678000E-03 1.398079000E-03 1.444859000E-03 1.589165000E-03 1.798697000E-03 2.049082000E-03 2.398627000E-03 2.821323000E-03 3.274049000E-03 3.812741000E-03
1.116672606E+01 9.900910000E-04 9.730350000E-04 9.863700000E-04 1.031373000E-03 1.102481000E-03 1.240180000E-03 1.405849000E-03 1.641347000E-03 1.928331000E-03 2.237265000E-03 2.608152000E-03
1.133324570E+01 7.173560000E-04 6.985360000E-04 7.007760000E-04 7.242760000E-04 7.850840000E-04 8.558210000E-04 9.639250000E-04 1.121315000E-03 1.314965000E-03 1.524842000E-03 1.779470000E-03
1.149996187E+01 5.284140000E-04 5.089240000E-04 5.040400000E-04 5.123520000E-04 5.494800000E-04 5.927580000E-04 6.618480000E-04 7.658000000E-04 8.954540000E-04 1.037243000E-03 1.211630000E-03
1.166670514E+01 3.978830000E-04 3.785040000E-04 3.716740000E-04 3.727170000E-04 3.866420000E-04 4.188740000E-04 4.564220000E-04 5.239260000E-04 6.097620000E-04 7.048490000E-04 8.238340000E-04
1.183333839E+01 3.074770000E-04 2.888590000E-04 2.787750000E-04 2.723780000E-04 2.804080000E-04 2.961890000E-04 3.175860000E-04 3.603220000E-04 4.162290000E-04 4.792350000E-04 5.599820000E-04
1.200000000E+01 2.441930000E-04 2.268790000E-04 2.151650000E-04 2.045440000E-04 2.058170000E-04 2.137050000E-04 2.244130000E-04 2.504230000E-04 2.859620000E-04 3.269850000E-04 3.813140000E-04
1.216672606E+01 1.988750000E-04 1.833030000E-04 1.712250000E-04 1.596520000E-04 1.547110000E-04 1.584960000E-04 1.622770000E-04 1.771250000E-04 1.989050000E-04 2.249610000E-04 2.610230000E-04
1.233324570E+01 1.652370000E-04 1.519670000E-04 1.404790000E-04 1.282570000E-04 1.220330000E-04 1.214900000E-04 1.209540000E-04 1.285100000E-04 1.411580000E-04 1.570530000E-04 1.805800000E-04
1.249996187E+01 1.392380000E-04 1.279380000E-04 1.175300000E-04 1.060880000E-04 9.942000000E-05 9.638500000E-05 9.332300000E-05 9.625600000E-05 1.029280000E-04 1.120740000E-04 1.270590000E-04
1.266670514E+01 1.180220000E-04 1.088500000E-04 9.990700000E-05 8.976500000E-05 8.309800000E-05 7.888400000E-05 7.452300000E-05 7.464400000E-05 7.752500000E-05 8.224900000E-05 9.149600000E-05
1.283333839E+01 1.002510000E-04 9.303700000E-05 8.565200000E-05 7.685200000E-05 7.076100000E-05 6.618200000E-05 6.131800000E-05 5.984600000E-05 6.040400000E-05 6.230600000E-05 6.776200000E-05
1.300000000E+01 8.503100000E-05 7.956000000E-05 7.369500000E-05 6.632100000E-05 6.094100000E-05 5.648900000E-05 5.163800000E-05 4.935500000E-05 4.856400000E-05 4.870800000E-05 5.170400000E-05
