Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.102870719E+00 1.148992635E+00 -4.612191600E-02 1.097810089E+00 1.136791288E+00 -3.898119900E-02
1.468000E+10 1.102911369E+00 1.149029617E+00 -4.611824800E-02 1.099405464E+00 1.140452969E+00 -4.104750500E-02
2.154000E+10 1.102963086E+00 1.149083243E+00 -4.612015700E-02 1.100545568E+00 1.143094638E+00 -4.254907000E-02
3.162000E+10 1.103048228E+00 1.149161418E+00 -4.611319000E-02 1.101387002E+00 1.144994450E+00 -4.360744800E-02
4.642000E+10 1.103169308E+00 1.149276578E+00 -4.610727000E-02 1.102028981E+00 1.146379198E+00 -4.435021700E-02
6.813000E+10 1.103340048E+00 1.149439642E+00 -4.609959400E-02 1.102558198E+00 1.147421007E+00 -4.486280900E-02
1.000000E+11 1.103586874E+00 1.149671844E+00 -4.608497000E-02 1.103051304E+00 1.148258747E+00 -4.520744300E-02
1.468000E+11 1.103927729E+00 1.149999841E+00 -4.607211200E-02 1.103559635E+00 1.149002923E+00 -4.544328800E-02
2.154000E+11 1.105375348E+00 1.150452085E+00 -4.507673700E-02 1.105058696E+00 1.149740990E+00 -4.468229400E-02
3.162000E+11 1.110775078E+00 1.151063154E+00 -4.028807600E-02 1.110504467E+00 1.150548369E+00 -4.004390200E-02
4.642000E+11 1.117361286E+00 1.151864833E+00 -3.450354700E-02 1.117136977E+00 1.151485817E+00 -3.434884000E-02
6.813000E+11 1.124445392E+00 1.152881909E+00 -2.843651700E-02 1.124334453E+00 1.152597366E+00 -2.826291300E-02
1.000000E+12 1.126257509E+00 1.154126607E+00 -2.786909800E-02 1.126179992E+00 1.153908798E+00 -2.772880600E-02
1.468000E+12 1.133530078E+00 1.155595562E+00 -2.206548400E-02 1.133449828E+00 1.155425827E+00 -2.197599900E-02
2.154000E+12 1.142879063E+00 1.158458270E+00 -1.557920700E-02 1.142806775E+00 1.158323230E+00 -1.551645500E-02
3.162000E+12 1.153280920E+00 1.158674956E+00 -5.394036000E-03 1.153219309E+00 1.158567753E+00 -5.348444000E-03
4.642000E+12 1.154992629E+00 1.160744427E+00 -5.751798000E-03 1.154972148E+00 1.160657891E+00 -5.685743000E-03
6.813000E+12 1.156593249E+00 1.162497808E+00 -5.904559000E-03 1.156524048E+00 1.162427662E+00 -5.903614000E-03
1.000000E+13 1.161896980E+00 1.164042475E+00 -2.145495000E-03 1.161865012E+00 1.163985473E+00 -2.120461000E-03
