T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 1.208498758E+00 1.208547769E+00 1.208637674E+00 1.208745633E+00 1.208918749E+00 1.209152751E+00 1.209484035E+00 1.209952525E+00 1.210610657E+00 1.211526711E+00 1.212788739E+00 1.214489633E+00 1.216723658E+00 1.219575149E+00 1.223066000E+00 1.227193794E+00 1.231857679E+00 1.236984739E+00 1.242473467E+00
295 1.209908818E+00 1.209952250E+00 1.210015725E+00 1.210155952E+00 1.210300089E+00 1.210513349E+00 1.210801762E+00 1.211219664E+00 1.211789357E+00 1.212590377E+00 1.213704928E+00 1.215203899E+00 1.217196788E+00 1.219715728E+00 1.222823734E+00 1.226499751E+00 1.230710874E+00 1.235367422E+00 1.240409080E+00
300 1.212119011E+00 1.212158076E+00 1.212215176E+00 1.212298535E+00 1.212419983E+00 1.212641797E+00 1.212908288E+00 1.213272804E+00 1.213787383E+00 1.214507305E+00 1.215496933E+00 1.216845468E+00 1.218604640E+00 1.220877686E+00 1.223654917E+00 1.226971187E+00 1.230773496E+00 1.235005321E+00 1.239607023E+00
305 1.214502970E+00 1.214539375E+00 1.214592592E+00 1.214670277E+00 1.214783420E+00 1.214947654E+00 1.215218316E+00 1.215556793E+00 1.216030544E+00 1.216705197E+00 1.217625685E+00 1.218863598E+00 1.220496048E+00 1.222561905E+00 1.225106655E+00 1.228116130E+00 1.231561784E+00 1.235399200E+00 1.239583201E+00
310 1.216684585E+00 1.216719901E+00 1.216771515E+00 1.216846862E+00 1.216956558E+00 1.217115683E+00 1.217345335E+00 1.217685455E+00 1.218148069E+00 1.218794313E+00 1.219688326E+00 1.220877689E+00 1.222414435E+00 1.224372087E+00 1.226748402E+00 1.229534429E+00 1.232700170E+00 1.236206462E+00 1.240018212E+00
315 1.218415813E+00 1.218452467E+00 1.218506027E+00 1.218584178E+00 1.218697884E+00 1.218862658E+00 1.219100117E+00 1.219439553E+00 1.219919355E+00 1.220587193E+00 1.221497979E+00 1.222708101E+00 1.224265913E+00 1.226200539E+00 1.228514202E+00 1.231182960E+00 1.234166812E+00 1.237424557E+00 1.240926780E+00
320 1.219738586E+00 1.219776923E+00 1.219832956E+00 1.219914658E+00 1.220033508E+00 1.220205629E+00 1.220453453E+00 1.220807268E+00 1.221306482E+00 1.221999546E+00 1.222941315E+00 1.224186302E+00 1.225777942E+00 1.227736222E+00 1.230049981E+00 1.232679444E+00 1.235570253E+00 1.238672285E+00 1.241954462E+00
325 1.220590239E+00 1.220634920E+00 1.220700159E+00 1.220795203E+00 1.220933261E+00 1.221132753E+00 1.221419109E+00 1.221826181E+00 1.222397113E+00 1.223183425E+00 1.224240842E+00 1.225620634E+00 1.227357358E+00 1.229456364E+00 1.231887717E+00 1.234591676E+00 1.237496142E+00 1.240538615E+00 1.243682937E+00
330 1.218717679E+00 1.218775318E+00 1.218859432E+00 1.218981780E+00 1.219159104E+00 1.219414604E+00 1.219779773E+00 1.220295669E+00 1.221013084E+00 1.221989687E+00 1.223282970E+00 1.224938022E+00 1.226973251E+00 1.229369182E+00 1.232067528E+00 1.234982567E+00 1.238021963E+00 1.241110084E+00 1.244205199E+00
335 1.213004079E+00 1.213087123E+00 1.213208143E+00 1.213383961E+00 1.213638145E+00 1.214003087E+00 1.214522072E+00 1.215250004E+00 1.216251874E+00 1.217596125E+00 1.219341236E+00 1.221516904E+00 1.224106150E+00 1.227040349E+00 1.230213070E+00 1.233505788E+00 1.236811581E+00 1.240051605E+00 1.243185650E+00
340 1.198812187E+00 1.198950371E+00 1.199151539E+00 1.199443353E+00 1.199864321E+00 1.200466908E+00 1.201319786E+00 1.202507952E+00 1.204127063E+00 1.206268075E+00 1.208989976E+00 1.212284773E+00 1.216052435E+00 1.220111093E+00 1.224249250E+00 1.228289366E+00 1.232118942E+00 1.235685447E+00 1.238974502E+00
